word	female	male	total	skewness	pct_f	pct_m	chi2	p	pmi_f	pmi_m
social	98	484	582	-0.07422769077113008	0.6125	0.71071953010279	5.412764252024559	0.019990037336699136	-0.17613160342529383	0.03843889660938369
aparencia	33	64	97	0.3739491945098279	0.20625	0.09397944199706314	14.923403253378408	0.00011196536030245708	0.8385151725391077	-0.29546183994405484
outro	8	63	71	-0.2982998454404946	0.05	0.09251101321585903	2.5041102008946616	0.11354960282537056	-0.7557132241369002	0.131983806238307
carater_emo	2	0	2	1.0	0.0125	0.0	4.077346249523065	0.043461867272583686	2.394033895367782	-inf
emo	2	2	4	0.619500594530321	0.0125	0.002936857562408223	0.8904831742809612	0.34534640585728227	1.3940338953677818	-0.6955489977569271
carater	3	13	16	-0.008974048023284014	0.01875	0.01908957415565345	0.0	1.0	-0.021003603911061697	0.004890720384165135
aparencia_carater	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
