word	female	male	total	skewness	pct_f	pct_m	chi2	p	pmi_f	pmi_m
preso	0	9	9	-1.0	0.0	0.013215859030837005	1.0713651757765925	0.30063728844183724	-inf	0.30445100224307287
leitora	0	3	3	-1.0	0.0	0.004405286343612335	0.010869199479975274	0.9169666285568563	-inf	0.30445100224307314
ganho	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
surpresa	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
encarnado	0	5	5	-1.0	0.0	0.007342143906020558	0.26593541690818434	0.6060714542353747	-inf	0.30445100224307314
forte	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
misto	0	2	2	-1.0	0.0	0.002936857562408223	0.0	1.0	-inf	0.30445100224307287
razão	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
editora	0	3	3	-1.0	0.0	0.004405286343612335	0.010869199479975274	0.9169666285568563	-inf	0.30445100224307314
nativo	0	5	5	-1.0	0.0	0.007342143906020558	0.26593541690818434	0.6060714542353747	-inf	0.30445100224307314
bandeira	0	6	6	-1.0	0.0	0.00881057268722467	0.44840874464360553	0.5030915863515149	-inf	0.30445100224307314
transeunte	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
respeito	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
viajante	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
viandante	0	5	5	-1.0	0.0	0.007342143906020558	0.26593541690818434	0.6060714542353747	-inf	0.30445100224307314
branco	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
parceiro	0	6	6	-1.0	0.0	0.00881057268722467	0.44840874464360553	0.5030915863515149	-inf	0.30445100224307314
loira	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
amante	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
calma	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
desconhecido	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
boêmio	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
senhor	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
incluído	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
quarto	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
fidalgo	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
provinciano	0	6	6	-1.0	0.0	0.00881057268722467	0.44840874464360553	0.5030915863515149	-inf	0.30445100224307314
navegador	0	2	2	-1.0	0.0	0.002936857562408223	0.0	1.0	-inf	0.30445100224307287
acadêmico	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
idoso	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
universal	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
virtuoso	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
herbívoro	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
acompanhado	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
bom	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
encarregado	0	2	2	-1.0	0.0	0.002936857562408223	0.0	1.0	-inf	0.30445100224307287
liquidificador	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
contador	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
incauto	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
verso	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
consumidor	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
gostoso	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
revoltoso	0	2	2	-1.0	0.0	0.002936857562408223	0.0	1.0	-inf	0.30445100224307287
prática	0	1	1	0.0	0.0	0.0	0.0	0.0	-inf	0.30445100224307287
