word	female	male	unknown	total	skewness	pct_f	pct_m	chi2	p_value	pmi_f	pmi_m	pmi_u
outro	1852	3983	5	5840	0.2066906255439714	0.11535347243849269	0.07583633213381315	2185.738846859301	0.0	0.4954875089310103	0.07606391482910227	-5.318464925162186
emo	206	818	3	1027	-0.09659458400598925	0.01283089380255372	0.015574722491955599	218.66811137143424	1.7656571883757758e-49	0.03743112840818135	0.23122453414391966	-4.091201683034462
social	5359	27172	31	32562	-0.21566813344405847	0.33379009654313296	0.517354962776794	5750.859953287567	0.0	-0.1604164042494513	0.2778004744894632	-5.212330800580327
aparencia	1833	3097	22	4952	0.3188409952542489	0.11417004048582996	0.05896688943470231	2192.9882768743187	0.0	0.6501146030224314	-0.010598226921498453	-3.6719211227801294
carater	991	4047	8	5046	-0.11045935831224007	0.061725319215197756	0.07705489232878278	1074.8018711109814	9.899467619313825e-236	0.016315574676143346	0.23813942314459335	-4.702326349295181
aparencia_carater	64	372	1	437	-0.27974832126322774	0.0039862971037060106	0.007082881133260981	64.19726183640223	1.1256508520668636e-15	-0.27709794218875994	0.2977200666472871	-4.335349956869604
emo_social	4	26	0	30	-0.3304245004892321	0.00024914356898162566	0.0004950400792064127	2.4107142857142856	0.12050736908665413	-0.37095085099510644	0.31565856382905727	0.0
carater_social	51	478	0	529	-0.4825447767530153	0.0031765805045157274	0.009101121456179433	51.50222949159804	7.151583806869153e-13	-0.6952106295868151	0.35738170810288733	0.0
carater_emo	52	227	0	279	-0.14326436650361216	0.0032388663967611335	0.004322080691532911	55.15954697476436	1.1113256747561858e-13	-0.036015893692779966	0.25249764312976763	0.0
aparencia_carater_social	1	45	0	46	-0.8644612359289597	6.228589224540641e-05	0.0008568001370880219	0.0	1.0	-2.1846892269419365	0.43678050075095565	0.0
aparencia_emo	24	45	0	69	0.27132359949348933	0.001494861413889754	0.0008568001370880219	26.68201754385965	2.398432877102412e-07	0.5878994952978447	0.03131539264279119	0.0
aparencia_social	6	13	0	19	0.20313606609639182	0.0003737153534724385	0.00024752003960320634	4.947916666666667	0.026122128524138182	0.49127265960877287	0.07926978576482704	0.0
