word	female	male	unknown	total	skewness	pct_f	pct_m	chi2	p_value	pmi_f	pmi_m	pmi_u
tinhoso	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
namorado	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
mano	6	15	0	21	0.1336466703000804	0.0003737153534724385	0.0002856000456960073	4.861111111111112	0.0274686403856814	0.39118920105179034	0.12228717084851766	0.0
livre	2	21	0	23	-0.5249085814693452	0.00012457178449081283	0.00039984006397441024	0.5227272727272727	0.4696806180808295	-0.798394865822046	0.3677876292640042	0.0
resplandecente	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
precioso	3	6	0	9	0.2411764010823457	0.00018685767673621924	0.00011424001827840292	1.5999999999999999	0.20590321073206472	0.5453398808790487	0.05329429936156644	0.0
leigo	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
certo	31	99	0	130	0.012029477908351427	0.0019308626596075988	0.0018849603015936483	32.96238906888294	9.39590786934583e-09	0.2104049235767221	0.18634480714873833	0.0
seco	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
inteiro	2	5	0	7	0.1336466703000804	0.00012457178449081283	9.520001523200244e-05	0.5833333333333334	0.4450087187467361	0.39118920105179017	0.12228717084851785	0.0
piedoso	1	8	0	9	-0.419532385431115	6.228589224540641e-05	0.0001523200243712039	0.0	1.0	-0.5532724077890611	0.34097637181334733	0.0
poderoso	2	27	0	29	-0.6098914260566323	0.00012457178449081283	0.0005140800822528132	0.5178571428571428	0.47175719794733373	-1.0301964798793704	0.38730044348758585	0.0
pobre	8	40	0	48	-0.20899725895358295	0.0004982871379632513	0.0007616001218560195	6.681818181818182	0.009740122405271884	-0.1478072996808968	0.2764378506757761	0.0
zeloso	5	10	0	15	0.24117640108234578	0.0003114294612270321	0.00019040003046400487	3.8400000000000003	0.05004352124870517	0.5453398808790487	0.05329429936156644	0.0
casado	18	24	0	42	0.42087536014933513	0.0011211460604173154	0.0004569600731136117	20.434343434343432	6.171234198391674e-06	0.7966543091599545	-0.10085638046569201	0.0
bom	62	185	0	247	0.045953273416090644	0.0038617253192151976	0.00352240056358409	68.62955495818399	1.1881009396866382e-16	0.26169821796427256	0.16972689592007809	0.0
solteiro	2	4	0	6	0.2411764010823457	0.00012457178449081283	7.616001218560195e-05	0.6000000000000001	0.4385780260809997	0.5453398808790485	0.05329429936156623	0.0
danado	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
desatinado	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
ilustre	2	19	0	21	-0.48770870571366565	0.00012457178449081283	0.00036176005788160926	0.5249999999999999	0.46871658244620706	-0.7074230876163194	0.3586759489127481	0.0
igual	5	11	0	16	0.1958061064183421	0.0003114294612270321	0.00020944003351040536	3.7925925925925927	0.051479852490453726	0.4808013597414774	0.0840659580283201	0.0
singelo	1	4	0	5	-0.10021329267352516	6.228589224540641e-05	7.616001218560195e-05	0.0	1.0	0.034514257113057875	0.23561585615552086	0.0
belo	31	11	0	42	0.8042893332949164	0.0019308626596075988	0.00020944003351040536	46.01339013998782	1.1744750131410909e-11	1.3402697557489363	-0.8810149380152672	0.0
valoroso	2	20	0	22	-0.5070094006223278	0.00012457178449081283	0.00038080006092800975	0.5238095238095237	0.4692211560417394	-0.7539431032512123	0.36344922766540594	0.0
contente	7	27	0	34	-0.08218121358278034	0.00043600124571784493	0.0005140800822528132	5.7330210772833725	0.01664881737630747	0.06350179398631013	0.22823574885789835	0.0
confuso	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.05329429936156623	0.0
atento	1	11	0	12	-0.5415535556855181	6.228589224540641e-05	0.00020944003351040536	0.0	1.0	-0.8409544802408421	0.3717480304801009	0.0
enganoso	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
presente	9	34	0	43	-0.07184758074888155	0.0005605730302086577	0.0006473601035776166	7.942279942279942	0.004829295162953275	0.07997663118981518	0.22391981639232963	0.0
cauteloso	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
animoso	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
ledo	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.05329429936156623	0.0
prestante	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
diferentes	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
irado	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
antigo	2	22	0	24	-0.5415535556855181	0.00012457178449081283	0.0004188800670208107	0.5217391304347827	0.4701007598741286	-0.8409544802408421	0.3717480304801009	0.0
natural	6	20	0	26	-0.009389745153451765	0.0003737153534724385	0.00038080006092800975	4.7101449275362315	0.029985123642614967	0.17761510075373138	0.19639514300223967	0.0
real	0	10	0	10	-1.0	0.0	0.00019040003046400487	0.0	0.0	0.0	0.45875940746973076	0.0
novo	7	15	0	22	0.20842701061018423	0.00043600124571784493	0.0002856000456960073	6.115830115830117	0.013397647857616098	0.4988198652441557	0.07576715521362481	0.0
rendido	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.23438777309021455	0.0
cercado	0	10	0	10	-1.0	0.0	0.00019040003046400487	0.0	0.0	0.0	0.45875940746973076	0.0
mancebo	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
desonesto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
obediente	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
inerme	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
celeste	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
humana	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
fraco	5	8	1	14	0.34309350586249665	0.0003114294612270321	0.0001523200243712039	2.506293706293706	0.11339233302991848	0.6143327523659999	-0.10085638046569201	-0.8944740913892719
popular	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.17107733501794983	0.0
companheiro	4	17	0	21	-0.13012117535749113	0.00024914356898162566	0.0003236800517888083	2.4868421052631575	0.11480186458113295	-0.014275907056374151	0.2474503138025236	0.0
ditoso	1	4	0	5	-0.10021329267352516	6.228589224540641e-05	7.616001218560195e-05	0.0	1.0	0.034514257113057875	0.23561585615552086	0.0
cativo	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
leal	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
soberano	0	11	0	11	-1.0	0.0	0.00020944003351040536	0.0	0.0	0.0	0.45875940746973076	0.0
pronto	1	16	0	17	-0.6604988348453948	6.228589224540641e-05	0.0003046400487424078	0.0	1.0	-1.1892611745090578	0.3981347856532958	0.0
temeroso	5	5	0	10	0.5317603826411573	0.0003114294612270321	9.520001523200244e-05	4.266666666666667	0.038867103812417314	0.950804988987213	-0.23438777309021455	0.0
digno	7	36	0	43	-0.22242702460906885	0.00043600124571784493	0.0006854401096704175	5.5985533453887895	0.01797531436872395	-0.17133779709109073	0.2810782302322783	0.0
provado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
sutil	1	7	0	8	-0.3630189319976229	6.228589224540641e-05	0.0001332800213248034	0.0	1.0	-0.4354893721326776	0.3252280148452082	0.0
alheio	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.05329429936156623	0.0
esperta	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
fero	2	3	0	5	0.3712428283302982	0.00012457178449081283	5.712000913920146e-05	0.625	0.42919530044034926	0.7276614376730032	-0.05206621629625995	0.0
gentis	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
possante	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
benigno	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
formoso	41	10	0	51	0.861230617772248	0.002553721582061663	0.00019040003046400487	65.25389844062374	6.584380638560856e-16	1.4256986035271402	-1.1704811322605493	0.0
filha	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.17107733501794983	0.0
soberbo	0	9	0	9	-1.0	0.0	0.0001713600274176044	0.0	0.0	0.0	0.45875940746973076	0.0
potente	1	12	0	13	-0.5715736537496788	6.228589224540641e-05	0.00022848003655680585	0.0	1.0	-0.9209971879143783	0.3787166997961944	0.0
inquieto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
amante	6	15	0	21	0.1336466703000804	0.0003737153534724385	0.0002856000456960073	4.861111111111112	0.0274686403856814	0.39118920105179034	0.12228717084851766	0.0
abundante	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
afastado	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
reposta	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
desejoso	3	4	0	7	0.42087536014933513	0.00018685767673621924	7.616001218560195e-05	1.696969696969697	0.19268475194899556	0.7966543091599547	-0.10085638046569201	0.0
aprovado	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
perfeito	5	3	0	8	0.6900279949802105	0.0003114294612270321	5.712000913920146e-05	4.654545454545454	0.03097143165084624	1.1739485403014227	-0.5220698455419955	0.0
pintado	2	1	0	3	0.7348406649215092	0.00012457178449081283	1.9040003046400487e-05	0.75	0.3864762307712325	1.2384870614389938	-0.6398528811983791	0.0
triunfante	0	6	0	6	-1.0	0.0	0.00011424001827840292	0.0	0.0	0.0	0.4587594074697306	0.0
distinto	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
informado	1	7	0	8	-0.3630189319976229	6.228589224540641e-05	0.0001332800213248034	0.0	1.0	-0.4354893721326776	0.3252280148452082	0.0
venturoso	1	5	0	6	-0.20899725895358295	6.228589224540641e-05	9.520001523200244e-05	0.0	1.0	-0.1478072996808968	0.2764378506757761	0.0
firme	3	7	0	10	0.16735815786744113	0.00018685767673621924	0.0001332800213248034	1.5686274509803921	0.2104064530953678	0.4399793652212224	0.10208446353099833	0.0
corrupto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
fiel	0	16	0	16	-1.0	0.0	0.0003046400487424078	0.0	0.0	0.0	0.45875940746973076	0.0
odioso	0	7	0	7	-1.0	0.0	0.0001332800213248034	0.0	0.0	0.0	0.45875940746973076	0.0
amarelo	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.23438777309021455	0.0
rico	3	24	0	27	-0.41953238543111493	0.00018685767673621924	0.0004569600731136117	1.411764705882353	0.23476366282766578	-0.5532724077890611	0.34097637181334717	0.0
raio	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
libertador	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
fabuloso	0	8	0	8	-1.0	0.0	0.0001523200243712039	0.0	0.0	0.0	0.45875940746973076	0.0
sabido	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
oficial	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
convicto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
versado	3	7	0	10	0.16735815786744113	0.00018685767673621924	0.0001332800213248034	1.5686274509803921	0.2104064530953678	0.4399793652212224	0.10208446353099833	0.0
prodigioso	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
interessante	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
incapaz	1	7	0	8	-0.3630189319976229	6.228589224540641e-05	0.0001332800213248034	0.0	1.0	-0.4354893721326776	0.3252280148452082	0.0
curioso	2	7	0	9	-0.03377225459579537	0.00012457178449081283	0.0001332800213248034	0.5625	0.4532547047537363	0.1398747727708842	0.2074449791888247	0.0
selvagem	1	6	0	7	-0.2943144486768648	6.228589224540641e-05	0.00011424001827840292	0.0	1.0	-0.3019579795081551	0.3046087276424724	0.0
entendido	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
arrojado	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
familiar	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
remisso	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.23438777309021455	0.0
capaz	16	40	0	56	0.1336466703000804	0.0009965742759265026	0.0007616001218560195	16.40625	5.111640584915813e-05	0.39118920105179017	0.12228717084851785	0.0
grave	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
correspondente	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
piores	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
ambicioso	1	4	0	5	-0.10021329267352516	6.228589224540641e-05	7.616001218560195e-05	0.0	1.0	0.034514257113057875	0.23561585615552086	0.0
deitado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
posta	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
justo	22	47	0	69	0.20987808153411933	0.0013702896293989412	0.0008948801431808229	23.84717868338558	1.0429462650675477e-06	0.5008881183082149	0.07480050458253003	0.0
bem-aventurado	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.05329429936156623	0.0
alvo	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
infiel	3	3	0	6	0.5317603826411572	0.00018685767673621924	5.712000913920146e-05	1.7777777777777777	0.18242243945173198	0.950804988987213	-0.2343877730902147	0.0
persuadido	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
oitavo	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
sujeito	1	12	0	13	-0.5715736537496788	6.228589224540641e-05	0.00022848003655680585	0.0	1.0	-0.9209971879143783	0.3787166997961944	0.0
comum	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
seguinte	2	7	0	9	-0.03377225459579537	0.00012457178449081283	0.0001332800213248034	0.5625	0.4532547047537363	0.1398747727708842	0.2074449791888247	0.0
liberal	0	20	0	20	-1.0	0.0	0.00038080006092800975	0.0	0.0	0.0	0.45875940746973076	0.0
pecador	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.17107733501794983	0.0
soldado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
amado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.45875940746973076	0.0
baixo	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
escravo	0	20	0	20	-1.0	0.0	0.00038080006092800975	0.0	0.0	0.0	0.45875940746973076	0.0
saboroso	1	10	0	11	-0.5070094006223278	6.228589224540641e-05	0.00019040003046400487	0.0	1.0	-0.7539431032512123	0.36344922766540594	0.0
bravo	0	6	0	6	-1.0	0.0	0.00011424001827840292	0.0	0.0	0.0	0.4587594074697306	0.0
comprido	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.17107733501794983	0.0
preto	3	6	0	9	0.2411764010823457	0.00018685767673621924	0.00011424001827840292	1.5999999999999999	0.20590321073206472	0.5453398808790487	0.05329429936156644	0.0
participante	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
desmaiado	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
perdido	2	2	0	4	0.5317603826411572	0.00012457178449081283	3.8080006092800975e-05	0.6666666666666666	0.4142161782425251	0.950804988987213	-0.23438777309021455	0.0
sadio	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
cheio	3	12	0	15	-0.10021329267352515	0.00018685767673621924	0.00022848003655680585	1.4814814814814814	0.2235428745713169	0.03451425711305809	0.23561585615552103	0.0
sabio	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0
vassalo	2	3	0	5	0.3712428283302982	0.00012457178449081283	5.712000913920146e-05	0.625	0.42919530044034926	0.7276614376730032	-0.05206621629625995	0.0
tirano	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
vil	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.45875940746973076	0.0
estranho	10	8	0	18	0.6070068079247304	0.0006228589224540642	0.0001523200243712039	11.215384615384616	0.0008112199516967841	1.0561655046450393	-0.352170808746598	0.0
prudente	4	19	0	23	-0.18434411574576465	0.00024914356898162566	0.00036176005788160926	2.4642857142857144	0.11646063401284577	-0.10524768526210071	0.2677041707070216	0.0
remoto	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
feliz	2	36	0	38	-0.6924198634890238	0.00012457178449081283	0.0006854401096704175	0.5135135135135136	0.473621825810155	-1.300486809619282	0.40469218619945496	0.0
sabe	12	48	0	60	-0.10021329267352515	0.000747430706944877	0.0009139201462272234	11.203703703703704	0.0008163423339659076	0.03451425711305809	0.23561585615552103	0.0
feio	5	9	0	14	0.29012527634487845	0.0003114294612270321	0.0001713600274176044	3.895652173913043	0.048411239843983725	0.6143327523659999	0.016926655190691395	0.0
compassivo	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.05329429936156623	0.0
valente	3	19	0	22	-0.3188055545948189	0.00018685767673621924	0.00036176005788160926	1.4308943089430894	0.23161854224601802	-0.3484779951430477	0.3121559332778553	0.0
patente	3	3	0	6	0.5317603826411572	0.00018685767673621924	5.712000913920146e-05	1.7777777777777777	0.18242243945173198	0.950804988987213	-0.2343877730902147	0.0
direito	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
coberto	1	10	0	11	-0.5070094006223278	6.228589224540641e-05	0.00019040003046400487	0.0	1.0	-0.7539431032512123	0.36344922766540594	0.0
servente	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
velho	13	9	0	22	0.6506694323967566	0.0008097165991902834	0.0001713600274176044	15.722084367245657	7.336261014653707e-05	1.1178590736503793	-0.43505846855236574	0.0
vista	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.45875940746973076	0.0
infeliz	3	9	0	12	0.043263214349562	0.00018685767673621924	0.0001713600274176044	1.5238095238095237	0.21704390775693852	0.2576578084272677	0.17107733501794964	0.0
humilde	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.23438777309021455	0.0
amigo	5	67	0	72	-0.607551427568016	0.0003114294612270321	0.0012756802041088327	3.315107913669065	0.06864581379085422	-1.0232760370347966	0.3867859078446415	0.0
primo	3	4	0	7	0.42087536014933513	0.00018685767673621924	7.616001218560195e-05	1.696969696969697	0.19268475194899556	0.7966543091599547	-0.10085638046569201	0.0
louco	4	13	0	17	0.0032688712246208757	0.00024914356898162566	0.00024752003960320634	2.55	0.11029425524455443	0.19703318661083277	0.19049542087505125	0.0
puro	4	4	0	8	0.5317603826411572	0.00024914356898162566	7.616001218560195e-05	3.0	0.08326451666355043	0.950804988987213	-0.23438777309021455	0.0
acordado	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
agasalhado	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.45875940746973076	0.0
acabado	3	2	0	5	0.6614172813210104	0.00018685767673621924	3.8080006092800975e-05	1.9047619047619047	0.16754627748861323	1.1331265457811677	-0.45753132440442446	0.0
