title	author	publication_year	author_gender	century	id	number_of_sentences	number_of_words
14 de Julho na roça	Raul Pompéia	1883.0	Male	1800	7632	4393.0	72694.0
345	Artur Azevedo	1904.0	Male	1900	7425	90.0	1389.0
6 rocks matutos & 1 romance rasgado. Sambarrancho do bar Jangadeiro	Salomão Rovedo	2007.0	Male	2000	70025	176.0	3674.0
7 Canções	Salomão Rovedo	2007.0	Male	2000	19343	70.0	1565.0
"A ""Não-me-toques""!"	Artur Azevedo	1904.0	Male	1900	7436	63.0	1785.0
A Abóboda	Alexandre Herculano	1836.0	Male	1800	81912	557.0	16876.0
A Alma Encantadora das Ruas	João do Rio	1908.0	Male	1900	2051	4092.0	73099.0
A Alma do Lázaro	José de Alencar	1852.0	Male	1800	7545	971.0	14161.0
A Almanjarra	Artur Azevedo	1904.0	Male	1900	7418	1038.0	9955.0
A Ama-Seca	Artur Azevedo	1904.0	Male	1900	7426	83.0	1107.0
A Arrábida	Alexandre Herculano	1839.0	Male	1800	7389	111.0	3613.0
A Bela Madame Vargas	João do Rio	1907.0	Male	1900	17347	2862.0	25534.0
A Brasileira de Prazins	Camilo Castelo Branco	1882.0	Male	1800	1778	3182.0	67493.0
A Campanha Abolicionista	José Carlos do Patrocínio	1883.0	Male	1800	2121	3396.0	92188.0
A Capital Federal	Artur Azevedo	1903.0	Male	1900	2222	3477.0	30715.0
A Carne	Júlio Ribeiro	1888.0	Male	1800	2123	3444.0	62798.0
A Carta	Pero Vaz de Caminha	1500.0	Male	1500	2003	411.0	9307.0
A Carteira	Machado de Assis	1884.0	Male	1800	16915	91.0	1588.0
A Cartomante	Machado de Assis	1884.0	Male	1800	1965	221.0	3898.0
A Casa Fechada	Roberto Gomes Ribeiro	1959.0	Male	1900	2010	668.0	6200.0
A Casadinha de Fresco	Artur Azevedo	1904.0	Male	1900	1756	2875.0	24550.0
A Casinha de Fresco	Artur Azevedo	1904.0	Male	1900	16548	2824.0	23514.0
A Causa Secreta	Machado de Assis	1885.0	Male	1800	16917	211.0	4002.0
A Chinela Turca	Machado de Assis	1875.0	Male	1800	1941	266.0	4295.0
A Cidade e as Serras	José Maria Eça de Queirós	1901.0	Male	1900	1790	3936.0	82677.0
A Condessa Vésper	Aluísio Azevedo	1871.0	Male	1800	2124	7808.0	124936.0
A Confissão de Lúcio	Mário de Sá-Carneiro	1913.0	Male	1900	16999	1401.0	30373.0
A Conquista	Coelho Neto	1899.0	Male	1800	7524	1789.0	32021.0
A Conselho do Marido	Artur Azevedo	1904.0	Male	1900	7428	33.0	474.0
A Cruz Mutilada	Alexandre Herculano	1845.0	Male	1800	7399	81.0	2066.0
A Dama das Camélias	Alexandre Dumas	1848.0	Male	1800	2238	2542.0	25962.0
A Dama do pé-de-cabra	Alexandre Herculano	1874.0	Male	1800	81913	461.0	9440.0
A Dança dos Ossos	Bernardo Guimarães	1876.0	Male	1800	16110	333.0	7773.0
A Desejada das Gentes	Machado de Assis	1870.0	Male	1800	16918	203.0	3658.0
A Desobediência Civil	Henry David Thoreau	1849.0	Male	1800	2249	367.0	11392.0
A Doença do Fabrício	Artur Azevedo	1904.0	Male	1900	7430	33.0	537.0
A Dívida	Artur Azevedo	1904.0	Male	1900	7429	234.0	3935.0
A Ela	Machado de Assis	1888.0	Male	1800	1899	51.0	706.0
A Escrava Isaura	Bernardo Guimarães	1875.0	Male	1800	1775	2955.0	62492.0
A Esfinge sem Segredo	Oscar Wilde	1893.0	Male	1800	2200	171.0	2343.0
A Filha Maria de Angu	Artur Azevedo	1904.0	Male	1900	16560	2073.0	18207.0
A Filha de Maria Angu	Artur Azevedo	1904.0	Male	1900	1758	2102.0	18920.0
A Filosofia do Mendes	Artur Azevedo	1904.0	Male	1900	7431	38.0	716.0
A Harpa do Crente	Alexandre Herculano	1872.0	Male	1800	16518	966.0	22333.0
A Herança	Machado de Assis	1896.0	Male	1800	17350	257.0	3303.0
A Igreja do Diabo	Machado de Assis	1884.0	Male	1800	1903	149.0	3290.0
A Ilha da Maré	Manuel Botelho de Oliveira	1877.0	Male	1800	16989	55.0	2215.0
A Ilustre Casa de Ramires	José Maria Eça de Queirós	1900.0	Male	1900	7529	6631.0	130746.0
A Inglezinha Barcelos	Machado de Assis	1872.0	Male	1800	17352	109.0	2021.0
A Intrusa	Júlia Lopes de Almeida	1887.0	Female	1800	2125	4590.0	64597.0
A J. J. C. Macedo-Júnior	Casimiro de Abreu	1875.0	Male	1800	84539	37.0	628.0
A Jóia	Artur Azevedo	1904.0	Male	1900	16561	1402.0	13102.0
A Luneta Mágica	Joaquim Manuel de Macedo	1869.0	Male	1800	2126	2673.0	63843.0
A Luta	Carmen Dolores	1872.0	Female	1800	7523	92.0	3650.0
A Luís	Antônio Frederico de Castro Alves	1878.0	Male	1800	86653	15.0	220.0
A Maciel Pinheiro	Antônio Frederico de Castro Alves	1876.0	Male	1800	86654	10.0	377.0
A Maldita Parentela	França Júnior	1877.0	Male	1800	1768	584.0	7573.0
A Marcelina	Artur Azevedo	1904.0	Male	1900	7432	105.0	1345.0
A Margem	José Leon Machado	1912.0	Male	1900	4979	2935.0	37108.0
A Marquesa de Santos	Paulo Setúbal	1944.0	Male	1900	17399	5812.0	77806.0
A Melhor Amiga	Artur Azevedo	1904.0	Male	1900	7433	89.0	1397.0
A Melhor Vingança	Artur Azevedo	1904.0	Male	1900	7434	33.0	777.0
A Mensageira das Violetas	Florbela Espanca	1931.0	Female	1900	1803	451.0	7927.0
A Metamorfose	Franz Kafka	1915.0	Male	1900	16641	805.0	22434.0
A Moreninha	Joaquim Manuel de Macedo	1844.0	Male	1800	2023	2895.0	56961.0
A Mortalha de Alzira	Aluísio Azevedo	1891.0	Male	1800	2057	3871.0	56812.0
A Morte de Helena	Auta de Sousa	1918.0	Female	1900	81652	18.0	283.0
A Morte do Lidador	Alexandre Herculano	1846.0	Male	1800	16519	169.0	4729.0
A Moça mais Bonita do Rio de Janeiro	Artur Azevedo	1904.0	Male	1900	7435	455.0	9706.0
A Mulher de Preto	Machado de Assis	1885.0	Male	1800	1881	663.0	10175.0
A Mão e a Luva	Machado de Assis	1874.0	Male	1800	2039	1841.0	40878.0
A Normalista	Adolfo Caminha	1888.0	Male	1800	16512	3941.0	71129.0
A Nota de Cem Mil-Réis	Artur Azevedo	1904.0	Male	1900	7437	56.0	747.0
A Nova Califórnia	Afonso Henriques de Lima Barreto	1897.0	Male	1800	16813	2599.0	53532.0
A Orgia dos Duendes	Bernardo Guimarães	1867.0	Male	1800	17318	64.0	1602.0
A Origem do Mênstruo	Bernardo Guimarães	1865.0	Male	1800	17322	48.0	1040.0
A Parasita Azul	Machado de Assis	1885.0	Male	1800	1894	970.0	16619.0
A Partida	Coelho Neto	1890.0	Male	1800	7527	884.0	16147.0
A Pata da Gazela	José de Alencar	1870.0	Male	1800	2096	2379.0	40264.0
A Pele do Lobo	Artur Azevedo	1904.0	Male	1900	16562	525.0	4418.0
A Pianista	Machado de Assis	1887.0	Male	1800	17357	584.0	9724.0
A Poesia Interminável	João da Cruz e Sousa	1905.0	Male	1900	2101	1591.0	35547.0
A Polêmica	Artur Azevedo	1915.0	Male	1900	7439	111.0	1859.0
A Princesa de Babilônia	François-Marie Arouet (Voltaire)	1768.0	Male	1700	2232	1111.0	29088.0
A Princesa dos Cajueiros	Artur Azevedo	1907.0	Male	1900	16564	1876.0	18337.0
A Relíquia	José Maria Eça de Queirós	1887.0	Male	1800	1794	4393.0	103834.0
A Retirada da Laguna	Visconde de Taunay	1888.0	Male	1800	2015	1907.0	48164.0
A Ritinha	Artur Azevedo	1886.0	Male	1800	7440	79.0	1140.0
A Segunda Vida	Machado de Assis	1884.0	Male	1800	1915	200.0	3466.0
A Semana	Machado de Assis	1901.0	Male	1900	16924	7048.0	145078.0
A Semana Santa	Alexandre Herculano	1870.0	Male	1800	7387	234.0	5080.0
A Senhora do Galvão	Machado de Assis	1878.0	Male	1800	1919	188.0	3304.0
A Sereníssima República	Machado de Assis	1876.0	Male	1800	1947	137.0	3455.0
A Tempestade	Alexandre Herculano	1875.0	Male	1800	7392	37.0	917.0
A Vida Eterna	Machado de Assis	1883.0	Male	1800	17358	303.0	5662.0
A Vitória e a Piedade	Alexandre Herculano	1871.0	Male	1800	7398	69.0	1618.0
A Viuvinha	José de Alencar	1860.0	Male	1800	16674	959.0	20033.0
A Viúva do Estanislau	Artur Azevedo	1904.0	Male	1900	7442	38.0	902.0
A Voz	Alexandre Herculano	1871.0	Male	1800	7388	14.0	410.0
A bico de pena: fantasias, contos e ferfis (coleção revivendo, nº 4)	Coelho Neto	1919.0	Male	1900	43200	3904.0	88416.0
A boa vista	Antônio Frederico de Castro Alves	1876.0	Male	1800	86652	44.0	876.0
A cachoeira	Antônio Frederico de Castro Alves	1876.0	Male	1800	86501	25.0	406.0
A cachoeira de Paulo Afonso	Antônio Frederico de Castro Alves	1876.0	Male	1800	35994	657.0	11660.0
A campanha da Cordilheira: diário do exército, volume 1	Visconde de Taunay	1876.0	Male	1800	43203	1623.0	61131.0
A canoa fantástica	Antônio Frederico de Castro Alves	1876.0	Male	1800	86502	17.0	168.0
A chave	Machado de Assis	1886.0	Male	1800	17900	506.0	7749.0
A criação fantástica do humano e o conhecimento de mundo: contextos para o estudo da obra frankenstein de Mary Shelley	Ana Claudia Brida	2015.0	Female	2000	121612	820.0	23567.0
A declamação trágica	José Basílio da Gama	1769.0	Male	1700	82095	135.0	2296.0
A descoberta da Índia	Coelho Neto	1900.0	Male	1900	43340	498.0	21952.0
A divina quimera	Eduardo Guimaraens	1901.0	Male	1900	17755	631.0	10683.0
A epifania em Clarice Lispector	Achilles Cleto Cabral da Luz	2012.0	Male	2000	164856	2893.0	27844.0
A esfinge sem segredo	Oscar Wilde	1893.0	Male	1800	3407	171.0	2343.0
A espantosa realidade das cousas	Alberto Caeiro da Silva	1914.0	Male	1900	82066	18.0	277.0
A evolução feminista e o comportamento da mulher entre as décadas de 60 e 80 nas obras de Nelson Rodrigues e Ignácio de Loyola Brandão	Andressa Aparecida Evangelista	2018.0	Female	2000	88529	174.0	3912.0
A falência	Júlia Lopes de Almeida	1901.0	Female	1900	7552	5268.0	87523.0
A garganta do diabo	Edio Riedi	2014.0	Male	2000	127636	7320.0	92399.0
A guerra que aflige com seus esquadrões	Alberto Caeiro da Silva	1914.0	Male	1900	82070	18.0	222.0
A história de Seny - A caminhada	Sylvia Senny	2017.0	Female	2000	142712	2415.0	28261.0
A idéia do Ezequiel Maia	Machado de Assis	1865.0	Male	1800	17896	165.0	3299.0
"A intertextualidade entre as obras de ""Romeu e Julieta"", de Shakespeare, e ""Inocência"" de Visconde de Taunay"	Priscila Fernandes De Moraes Soraggi	2016.0	Female	2000	199650	555.0	12292.0
A intrusa	Júlia Lopes de Almeida	1888.0	Female	1800	16681	4514.0	64661.0
A judia	Manuel Joaquim Pinheiro Chagas	1886.0	Male	1800	43213	2270.0	25399.0
A lotação do bondes	França Júnior	1879.0	Male	1800	7535	457.0	5435.0
A medida das saudades	Geraldo Pereira	1922.0	Male	1900	41862	1878.0	48542.0
A melhor das noivas	Machado de Assis	1895.0	Male	1800	17354	452.0	6733.0
A morgadinha dos canaviais: crônicas da aldeia	Júlio Dinis	1871.0	Male	1800	28806	10297.0	174828.0
A mulher Pálida	Machado de Assis	1888.0	Male	1800	17355	322.0	5503.0
A mulher de Anacleto	Afonso Henriques de Lima Barreto	1903.0	Male	1900	16812	31.0	579.0
A mágoa do Infeliz Cosme	Machado de Assis	1895.0	Male	1800	17353	328.0	4642.0
A presença da morte e do luto em exílio de Lya Luft	Rafael Rodrigues Gomes	2012.0	Male	2000	124737	1417.0	17306.0
A reação do bom senso	Jackson de Figueiredo	1920.0	Male	1900	43232	1474.0	55741.0
A tarde	Antônio Frederico de Castro Alves	1871.0	Male	1800	86504	15.0	438.0
A teia do contar na Nhecolândia - a personagem lendária Mãozão	Áurea Rita de Ávila Lima Ferreira	2018.0	Female	2000	137953	3632.0	77671.0
A tia Aninha	Artur Azevedo	1904.0	Male	1900	7441	79.0	1684.0
A uma atriz	Antônio Frederico de Castro Alves	1871.0	Male	1800	86656	29.0	346.0
A uma estrangeira	Antônio Frederico de Castro Alves	1871.0	Male	1800	86823	44.0	420.0
A uma taça feita de um crânio humano	Antônio Frederico de Castro Alves	1871.0	Male	1800	86824	17.0	207.0
A valsa	Casimiro de Abreu	1856.0	Male	1800	84542	21.0	356.0
A viúva Simões	Júlia Lopes de Almeida	1879.0	Female	1800	7553	2438.0	41879.0
A viúva Sobral	Machado de Assis	1897.0	Male	1800	17887	215.0	3291.0
A volta da primavera	Antônio Frederico de Castro Alves	1870.0	Male	1800	86821	26.0	307.0
A voz do rio	Casimiro de Abreu	1856.0	Male	1800	84544	22.0	432.0
A última receita	Machado de Assis	1889.0	Male	1800	17941	215.0	2293.0
A***	Casimiro de Abreu	1868.0	Male	1800	84546	16.0	329.0
Abel e Helena	Artur Azevedo	1888.0	Male	1800	16546	2190.0	20014.0
Abgar Renault. Antologia de sonetos	Salomão Rovedo	2007.0	Male	2000	70022	594.0	18761.0
Abrãao e as frutas. (Coleção literatura para todos; v. 9)	Luciana V. P. de Mendonça	2007.0	Female	2000	50056	261.0	5577.0
Acho tão natural que não se pense	Alberto Caeiro da Silva	1914.0	Male	1900	82063	13.0	170.0
Acima do dó central	Abdul Cadre	2014.0	Male	2000	22681	88.0	1843.0
Acordar e despertar: pequenos toques para acordar ao lado da felicidade	Priscila Lima Rovedo	2017.0	Female	2000	65734	345.0	9252.0
Actores e autores	Fialho de Almeida	1888.0	Male	1800	43215	1828.0	56142.0
Adeus	Antônio Frederico de Castro Alves	1867.0	Male	1800	86505	19.0	174.0
Adormecida	Antônio Frederico de Castro Alves	1871.0	Male	1800	86825	20.0	257.0
Advertência	Mário de Alencar	1925.0	Male	1900	7561	4763.0	54365.0
Adão e Eva	Machado de Assis	1905.0	Male	1900	16925	108.0	2284.0
Agonia do Coração	Auta de Sousa	1918.0	Female	1900	81668	12.0	156.0
Ahasverus e o gênio	Antônio Frederico de Castro Alves	1871.0	Male	1800	86827	27.0	370.0
Ai flores, ai flores do verde pino	Dom Dinis	1300.0	Male	1300	86555	16.0	213.0
Alfarrábios: o Ermitão da Glória	José de Alencar	1875.0	Male	1800	43220	1742.0	33142.0
Alfarrábios: o Garatuja	José de Alencar	1873.0	Male	1800	43217	1667.0	40421.0
Alma Cabocla	Paulo Setúbal	1917.0	Male	1900	17397	629.0	12349.0
Alma inquieta	Olavo Bilac	1908.0	Male	1900	1996	677.0	11767.0
Almas Agradecidas	Machado de Assis	1863.0	Male	1800	17359	593.0	7750.0
Almejos da angelitude - pensamentos	Valdecir de Oliveira Anselmo	2014.0	Male	2000	19314	198.0	5446.0
Alves & Cia.	José Maria Eça de Queirós	1887.0	Male	1800	16619	1411.0	28794.0
Amad'e meu amigo	Dom Dinis	1300.0	Male	1300	86557	12.0	123.0
Amante	Antônio Frederico de Castro Alves	1871.0	Male	1800	86506	16.0	175.0
Amaricanto	Salomão Rovedo	2007.0	Male	2000	17718	484.0	7623.0
Americanas	Machado de Assis	1905.0	Male	1900	2062	962.0	21457.0
Amigo, queredes-vos ir?	Dom Dinis	1300.0	Male	1300	86692	11.0	189.0
Amor com amor se paga	França Júnior	1874.0	Male	1800	1804	390.0	4739.0
Amor de Perdição	Camilo Castelo Branco	1862.0	Male	1800	16586	3259.0	56626.0
Amor de Salvação	Camilo Castelo Branco	1864.0	Male	1800	88534	2869.0	58765.0
Amor e Pátria	Joaquim Manuel de Macedo	1875.0	Male	1800	16668	431.0	8003.0
Amor por Anexins	Artur Azevedo	1904.0	Male	1900	2063	484.0	4486.0
Anedota Pecuniária	Machado de Assis	1884.0	Male	1800	1913	219.0	3925.0
Anedota do Cabriolet	Machado de Assis	1884.0	Male	1800	1961	160.0	3086.0
Angelica e Firmino	Manuel José Araújo Porto-Alegre	1850.0	Male	1800	2130	2213.0	37117.0
Angelina	Auta de Sousa	1918.0	Female	1900	81684	15.0	270.0
Angelitude	Valdecir de Oliveira Anselmo	2014.0	Male	2000	16232	82.0	6241.0
Antes da Missa	Machado de Assis	1884.0	Male	1800	17370	203.0	1992.0
Antes da Rocha Tapéia	Machado de Assis	1884.0	Male	1800	17360	78.0	1528.0
Antes que Cases	Machado de Assis	1884.0	Male	1800	17371	679.0	8926.0
Antologia	Antero de Quental	1892.0	Male	1800	1738	1712.0	35783.0
Antonica da Silva	Joaquim Manuel de Macedo	1875.0	Male	1800	2131	1418.0	17714.0
Antônio Rodrigues, soldado, viajante e jesuíta português na América do Sul no século XVI	Antônio Rodrigues	1576.0	Male	1500	2065	117.0	3643.0
Ao Cair da Noite	Auta de Sousa	1918.0	Female	1900	81645	14.0	241.0
Ao Clarão da Lua	Auta de Sousa	1918.0	Female	1900	81670	26.0	262.0
Ao Correr da Pena	José de Alencar	1876.0	Male	1800	1838	3766.0	102292.0
Ao Entardecer (contos vários)	Visconde de Taunay	1876.0	Male	1800	2013	1677.0	38790.0
Ao Luar	Auta de Sousa	1918.0	Female	1900	81686	16.0	270.0
Ao Meu Bom Anjo	Auta de Sousa	1918.0	Female	1900	81646	11.0	203.0
Ao Pé de um Berço	Auta de Sousa	1918.0	Female	1900	81672	20.0	383.0
Ao Senhor do Bomfim	Auta de Sousa	1918.0	Female	1900	81673	11.0	123.0
Ao ator Joaquim Augusto	Antônio Frederico de Castro Alves	1871.0	Male	1800	86828	37.0	451.0
Ao dous de julho	Antônio Frederico de Castro Alves	1871.0	Male	1800	86829	29.0	441.0
Aos Vinte Anos	Aluísio Azevedo	1885.0	Male	1800	16528	145.0	1807.0
Apaixonada por Beethoven	Salomão Rovedo	2007.0	Male	2000	70016	1084.0	21745.0
Apologos: contos para criança	Coelho Neto	1898.0	Male	1800	43230	1409.0	32068.0
Aproximações. Ensaios sobre literatura	Sônia Régis	2007.0	Female	2000	69968	1342.0	33384.0
Arras por Foro de Espanha (1371-1372)	Alexandre Herculano	1843.0	Male	1800	16520	1243.0	32608.0
As Academias de Sião	Machado de Assis	1884.0	Male	1800	1920	172.0	3177.0
As Asas de um Anjo (Comédia)	José de Alencar	1856.0	Male	1800	43235	5118.0	32898.0
As Asas de um Anjo (Peça)	José de Alencar	1856.0	Male	1800	16676	26.0	998.0
As Asneiras do Guedes	Artur Azevedo	1904.0	Male	1900	7443	71.0	884.0
As Bodas de Luís Duarte	Machado de Assis	1861.0	Male	1800	1895	327.0	6527.0
As Cartas de Amabed	François-Marie Arouet (Voltaire)	1769.0	Male	1700	2241	1019.0	20358.0
As Casadas Solteiras	Luís Carlos Martins Pena	1845.0	Male	1800	17001	1602.0	15345.0
As Cerejas	Artur Azevedo	1904.0	Male	1900	7444	59.0	702.0
As Doutoras	França Júnior	1879.0	Male	1800	2082	1901.0	20393.0
As Farpas (Fevereiro a Maio 1878)	José Maria Eça de Queirós	1878.0	Male	1800	3739	679.0	22061.0
As Farpas (Janeiro 1878)	Ramalho Ortigão	1878.0	Male	1800	81703	725.0	22975.0
As Farpas (Janeiro 1878)	José Maria Eça de Queirós	1878.0	Male	1800	3740	725.0	22934.0
As Farpas (Janeiro a Fevereiro 1873)	José Maria Eça de Queirós	1873.0	Male	1800	3807	753.0	21884.0
As Farpas (Junho 1883)	José Maria Eça de Queirós	1883.0	Male	1800	3745	692.0	20659.0
As Farpas (Junho a Julho 1882)	José Maria Eça de Queirós	1882.0	Male	1800	3744	606.0	22199.0
As Farpas (Março a Abril 1873)	José Maria Eça de Queirós	1873.0	Male	1800	3808	751.0	21436.0
As Farpas (Novembro a Dezembro 1882)	José Maria Eça de Queirós	1882.0	Male	1800	3800	650.0	21691.0
As Farpas (Outubro a Novembro 1873)	José Maria Eça de Queirós	1873.0	Male	1800	3809	805.0	22921.0
As Forças Caudinas	Machado de Assis	1884.0	Male	1800	17373	1038.0	9742.0
As Maluquices do Imperador	Paulo Setúbal	1944.0	Male	1900	7621	4497.0	62165.0
As Mulheres de Mantilha	Joaquim Manuel de Macedo	1875.0	Male	1800	2133	3298.0	78813.0
As Paradas	Artur Azevedo	1904.0	Male	1900	7446	31.0	563.0
As Primaveras	Casimiro de Abreu	1859.0	Male	1800	2173	1437.0	21987.0
As Pupilas do Senhor Reitor	Júlio Dinis	1867.0	Male	1800	16683	6839.0	111254.0
Assim!	Casimiro de Abreu	1855.0	Male	1800	84551	15.0	138.0
Assombramento	Afonso Arinos	1898.0	Male	1800	7374	440.0	8190.0
Assunto para um Conto	Artur Azevedo	1904.0	Male	1900	7447	27.0	633.0
Astúcias de Marido	Machado de Assis	1865.0	Male	1800	17375	418.0	6706.0
Astúcias de namorada	M. Pinheiro Chagas	1871.0	Male	1800	7558	439.0	11310.0
Atir: cartas, contos e crônicas	Rilvan Batista de Santana	2017.0	Male	2000	121611	1505.0	33054.0
Aurora sem Dia	Machado de Assis	1873.0	Male	1800	1897	91.0	1751.0
Auto Representado na Festa de São Lourenço	Pe. José de Anchieta	1584.0	Male	1500	17391	659.0	8449.0
Auto da Alma	Gil Vicente	1518.0	Male	1500	16645	236.0	4106.0
Auto da Barca do Inferno	Gil Vicente	1517.0	Male	1500	16646	599.0	5910.0
Auto da Feira	Gil Vicente	1527.0	Male	1500	16647	343.0	6294.0
Auto da Festa de São Lourenço	Pe. José de Anchieta	1584.0	Male	1500	1853	665.0	8528.0
Auto da Índia	Gil Vicente	1509.0	Male	1500	16648	290.0	3237.0
Auto de Mofina Mendes	Gil Vicente	1515.0	Male	1500	16649	313.0	4534.0
Aventuras de Diófanes	Teresa Margarida da Silva e Orta	1752.0	Female	1700	2067	1265.0	78475.0
Aves da arribação	Antônio Frederico de Castro Alves	1871.0	Male	1800	86831	59.0	723.0
Ayres e Vergueiro	Machado de Assis	1865.0	Male	1800	17376	197.0	3713.0
Balas de Estalo	Machado de Assis	1884.0	Male	1800	16926	1850.0	38802.0
Balladilhas	Coelho Neto	1898.0	Male	1800	43336	1900.0	33479.0
Banhos de Mar	Artur Azevedo	1904.0	Male	1900	7448	37.0	984.0
Barca	Artur Azevedo	1904.0	Male	1900	7449	26.0	536.0
Bela-Menina	Adolfo Coelho	1875.0	Male	1800	81601	56.0	1109.0
Bluesia	Salomão Rovedo	2007.0	Male	2000	70017	888.0	16002.0
Boa-noite	Antônio Frederico de Castro Alves	1871.0	Male	1800	86832	32.0	364.0
Bohemias	Auta de Sousa	1918.0	Female	1900	81689	13.0	193.0
Bom Crioulo	Adolfo Caminha	1895.0	Male	1800	16513	2137.0	42565.0
Bombeiro civil no Brasil	Aparecido da Cruz	2009.0	Male	2000	167305	267.0	8719.0
Bons Dias	Machado de Assis	1884.0	Male	1800	1875	1467.0	25747.0
Borboleta	Casimiro de Abreu	1855.0	Male	1800	84557	20.0	336.0
Brincar com fogo	Machado de Assis	1865.0	Male	1800	17377	261.0	3971.0
Broquéis	João da Cruz e Sousa	1893.0	Male	1800	2069	242.0	6682.0
As Religiões no Rio	João do Rio	1905.0	Male	1900	7617	3410.0	62748.0
As Vítimas-Algozes	Joaquim Manuel de Macedo	1875.0	Male	1800	2134	4050.0	111310.0
As doutoras	França Júnior	1879.0	Male	1800	16633	1536.0	20109.0
As duas ilhas	Antônio Frederico de Castro Alves	1876.0	Male	1800	86830	25.0	479.0
As fabulas de Esopo	Joseph Shafan	1780.0	Male	1700	121614	270.0	7198.0
As jóias da Coroa	Raul Pompéia	1882.0	Male	1800	17439	1890.0	32347.0
As sete dores de Nossa Senhora	Coelho Neto	1899.0	Male	1800	43241	803.0	16741.0
As viagens	Olavo Bilac	1908.0	Male	1900	7565	234.0	4285.0
As visões de Santa Thereza	Francisco Mangabeira	1875.0	Male	1800	43245	1460.0	20652.0
Brás, Bexiga e Barra Funda	Antônio de Alcântara Machado	1927.0	Male	1900	16516	1573.0	12708.0
Bálsamo	Casimiro de Abreu	1855.0	Male	1800	84559	11.0	176.0
Cabelos molhados. (Coleção literatura para todos; v. 10)	Luís Pimentel	2007.0	Male	2000	50062	760.0	13122.0
Cachoeira em crônicas: cotidiano	Jeferson Francisco Selbach	2017.0	Male	2000	26675	950.0	20041.0
Café com Cuca	Ismar Imhof	2017.0	Male	2000	183809	8065.0	120387.0
Caiu o Ministério	França Júnior	1879.0	Male	1800	2139	1508.0	14624.0
Camafeus Romanos	Eugénio de Castro	1905.0	Male	1900	43337	125.0	2710.0
Campanha Abolicionista	José Carlos do Patrocínio	1883.0	Male	1800	2122	3396.0	92188.0
Camões	Joaquim Nabuco	1880.0	Male	1800	2053	200.0	7987.0
Cancioneiro	Fernando Pessoa	1956.0	Male	1900	15728	598.0	11281.0
Cantata à morte de Inês de Castro	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	82114	34.0	1000.0
Cantiga de Esponsais	Machado de Assis	1884.0	Male	1800	1906	92.0	1858.0
Cantiga velha	Machado de Assis	1884.0	Male	1800	17890	233.0	3789.0
Canto da Solidão	Bernardo Guimarães	1865.0	Male	1800	17319	345.0	12199.0
Canto de amor	Casimiro de Abreu	1855.0	Male	1800	84561	33.0	696.0
Canção do Tamoio	Antônio Gonçalves Dias	1856.0	Male	1800	200085	19.0	365.0
Canção do boêmio	Antônio Frederico de Castro Alves	1871.0	Male	1800	86833	32.0	417.0
Canção do exílio	Casimiro de Abreu	1855.0	Male	1800	86488	21.0	351.0
Canções e Elegias	Luís Vaz de Camões	1595.0	Male	1500	16840	470.0	14548.0
Capítulo dos Chapéus	Machado de Assis	1884.0	Male	1800	1912	332.0	5833.0
Capítulos de História Colonial	João Capistrano de Abreu	1907.0	Male	1900	7522	2604.0	81966.0
Capítulos de História Colonial (1500-1800)	João Capistrano de Abreu	1907.0	Male	1900	2074	2607.0	82074.0
Caramuru	José de Santa Rita Durão	1781.0	Male	1700	16642	1625.0	54198.0
Caramuru: poema épico do descobrimento da Bahia	José de Santa Rita Durão	1781.0	Male	1700	2111	1046.0	52840.0
Caravela: redescobrimentos. (Coleção literatura para todos; v.4)	Gabriel Bicalho	2007.0	Male	2000	50036	121.0	3343.0
Carne Frita	Gustavo Villas Boas Farias	2017.0	Male	2000	16233	855.0	11420.0
Carolina	Casimiro de Abreu	1855.0	Male	1800	16589	478.0	6276.0
Carrilhões	Murilo Araújo	2017.0	Male	2000	17008	693.0	9120.0
Carta de um Defunto Rico	Afonso Henriques de Lima Barreto	1919.0	Male	1900	16814	63.0	1629.0
Cartas Chilenas	Tomáz Antônio Gonzaga	1788.0	Male	1700	17453	1301.0	33922.0
Cartas D'Amor	José Maria Eça de Queirós	1869.0	Male	1800	16620	206.0	6695.0
Cartas D'Amor - O Efêmero Feminino	José Maria Eça de Queirós	1869.0	Male	1800	1789	215.0	6776.0
Cartas Familiares e Bilhetes de Paris	José Maria Eça de Queirós	1869.0	Male	1800	14019	1957.0	61221.0
Cartas de Inglaterra	José Maria Eça de Queirós	1870.0	Male	1800	14017	1609.0	55079.0
Cartas de Olinda e Alzira	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700	82115	12.0	207.0
Casa Velha	Machado de Assis	1885.0	Male	1800	1876	1602.0	26508.0
Casa de Pensão	Aluísio Azevedo	1884.0	Male	1800	16529	6472.0	112175.0
Casa velha	Machado de Assis	1885.0	Male	1800	2040	1458.0	26653.0
Casa, não casa	Machado de Assis	1884.0	Male	1800	17903	387.0	5292.0
Casada e viúva	Machado de Assis	1865.0	Male	1800	17909	374.0	5549.0
Caso da Vara	Machado de Assis	1884.0	Male	1800	1927	198.0	3027.0
Cavação	Artur Azevedo	1904.0	Male	1900	7450	60.0	1782.0
Cena íntima	Casimiro de Abreu	1855.0	Male	1800	84563	17.0	329.0
Certa Entidade em Busca de Outra	Qorpo Santo	1866.0	Male	1800	17430	222.0	2212.0
