title	author	publication_year	author_gender	century	id	number_of_sentences	number_of_words	corpus
O escrivão Coimbra	Machado de Assis	1883.0	Male	1800.0	17471.0	235.0	4426.0	PPORTAL
O estilo gótico na literatura: estudo da obra drácula, o vampiro da noite de Bram Stoker	Ana Claudia Brida	2007.0	Female	2000.0	121961.0	667.0	19042.0	PPORTAL
O fantasma e a canção	Antônio Frederico de Castro Alves	1862.0	Male	1800.0	86846.0	45.0	449.0	PPORTAL
O gondoleiro do amor	Antônio Frederico de Castro Alves	1862.0	Male	1800.0	86847.0	10.0	235.0	PPORTAL
O hóspede	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86848.0	35.0	535.0	PPORTAL
O imortal	Machado de Assis	1882.0	Male	1800.0	17899.0	447.0	8920.0	PPORTAL
O juiz	Rilvan Batista de Santana	2007.0	Male	2000.0	121412.0	2712.0	50566.0	PPORTAL
O laço de fita	Antônio Frederico de Castro Alves	1870.0	Male	1800.0	86849.0	23.0	279.0	PPORTAL
O livro D'ele	Florbela Espanca	1919.0	Female	1900.0	7532.0	254.0	3852.0	PPORTAL
O livro de Jó	José Elói Otôni	1993.0	Male	1900.0	38086.0	1217.0	25683.0	PPORTAL
O livro e a América	Antônio Frederico de Castro Alves	1861.0	Male	1800.0	86850.0	33.0	568.0	PPORTAL
O machete	Machado de Assis	1861.0	Male	1800.0	17902.0	283.0	4417.0	PPORTAL
O marido da adultera	Lúcio de Mendonça	1884.0	Male	1800.0	171390.0	2273.0	50266.0	PPORTAL
O melhor remédio	Machado de Assis	1882.0	Male	1800.0	17888.0	154.0	1406.0	PPORTAL
O nadador	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86646.0	24.0	241.0	PPORTAL
O pastor amoroso	Fernando Pessoa	1914.0	Male	1900.0	19803.0	67.0	1203.0	PPORTAL
O programa	Machado de Assis	1885.0	Male	1800.0	17897.0	470.0	8720.0	PPORTAL
O quarto dos dragões	Breno Pannia Espósito	2008.0	Male	2000.0	86871.0	16012.0	212758.0	PPORTAL
O que são as moças	Machado de Assis	1862.0	Male	1800.0	17480.0	193.0	2671.0	PPORTAL
O que são estrelas	Auta de Sousa	1885.0	Female	1800.0	81946.0	15.0	249.0	PPORTAL
O que é o Casamento?	José de Alencar	1856.0	Male	1800.0	16678.0	2594.0	26267.0	PPORTAL
O quê?	Casimiro de Abreu	1857.0	Male	1800.0	86472.0	19.0	207.0	PPORTAL
O quê? Valho mais que uma flor	Alberto Caeiro da Silva	1914.0	Male	1900.0	84619.0	16.0	242.0	PPORTAL
O sainete	Machado de Assis	1885.0	Male	1800.0	17904.0	209.0	3348.0	PPORTAL
O segredo	Antônio Frederico de Castro Alves	1879.0	Male	1800.0	86647.0	90.0	668.0	PPORTAL
O seminarista	Bernardo Guimarães	1864.0	Male	1800.0	7519.0	1893.0	44676.0	PPORTAL
O sertanejo revisitado pela ficção de Euclides da Cunha	José Jonas Camelo de França	2008.0	Male	2000.0	147691.0	1368.0	39441.0	PPORTAL
O soldado Jacob	José Joaquim Medeiros de Albuquerque	1883.0	Male	1800.0	7562.0	76.0	1763.0	PPORTAL
O sonhador	Salomão Rovedo	1935.0	Male	1900.0	70023.0	1296.0	27632.0	PPORTAL
O tipo brasileiro	França Júnior	1870.0	Male	1800.0	1810.0	612.0	7018.0	PPORTAL
O tonel das dânaides	Antônio Frederico de Castro Alves	1879.0	Male	1800.0	86851.0	19.0	216.0	PPORTAL
O toque das almas	Wilder Machado da Cruz	2008.0	Male	2000.0	180895.0	2508.0	65849.0	PPORTAL
O triste fim de Policarpo Quaresma	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0	2028.0	4126.0	79042.0	PPORTAL
O vôo do gênio	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86852.0	39.0	607.0	PPORTAL
O Último Palpite	Artur Azevedo	1881.0	Male	1800.0	7494.0	20.0	364.0	PPORTAL
O Último dia de um poeta	Machado de Assis	1860.0	Male	1800.0	17483.0	811.0	9981.0	PPORTAL
O Único Assassinato de Cazuza	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0	16832.0	108.0	2073.0	PPORTAL
Ocidentais	Machado de Assis	1901.0	Male	1900.0	2097.0	451.0	10375.0	PPORTAL
Octogenário	Artur Azevedo	1884.0	Male	1800.0	7495.0	31.0	603.0	PPORTAL
Ode ao dous de julho	Antônio Frederico de Castro Alves	1874.0	Male	1800.0	86853.0	19.0	343.0	PPORTAL
Olá, guardador de rebanhos	Alberto Caeiro da Silva	1914.0	Male	1900.0	84595.0	13.0	121.0	PPORTAL
Onda	Machado de Assis	1860.0	Male	1800.0	17485.0	400.0	6576.0	PPORTAL
Ondas e Outros Poemas Esparsos	Euclides da Cunha	1905.0	Male	1900.0	1798.0	320.0	8546.0	PPORTAL
Onde estás	Antônio Frederico de Castro Alves	1862.0	Male	1800.0	86854.0	20.0	214.0	PPORTAL
Ontem à tarde um homem das cidades	Alberto Caeiro da Silva	1914.0	Male	1900.0	84606.0	15.0	304.0	PPORTAL
Onze anos depois	Machado de Assis	1899.0	Male	1800.0	17486.0	413.0	6263.0	PPORTAL
Orai por ele	Machado de Assis	1860.0	Male	1800.0	17487.0	67.0	1020.0	PPORTAL
Os Brilhantes do Brasileiro	Camilo Castelo Branco	1862.0	Male	1800.0	1779.0	3435.0	55645.0	PPORTAL
Os Bruzundangas	Afonso Henriques de Lima Barreto	1923.0	Male	1900.0	1970.0	1976.0	48583.0	PPORTAL
Os Ciúmes de um Pedestre ou o Terrível Capitão do Mato	Luís Carlos Martins Pena	1860.0	Male	1800.0	2155.0	958.0	11385.0	PPORTAL
Os Compadres	Artur Azevedo	1892.0	Male	1800.0	7496.0	40.0	509.0	PPORTAL
Os Dez por Cento	Artur Azevedo	1893.0	Male	1800.0	7497.0	108.0	1943.0	PPORTAL
Os Dois Amores	Joaquim Manuel de Macedo	1879.0	Male	1800.0	2158.0	7323.0	122075.0	PPORTAL
Os Dois Andares	Artur Azevedo	1897.0	Male	1800.0	7498.0	46.0	1197.0	PPORTAL
Os Dois ou o Inglês Maquinista	Luís Carlos Martins Pena	1858.0	Male	1800.0	2164.0	1097.0	11015.0	PPORTAL
Os Escravos	Antônio Frederico de Castro Alves	1866.0	Male	1800.0	16727.0	1184.0	17687.0	PPORTAL
Os Estrangeiros	Francisco de Sá de Miranda	1527.0	Male	1500.0	4980.0	1805.0	16308.0	PPORTAL
Os Filhos do Padre Anselmo	António da Costa Couto Sá de Albergaria	1854.0	Male	1800.0	86804.0	6405.0	146258.0	PPORTAL
Os Irmãos Leme	Paulo Setúbal	1913.0	Male	1900.0	7620.0	3014.0	35235.0	PPORTAL
Os Irmãos das Almas	Luís Carlos Martins Pena	1863.0	Male	1800.0	2161.0	897.0	8790.0	PPORTAL
Os Lobisomens	Manuel José Araújo Porto-Alegre	1851.0	Male	1800.0	2162.0	2003.0	26744.0	PPORTAL
Os Lusíadas	Luís Vaz de Camões	1572.0	Male	1500.0	16841.0	1819.0	65428.0	PPORTAL
Os Maias	José Maria Eça de Queirós	1888.0	Male	1800.0	2683.0	13558.0	259906.0	PPORTAL
Os Noivos	Artur Azevedo	1895.0	Male	1800.0	16575.0	1447.0	17433.0	PPORTAL
Os Ouvidos do Conde de Chesterfield e o Capelão Goudman	François-Marie Arouet (Voltaire)	1760.0	Male	1700.0	2243.0	393.0	9371.0	PPORTAL
Os Pobres	Raul Brandão	1906.0	Male	1900.0	4981.0	3893.0	54011.0	PPORTAL
Os Sertões	Euclides da Cunha	1902.0	Male	1900.0	16626.0	7423.0	183362.0	PPORTAL
Os Sonhos d'Ouro	José de Alencar	1902.0	Male	1900.0	1849.0	4856.0	85307.0	PPORTAL
Os Timbiras	Antônio Gonçalves Dias	1857.0	Male	1800.0	1825.0	612.0	15633.0	PPORTAL
Os canários	Auta de Sousa	1885.0	Female	1800.0	81888.0	17.0	265.0	PPORTAL
Os deuses de casaca	Machado de Assis	1866.0	Male	1800.0	17498.0	727.0	7405.0	PPORTAL
Os fidalgos da casa mourisca	Júlio Dinis	1871.0	Male	1800.0	28809.0	9839.0	167000.0	PPORTAL
Os retirantes	José do Patrocínio	1878.0	Male	1800.0	7551.0	6185.0	126024.0	PPORTAL
Os romances da semana	Joaquim Manuel de Macedo	1870.0	Male	1800.0	43487.0	3177.0	63710.0	PPORTAL
Os três tempos do Édipo em Lacan e a terceira margem do rio em Rosa	Eduardo Benzatti do Carmo	2008.0	Male	2000.0	139932.0	195.0	4787.0	PPORTAL
Os Óculos de Pedro Antão	Machado de Assis	1869.0	Male	1800.0	17497.0	507.0	6879.0	PPORTAL
Outras Poesias	Augusto dos Anjos	1909.0	Male	1900.0	1773.0	316.0	7183.0	PPORTAL
PAULO	Bruno Seabra	1871.0	Male	1800.0	7520.0	560.0	12980.0	PPORTAL
Paga ou Morre!	Artur Azevedo	1891.0	Male	1800.0	7499.0	19.0	574.0	PPORTAL
Pai Contra Mãe	Machado de Assis	1906.0	Male	1900.0	1951.0	279.0	4752.0	PPORTAL
Palavras Tristes	Auta de Sousa	1885.0	Female	1800.0	81955.0	12.0	253.0	PPORTAL
Palavras a alguém	Casimiro de Abreu	1856.0	Male	1800.0	86474.0	13.0	216.0	PPORTAL
Pan-americano	Artur Azevedo	1898.0	Male	1800.0	7500.0	39.0	466.0	PPORTAL
Panóplias	Olavo Bilac	1888.0	Male	1800.0	17312.0	251.0	4842.0	PPORTAL
Papéis Avulsos	Machado de Assis	1882.0	Male	1800.0	1938.0	3084.0	65202.0	PPORTAL
Papéis Velhos	Machado de Assis	1882.0	Male	1800.0	1934.0	157.0	3129.0	PPORTAL
Para além da curva da estrada	Alberto Caeiro da Silva	1914.0	Male	1900.0	84626.0	11.0	175.0	PPORTAL
Para não dizer, que não falei em flores	Marco Ramos	2008.0	Male	2000.0	117137.0	259.0	13861.0	PPORTAL
Paranóia delirante	Roberto Wagner Magalhães	2008.0	Male	2000.0	146103.0	421.0	15904.0	PPORTAL
Parecer de Concurso Literário	Emílio de Meneses	1884.0	Male	1800.0	17341.0	56.0	1645.0	PPORTAL
Pareceres de Machado de Assis	Machado de Assis	1883.0	Male	1800.0	2165.0	244.0	5802.0	PPORTAL
Passei toda a noite	Alberto Caeiro da Silva	1914.0	Male	1900.0	84630.0	11.0	156.0	PPORTAL
Patkull	Antônio Gonçalves Dias	1857.0	Male	1800.0	2166.0	1407.0	22641.0	PPORTAL
Paulino e Roberto	Artur Azevedo	1886.0	Male	1800.0	7501.0	68.0	1317.0	PPORTAL
Pedro Gobá	José Ezequiel Freire	1870.0	Male	1800.0	16628.0	97.0	2835.0	PPORTAL
Pegadas urbanas: Novo Hamburgo como palco do flâneur	Jeferson Francisco Selbach	2008.0	Male	2000.0	26680.0	3852.0	94720.0	PPORTAL
Pennas de Garça	Auta de Sousa	1885.0	Female	1800.0	81956.0	42.0	605.0	PPORTAL
Pepita	Casimiro de Abreu	1856.0	Male	1800.0	86476.0	19.0	363.0	PPORTAL
Pequetita	Artur Azevedo	1886.0	Male	1800.0	7438.0	48.0	580.0	PPORTAL
Perdão!	Casimiro de Abreu	1856.0	Male	1800.0	86477.0	29.0	420.0	PPORTAL
Perfumes e amor	Casimiro de Abreu	1856.0	Male	1800.0	86478.0	10.0	198.0	PPORTAL
Peru versus Bolívia	Euclides da Cunha	1907.0	Male	1900.0	2030.0	1527.0	46246.0	PPORTAL
Pesquisa sem frescura	Jeferson Francisco Selbach	2008.0	Male	2000.0	26681.0	830.0	16462.0	PPORTAL
Piedade Filial	Artur Azevedo	1885.0	Male	1800.0	7502.0	51.0	579.0	PPORTAL
Pobre Cardeal!	Machado de Assis	1886.0	Male	1800.0	17491.0	156.0	3293.0	PPORTAL
Pobre Finoca	Machado de Assis	1891.0	Male	1800.0	17494.0	308.0	4730.0	PPORTAL
Pobre flor!	Auta de Sousa	1880.0	Female	1800.0	81953.0	10.0	107.0	PPORTAL
Pobres Liberais!	Artur Azevedo	1879.0	Male	1800.0	7503.0	93.0	1633.0	PPORTAL
Poema da Virgem	Pe. José de Anchieta	1563.0	Male	1500.0	17395.0	141.0	2442.0	PPORTAL
Poema dos Feitos de Mem de Sá	Pe. José de Anchieta	1563.0	Male	1500.0	1854.0	1187.0	30593.0	PPORTAL
Poemas	Alphonsus de Guimarães	1893.0	Male	1800.0	2361.0	71.0	1509.0	PPORTAL
Poemas	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0	2362.0	874.0	21933.0	PPORTAL
Poemas	Luís Nicolau Fagundes Varela	1863.0	Male	1800.0	16629.0	1423.0	25910.0	PPORTAL
Poemas Escolhidos	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0	2050.0	818.0	19940.0	PPORTAL
Poemas Humorísticos e Irônicos	João da Cruz e Sousa	1898.0	Male	1800.0	2110.0	189.0	6416.0	PPORTAL
Poemas Inconjuntos	Fernando Pessoa	1930.0	Male	1900.0	15725.0	352.0	5745.0	PPORTAL
Poemas Irônicos, Venenosos e Sarcásticos	Manuel Antônio Álvares de Azevedo	1853.0	Male	1800.0	16542.0	1137.0	17022.0	PPORTAL
Poemas Malditos	Manuel Antônio Álvares de Azevedo	1853.0	Male	1800.0	16543.0	1422.0	21984.0	PPORTAL
Poemas Selecionados	Florbela Espanca	1934.0	Female	1900.0	2786.0	707.0	12114.0	PPORTAL
Poemas Traduzidos	Fernando Pessoa	1934.0	Male	1900.0	16114.0	109.0	2078.0	PPORTAL
Poemas da Morte	Emílio de Meneses	1934.0	Male	1900.0	17330.0	124.0	3201.0	PPORTAL
Poemas de Fagundes Varela	Luís Nicolau Fagundes Varela	1888.0	Male	1800.0	2167.0	1422.0	26005.0	PPORTAL
Poemas de Fernando Pessoa	Fernando Pessoa	1934.0	Male	1900.0	16090.0	658.0	11127.0	PPORTAL
Poemas de Ricardo Reis	Fernando Pessoa	1934.0	Male	1900.0	16549.0	628.0	12282.0	PPORTAL
Poemas de Álvaro de Campos	Fernando Pessoa	1934.0	Male	1900.0	16598.0	2398.0	47572.0	PPORTAL
Poesia Satírica e Versos de Circunstância	Emílio de Meneses	1885.0	Male	1800.0	17338.0	592.0	10115.0	PPORTAL
Poesias	Luís Delfino dos Santos	1907.0	Male	1900.0	103336.0	455.0	12403.0	PPORTAL
Poesias	Francisca Julia da Silva	1871.0	Female	1800.0	103364.0	197.0	4673.0	PPORTAL
Poesias	Júlio Dinis	1871.0	Male	1800.0	28812.0	2810.0	44845.0	PPORTAL
Poesias Colegiais	Antônio Frederico de Castro Alves	1854.0	Male	1800.0	16719.0	80.0	1639.0	PPORTAL
Poesias Coligidas	Antônio Frederico de Castro Alves	1854.0	Male	1800.0	16723.0	49.0	805.0	PPORTAL
Poesias Completas	Laurindo José da Silva Rabelo	1882.0	Male	1800.0	2045.0	1515.0	32254.0	PPORTAL
Poesias Inéditas	Fernando Pessoa	1934.0	Male	1900.0	16113.0	751.0	12194.0	PPORTAL
Poesias Manuscritas	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0	16555.0	425.0	12120.0	PPORTAL
Poesias dispersas	Machado de Assis	1864.0	Male	1800.0	17875.0	505.0	9699.0	PPORTAL
Poetas devem jogar poemas no lixo	Nelson Lima	2008.0	Male	2000.0	103035.0	250.0	7263.0	PPORTAL
Polêmicas e reflexões	Machado de Assis	1869.0	Male	1800.0	17873.0	1082.0	22275.0	PPORTAL
Ponto de Vista	Machado de Assis	1889.0	Male	1800.0	1901.0	349.0	5037.0	PPORTAL
Porca elegia	Salomão Rovedo	1935.0	Male	1900.0	70024.0	312.0	8160.0	PPORTAL
Possível e Impossível	Machado de Assis	1882.0	Male	1800.0	17493.0	572.0	7677.0	PPORTAL
Pouco a pouco o campo se alarga e se doura	Alberto Caeiro da Silva	1914.0	Male	1900.0	84641.0	11.0	256.0	PPORTAL
Poverina	Artur Azevedo	1886.0	Male	1800.0	7504.0	59.0	1351.0	PPORTAL
Primas de Sapucaia	Machado de Assis	1871.0	Male	1800.0	1910.0	197.0	3833.0	PPORTAL
Primaveras	Casimiro de Abreu	1859.0	Male	1800.0	86482.0	15.0	327.0	PPORTAL
Primeiras Trovas Burlescas	Luiz Gonzaga Pinto da Gama	1859.0	Male	1800.0	2113.0	752.0	18069.0	PPORTAL
Primeiro Fausto	Fernando Pessoa	1934.0	Male	1900.0	15727.0	468.0	9782.0	PPORTAL
Primeiro prenúncio de trovoada de depois de amanhã	Alberto Caeiro da Silva	1914.0	Male	1900.0	86510.0	11.0	191.0	PPORTAL
Primeiros Cantos	Antônio Gonçalves Dias	1846.0	Male	1800.0	16654.0	1237.0	26860.0	PPORTAL
Produções Satíricas e Bocageanas de Bernardo de Guimarães	Bernardo Guimarães	1852.0	Male	1800.0	2102.0	112.0	2859.0	PPORTAL
Profissão de fé	Olavo Bilac	1888.0	Male	1800.0	7563.0	41.0	701.0	PPORTAL
Prosa de Circunstância	Emílio de Meneses	1885.0	Male	1800.0	17340.0	3770.0	59511.0	PPORTAL
Prosas Bárbaras	José Maria Eça de Queirós	1903.0	Male	1900.0	14022.0	4149.0	93933.0	PPORTAL
Prosopopéia	Bento Teixeira	1601.0	Male	1600.0	16415.0	195.0	5928.0	PPORTAL
Puelina	Artur Azevedo	1886.0	Male	1800.0	7505.0	52.0	604.0	PPORTAL
Páginas Críticas e Comemorativas	Machado de Assis	1869.0	Male	1800.0	1962.0	295.0	8458.0	PPORTAL
Páginas Recolhidas	Machado de Assis	1899.0	Male	1800.0	1926.0	2547.0	46644.0	PPORTAL
Pílades e Orestes	Machado de Assis	1903.0	Male	1900.0	1960.0	242.0	4103.0	PPORTAL
Qual dos dois	Machado de Assis	1872.0	Male	1800.0	17843.0	1314.0	18410.0	PPORTAL
Quando vier a primavera	Alberto Caeiro da Silva	1914.0	Male	1900.0	86515.0	10.0	185.0	PPORTAL
Quando?!...	Casimiro de Abreu	1856.0	Male	1800.0	86484.0	14.0	156.0	PPORTAL
Quarta parte em Lisboa na Oficina de Miguel Deslandes, com todas as licenças e privilégio real	Pe. Antônio Vieira	1679.0	Male	1600.0	16410.0	90.0	2369.0	PPORTAL
Quarta parte, licenças e privilégio real	Pe. Antônio Vieira	1679.0	Male	1600.0	16398.0	91.0	2361.0	PPORTAL
"Quase Ela deu o ""sim"", mas..."	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0	16834.0	93.0	1665.0	PPORTAL
Quase ministro	Machado de Assis	1882.0	Male	1800.0	17844.0	589.0	6088.0	PPORTAL
Quatro quartetos da amada cidade de São Luis	Salomão Rovedo	1935.0	Male	1900.0	70014.0	185.0	4356.0	PPORTAL
Queixumes	Casimiro de Abreu	1859.0	Male	1800.0	86485.0	25.0	251.0	PPORTAL
Quem Boa Cama Faz...	Machado de Assis	1882.0	Male	1800.0	16970.0	589.0	8364.0	PPORTAL
Quem Casa, Quer Casa	Luís Carlos Martins Pena	1857.0	Male	1800.0	17006.0	615.0	7657.0	PPORTAL
Quem conta em conto...	Machado de Assis	1882.0	Male	1800.0	17845.0	206.0	2650.0	PPORTAL
Quem ele era?	Artur Azevedo	1883.0	Male	1800.0	7506.0	59.0	1020.0	PPORTAL
Quem não quer ser lobo...	Machado de Assis	1882.0	Male	1800.0	17846.0	709.0	8866.0	PPORTAL
Questão de vaidade	Machado de Assis	1882.0	Male	1800.0	17847.0	792.0	11130.0	PPORTAL
Quincas Borba	Machado de Assis	1891.0	Male	1800.0	16972.0	5491.0	91804.0	PPORTAL
Quinhentos Contos	Machado de Assis	1886.0	Male	1800.0	16973.0	679.0	8653.0	PPORTAL
Recendência - poesias	Valdecir de Oliveira Anselmo	1909.0	Male	1900.0	42420.0	249.0	12214.0	PPORTAL
Recordações do Escrivão Isaías Caminha	Afonso Henriques de Lima Barreto	1909.0	Male	1900.0	1865.0	3792.0	71601.0	PPORTAL
Redondilhas	Luís Vaz de Camões	1572.0	Male	1500.0	1871.0	1053.0	22660.0	PPORTAL
Regina Coeli	Auta de Sousa	1885.0	Female	1800.0	81959.0	10.0	282.0	PPORTAL
Reliquiae	Florbela Espanca	1934.0	Female	1900.0	7533.0	230.0	3879.0	PPORTAL
Relíquias da Casa Velha	Machado de Assis	1906.0	Male	1900.0	16974.0	2238.0	43160.0	PPORTAL
Remissão de Pecados	Joaquim Manuel de Macedo	1878.0	Male	1800.0	2159.0	1838.0	24434.0	PPORTAL
Renascimento	Auta de Sousa	1885.0	Female	1800.0	81960.0	11.0	116.0	PPORTAL
Renato	Auta de Sousa	1885.0	Female	1800.0	81962.0	11.0	137.0	PPORTAL
Ressureição	Machado de Assis	1872.0	Male	1800.0	17848.0	2768.0	42408.0	PPORTAL
Retalhos	Rilvan Batista de Santana	2007.0	Male	2000.0	121414.0	2114.0	38120.0	PPORTAL
Rimas	Auta de Sousa	1885.0	Female	1800.0	81965.0	12.0	224.0	PPORTAL
Ritmos e idéias	Luís Murat	1920.0	Male	1900.0	43491.0	453.0	8796.0	PPORTAL
Romance de uma Velha	Joaquim Manuel de Macedo	1862.0	Male	1800.0	2160.0	1292.0	21653.0	PPORTAL
Romances tocantinenses: uma abordagem crítica	Flávio Alves da Silva	2008.0	Male	2000.0	86623.0	719.0	16445.0	PPORTAL
Rosa murcha	Casimiro de Abreu	1856.0	Male	1800.0	86486.0	15.0	258.0	PPORTAL
Rosas com espinhos (contos)	Rilvan Batista de Santana	2007.0	Male	2000.0	166970.0	1062.0	33895.0	PPORTAL
Ruy de Leão	Machado de Assis	1882.0	Male	1800.0	17849.0	364.0	6548.0	PPORTAL
Ruy: o escudeiro	Luís da Silva Mouzinho de Albuquerque	1879.0	Male	1800.0	86816.0	737.0	22300.0	PPORTAL
Róseo menino	Auta de Sousa	1885.0	Female	1800.0	81963.0	10.0	160.0	PPORTAL
Sabina	Artur Azevedo	1890.0	Male	1800.0	7507.0	149.0	2296.0	PPORTAL
Sales	Machado de Assis	1863.0	Male	1800.0	17877.0	195.0	3260.0	PPORTAL
Sancta Virgo Virginum: Prece	Auta de Sousa	1885.0	Female	1800.0	81948.0	14.0	158.0	PPORTAL
Sarças de Fogo	Olavo Bilac	1875.0	Male	1800.0	17313.0	463.0	8817.0	PPORTAL
Saudade	Auta de Sousa	1885.0	Female	1800.0	81967.0	21.0	314.0	PPORTAL
Se depois de eu morrer	Alberto Caeiro da Silva	1914.0	Male	1900.0	86520.0	12.0	151.0	PPORTAL
Se eu morrer novo	Alberto Caeiro da Silva	1914.0	Male	1900.0	86521.0	15.0	293.0	PPORTAL
Segredos	Casimiro de Abreu	1856.0	Male	1800.0	86489.0	28.0	499.0	PPORTAL
Segundos Cantos e Sextilhas de Frei Antão	Antônio Gonçalves Dias	1848.0	Male	1800.0	1824.0	407.0	10123.0	PPORTAL
Seja o que for que esteja no centro do Mundo	Alberto Caeiro da Silva	1914.0	Male	1900.0	86524.0	24.0	566.0	PPORTAL
Seleção de Obras Poéticas	Gregório de Matos	1685.0	Male	1600.0	1827.0	302.0	6618.0	PPORTAL
Seleção de Obras Poéticas II	Gregório de Matos	1685.0	Male	1600.0	16659.0	169.0	4030.0	PPORTAL
Sempre sonhos!...	Casimiro de Abreu	1856.0	Male	1800.0	86490.0	12.0	366.0	PPORTAL
Senhor, hoj'houvesse eu vagar	Dom Dinis	1300.0	Male	1300.0	88508.0	12.0	183.0	PPORTAL
Senhora	José de Alencar	1875.0	Male	1800.0	2026.0	4758.0	88541.0	PPORTAL
Senhora em cordel	Isabel Lima	2008.0	Female	2000.0	121959.0	14.0	223.0	PPORTAL
Sentimental	Salomão Rovedo	1935.0	Male	1900.0	17716.0	554.0	9833.0	PPORTAL
Sentimental demais	Salomão Rovedo	1935.0	Male	1900.0	70026.0	555.0	9852.0	PPORTAL
Serões da província	Júlio Dinis	1870.0	Male	1800.0	28815.0	5655.0	105370.0	PPORTAL
Sesmaria - Cruzeiro, o Quilombo das Luzes	Tarcísio José Martins	2008.0	Male	2000.0	204196.0	9712.0	190602.0	PPORTAL
Sete de setembro	Casimiro de Abreu	1856.0	Male	1800.0	86491.0	12.0	234.0	PPORTAL
Silvestre	Machado de Assis	1887.0	Male	1800.0	17850.0	562.0	8879.0	PPORTAL
Simples	Auta de Sousa	1885.0	Female	1800.0	81968.0	13.0	186.0	PPORTAL
Sinais de vida no planeta Minas	Fernando Gabeira	2008.0	Male	2000.0	43550.0	2029.0	42916.0	PPORTAL
Singular Ocorrência	Machado de Assis	1871.0	Male	1800.0	1907.0	194.0	3252.0	PPORTAL
Singularidades de uma Rapariga Loura	José Maria Eça de Queirós	1874.0	Male	1800.0	16623.0	595.0	9723.0	PPORTAL
Sobre o amor, pensando sério...	Francisco Adua Esposito	2008.0	Male	2000.0	197531.0	3884.0	122202.0	PPORTAL
Soledade	Auta de Sousa	1885.0	Female	1800.0	81970.0	11.0	162.0	PPORTAL
Soneto da porra burra	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0	84348.0	12.0	177.0	PPORTAL
Soneto do gozador coçador	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0	84364.0	13.0	175.0	PPORTAL
Soneto do gozo vitorioso	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0	84365.0	11.0	162.0	PPORTAL
Soneto do juramento	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0	84366.0	10.0	168.0	PPORTAL
Sonetos	Luís Vaz de Camões	1572.0	Male	1500.0	1872.0	720.0	20172.0	PPORTAL
Sonetos Inéditos	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0	16556.0	35.0	889.0	PPORTAL
Sonetos e Outros Poemas	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0	1777.0	765.0	22753.0	PPORTAL
Sonhos de virgem	Casimiro de Abreu	1856.0	Male	1800.0	86493.0	17.0	221.0	PPORTAL
Sonja Sonrisal	Salomão Rovedo	1935.0	Male	1900.0	70027.0	1122.0	21904.0	PPORTAL
Sova bem Merecida	Artur Azevedo	1886.0	Male	1800.0	7508.0	29.0	813.0	PPORTAL
Stefan Zweig: pensamentos e perfis	Salomão Rovedo	1935.0	Male	1900.0	65733.0	1026.0	24956.0	PPORTAL
Suje-Se, Gordo!	Machado de Assis	1882.0	Male	1800.0	16975.0	114.0	1979.0	PPORTAL
Suspiros Poéticos e Saudades	Domingos Gonçalves de Magalhães	1836.0	Male	1800.0	2088.0	2265.0	41886.0	PPORTAL
Sylvio	Auta de Sousa	1885.0	Female	1800.0	81973.0	19.0	296.0	PPORTAL
São Cristóvão	José Maria Eça de Queirós	1877.0	Male	1800.0	16237.0	2246.0	53270.0	PPORTAL
Símbolos	Emílio de Meneses	1884.0	Male	1800.0	17327.0	99.0	2007.0	PPORTAL
Só	António Nobre	1892.0	Male	1800.0	38090.0	2216.0	29466.0	PPORTAL
Só	Machado de Assis	1860.0	Male	1800.0	17883.0	167.0	3487.0	PPORTAL
Tarde	Olavo Bilac	1888.0	Male	1800.0	1999.0	552.0	13696.0	PPORTAL
Tentação	Adolfo Caminha	1882.0	Male	1800.0	16515.0	2938.0	48196.0	PPORTAL
Teoria do Medalhão	Machado de Assis	1881.0	Male	1800.0	1940.0	169.0	3629.0	PPORTAL
Terpsícore	Machado de Assis	1863.0	Male	1800.0	17851.0	212.0	3595.0	PPORTAL
Textos críticos	Machado de Assis	1869.0	Male	1800.0	17874.0	3285.0	90415.0	PPORTAL
Til	José de Alencar	1872.0	Male	1800.0	1850.0	4129.0	80874.0	PPORTAL
Tipos Burlescos	Bruno Seabra	1871.0	Male	1800.0	2104.0	140.0	2006.0	PPORTAL
Tipos da atualidade	França Júnior	1871.0	Male	1800.0	7538.0	742.0	9759.0	PPORTAL
To be or not to be	Machado de Assis	1882.0	Male	1800.0	17852.0	348.0	5906.0	PPORTAL
