title	author	publication_year	author_gender	century	id	number_of_sentences	number_of_words	corpus
Mateus e Mateusa	Qorpo Santo	1874.0	Male	1800.0	2007.0	335.0	4802.0	PPORTAL
Mattos, Malta ou Matta?	Aluísio Azevedo	1885.0	Male	1800.0	1725.0	1574.0	22817.0	PPORTAL
Maîtres de plaisir [construtores de imagens]	Jeferson Francisco Selbach	1997.0	Male	1900.0	26677.0	1024.0	26245.0	PPORTAL
Meia hora de cinismo	França Júnior	1870.0	Male	1800.0	1809.0	571.0	7998.0	PPORTAL
Mel	Salomão Rovedo	1935.0	Male	1900.0	70021.0	308.0	6132.0	PPORTAL
Memorial de Aires	Machado de Assis	1908.0	Male	1900.0	16951.0	3004.0	58970.0	PPORTAL
Memorial de um Passageiro de Bonde	Amadeu Amaral	1912.0	Male	1900.0	16544.0	2358.0	49836.0	PPORTAL
Memorial de um passageiro de bonde	Amadeu Amaral	1912.0	Male	1900.0	7377.0	2440.0	50155.0	PPORTAL
Memórias Póstumas de Brás Cubas	Machado de Assis	1881.0	Male	1800.0	16953.0	3430.0	72503.0	PPORTAL
Memórias da Rua do Ouvidor	Joaquim Manuel de Macedo	1877.0	Male	1800.0	7544.0	2028.0	67899.0	PPORTAL
Memórias de um Sargento de Milícias	Manuel Antônio de Almeida	1882.0	Male	1800.0	16987.0	2408.0	68205.0	PPORTAL
Memórias e Cotidiano do Rio de Janeiro no Tempo do Rei: trechos selecionados das cartas de Luís Joaquim dos Santos Marrocos	Luís Joaquim dos Santos Marrocos	1985.0	Male	1900.0	2056.0	386.0	16006.0	PPORTAL
Menina e Moça	Bernardim Ribeiro	1554.0	Male	1500.0	16109.0	1128.0	38730.0	PPORTAL
Mensagem	Fernando Pessoa	1934.0	Male	1900.0	15726.0	269.0	4746.0	PPORTAL
Metafísica das Rosas	Machado de Assis	1888.0	Male	1800.0	17435.0	55.0	1263.0	PPORTAL
Meus oito anos	Casimiro de Abreu	1860.0	Male	1800.0	86500.0	24.0	311.0	PPORTAL
Micrômegas	François-Marie Arouet (Voltaire)	1752.0	Male	1700.0	2275.0	333.0	8446.0	PPORTAL
Milagre do Natal	Afonso Henriques de Lima Barreto	1920.0	Male	1900.0	16821.0	126.0	2325.0	PPORTAL
Miloca	Machado de Assis	1897.0	Male	1800.0	17907.0	521.0	8452.0	PPORTAL
Mimo de Anos	Auta de Sousa	1882.0	Female	1800.0	81791.0	11.0	192.0	PPORTAL
Minh'alma é triste	Casimiro de Abreu	1860.0	Male	1800.0	86445.0	34.0	660.0	PPORTAL
Minha formação	Joaquim Nabuco	1900.0	Male	1900.0	16672.0	1977.0	75546.0	PPORTAL
Minha mãe	Casimiro de Abreu	1860.0	Male	1800.0	86447.0	15.0	225.0	PPORTAL
Minh’Alma e o Verso	Auta de Sousa	1888.0	Female	1800.0	81863.0	25.0	428.0	PPORTAL
Miss Dollar	Machado de Assis	1891.0	Male	1800.0	1879.0	466.0	9253.0	PPORTAL
Missa do Galo	Machado de Assis	1899.0	Male	1800.0	1931.0	193.0	3095.0	PPORTAL
Missal	João da Cruz e Sousa	1893.0	Male	1800.0	16615.0	551.0	26387.0	PPORTAL
Mocidade	Casimiro de Abreu	1860.0	Male	1800.0	86448.0	31.0	384.0	PPORTAL
Mocidade e Morte	Alexandre Herculano	1871.0	Male	1800.0	7390.0	131.0	2585.0	PPORTAL
Mocidade e morte	Antônio Frederico de Castro Alves	1857.0	Male	1800.0	86840.0	39.0	564.0	PPORTAL
Mocidade morta	Luis Gonzaga Duque Estrada	1901.0	Male	1900.0	38020.0	4762.0	99653.0	PPORTAL
Momento literário	João do Rio	1907.0	Male	1900.0	2144.0	3228.0	74930.0	PPORTAL
Moreninha	Casimiro de Abreu	1860.0	Male	1800.0	86449.0	27.0	594.0	PPORTAL
Morta que Mata	Artur Azevedo	1888.0	Male	1800.0	7473.0	44.0	742.0	PPORTAL
Mortalhas	Emílio de Meneses	1894.0	Male	1800.0	17335.0	527.0	8072.0	PPORTAL
Motta Coqueiro ou A pena de morte	José do Patrocínio	1876.0	Male	1800.0	7550.0	4734.0	107482.0	PPORTAL
Mudo e quedo	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86636.0	28.0	426.0	PPORTAL
Muitos anos depois	Machado de Assis	1899.0	Male	1800.0	17437.0	482.0	7430.0	PPORTAL
Mulheres: história e direitos	Jeferson Francisco Selbach	2015.0	Male	2000.0	26678.0	965.0	23275.0	PPORTAL
Munúsciulo Métrico	Cláudio Manuel da Costa (Glauceste Satúrnio)	1751.0	Male	1700.0	16552.0	40.0	1180.0	PPORTAL
Murmúrios da tarde	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86841.0	35.0	541.0	PPORTAL
Máximas, Pensamentos e Reflexões	Marquês de Maricá	1836.0	Male	1800.0	2049.0	4279.0	87563.0	PPORTAL
Mãe	José de Alencar	1875.0	Male	1800.0	7546.0	2735.0	22942.0	PPORTAL
Mãe penitente	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86637.0	13.0	217.0	PPORTAL
Médico é Remédio	Machado de Assis	1897.0	Male	1800.0	16950.0	165.0	2441.0	PPORTAL
Médico é remédio	Machado de Assis	1897.0	Male	1800.0	17429.0	164.0	2416.0	PPORTAL
Na Academia Brasileira de Letras	Machado de Assis	1897.0	Male	1800.0	7560.0	151.0	3351.0	PPORTAL
Na Arca	Machado de Assis	1896.0	Male	1800.0	1942.0	188.0	2881.0	PPORTAL
Na Capelinha	Auta de Sousa	1886.0	Female	1800.0	81871.0	14.0	278.0	PPORTAL
Na Exposição	Artur Azevedo	1884.0	Male	1800.0	7475.0	23.0	564.0	PPORTAL
Na Horta	Artur Azevedo	1898.0	Male	1800.0	7476.0	79.0	1347.0	PPORTAL
Na fonte	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86638.0	20.0	366.0	PPORTAL
Na margem	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86639.0	30.0	273.0	PPORTAL
Na primeira página	Auta de Sousa	1889.0	Female	1800.0	81864.0	32.0	584.0	PPORTAL
Na rede	Casimiro de Abreu	1860.0	Male	1800.0	86451.0	11.0	250.0	PPORTAL
Negra Rosa & Outros Poemas	José Neres	1999.0	Male	1900.0	188310.0	315.0	7339.0	PPORTAL
Nem uma nem outra	Machado de Assis	1880.0	Male	1800.0	17445.0	470.0	6653.0	PPORTAL
Never more	Auta de Sousa	1901.0	Female	1900.0	81872.0	11.0	237.0	PPORTAL
No País dos Ianques	Adolfo Caminha	1894.0	Male	1800.0	2146.0	1240.0	27823.0	PPORTAL
No Templo	Auta de Sousa	1885.0	Female	1800.0	81873.0	13.0	128.0	PPORTAL
No barco	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86640.0	21.0	257.0	PPORTAL
No dia brancamente nublado entristeço	Alberto Caeiro da Silva	1914.0	Male	1900.0	84451.0	23.0	426.0	PPORTAL
No jardim	Casimiro de Abreu	1860.0	Male	1800.0	86453.0	27.0	347.0	PPORTAL
No lar	Casimiro de Abreu	1860.0	Male	1800.0	86452.0	69.0	888.0	PPORTAL
No leito	Casimiro de Abreu	1860.0	Male	1800.0	86454.0	35.0	716.0	PPORTAL
No monte	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86641.0	17.0	199.0	PPORTAL
No país dos ianques	Adolfo Caminha	1894.0	Male	1800.0	20929.0	1035.0	26150.0	PPORTAL
No álbum do artista	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86842.0	13.0	138.0	PPORTAL
Noite de Almirante	Machado de Assis	1884.0	Male	1800.0	1916.0	194.0	2945.0	PPORTAL
Noite na Taverna	Manuel Antônio Álvares de Azevedo	1855.0	Male	1800.0	2025.0	2710.0	22065.0	PPORTAL
Noivado	Casimiro de Abreu	1860.0	Male	1800.0	86457.0	19.0	238.0	PPORTAL
Non chegou, madre, o meu amigo	Dom Dinis	1300.0	Male	1300.0	86553.0	14.0	144.0	PPORTAL
Nos campos	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86642.0	66.0	229.0	PPORTAL
Notas Semanais	Machado de Assis	1876.0	Male	1800.0	16956.0	706.0	19468.0	PPORTAL
Notas do dia: commemorando	Afonso Arinos	1921.0	Male	1900.0	43455.0	1096.0	38015.0	PPORTAL
Nova Viagem à Lua	Artur Azevedo	1884.0	Male	1800.0	16569.0	1783.0	16395.0	PPORTAL
Novas relíquias	Machado de Assis	1893.0	Male	1800.0	43456.0	1937.0	40763.0	PPORTAL
Novela e Conto	Amadeu Amaral	1929.0	Male	1900.0	7380.0	128.0	3135.0	PPORTAL
Novos Cantos	Antônio Gonçalves Dias	1857.0	Male	1800.0	1822.0	213.0	5588.0	PPORTAL
Num meio-dia de fim de primavera	Alberto Caeiro da Silva	1914.0	Male	1900.0	84456.0	60.0	1209.0	PPORTAL
Numa e a Ninfa	Afonso Henriques de Lima Barreto	1891.0	Male	1800.0	16822.0	5531.0	97891.0	PPORTAL
Nunca mais	Auta de Sousa	1893.0	Female	1800.0	81878.0	12.0	178.0	PPORTAL
Não Consultes Médico	Machado de Assis	1899.0	Male	1800.0	2145.0	627.0	6570.0	PPORTAL
Não consultes Médico	Machado de Assis	1899.0	Male	1800.0	17438.0	1055.0	6918.0	PPORTAL
Não tenho pressa	Alberto Caeiro da Silva	1914.0	Male	1900.0	84441.0	11.0	138.0	PPORTAL
Não tenho pressa: não a têm o sol e a lua	Alberto Caeiro da Silva	1914.0	Male	1900.0	84443.0	18.0	266.0	PPORTAL
Não é mel para a boca do asno	Machado de Assis	1885.0	Male	1800.0	17443.0	485.0	7016.0	PPORTAL
O 15 e o 17	Artur Azevedo	1876.0	Male	1800.0	7477.0	90.0	962.0	PPORTAL
O Abolicionismo	Joaquim Nabuco	1883.0	Male	1800.0	1835.0	1830.0	72356.0	PPORTAL
O Alcaide de Santarém	Alexandre Herculano	1842.0	Male	1800.0	7401.0	407.0	9481.0	PPORTAL
O Alforge da Boa Razão	Bruno Seabra	1871.0	Male	1800.0	2150.0	49.0	897.0	PPORTAL
O Alienista	Machado de Assis	1882.0	Male	1800.0	2027.0	840.0	19574.0	PPORTAL
O Anel de Polícrates	Machado de Assis	1884.0	Male	1800.0	1945.0	182.0	3410.0	PPORTAL
O Anjo Caído	João Batista da Silva Leitão de Almeida Garrett	1838.0	Male	1800.0	16523.0	18.0	329.0	PPORTAL
O Arco de Sant'ana	João Batista da Silva Leitão de Almeida Garrett	1838.0	Male	1800.0	1718.0	3359.0	71820.0	PPORTAL
O Asa-negra	Artur Azevedo	1888.0	Male	1800.0	7427.0	88.0	1662.0	PPORTAL
O Ateneu	Raul Pompéia	1888.0	Male	1800.0	2020.0	3547.0	72318.0	PPORTAL
O BAILE DO JUDEU	Inglês de Sousa	1870.0	Female	1800.0	7543.0	51.0	1931.0	PPORTAL
O Badejo	Artur Azevedo	1886.0	Male	1800.0	2068.0	1430.0	15032.0	PPORTAL
O Banqueiro Anarquista	Fernando Pessoa	1922.0	Male	1900.0	15729.0	620.0	13139.0	PPORTAL
O Barão de Pituaçu	Artur Azevedo	1871.0	Male	1800.0	7421.0	2159.0	20713.0	PPORTAL
O Bispo Negro	Alexandre Herculano	1843.0	Male	1800.0	16522.0	193.0	4050.0	PPORTAL
O Bobo	Alexandre Herculano	1843.0	Male	1800.0	5030.0	2653.0	61598.0	PPORTAL
O Bote de rapé	Machado de Assis	1870.0	Male	1800.0	17454.0	166.0	1770.0	PPORTAL
O Brasil anedótico	Humberto de Campos	1912.0	Male	1900.0	7542.0	2489.0	49030.0	PPORTAL
O Cabeleira	Franklin Távora	1876.0	Male	1800.0	2073.0	2913.0	63980.0	PPORTAL
O Califa da Rua do Sabão	Artur Azevedo	1896.0	Male	1800.0	2052.0	890.0	6975.0	PPORTAL
O Cancioneiro Português da Vaticana	Teófilo Braga	1904.0	Male	1900.0	3741.0	572.0	17833.0	PPORTAL
O Castelo da Faria	Alexandre Herculano	1836.0	Male	1800.0	7402.0	78.0	2143.0	PPORTAL
O Caçador Doméstico	Afonso Henriques de Lima Barreto	1924.0	Male	1900.0	16824.0	31.0	738.0	PPORTAL
O Caçador de Esmeraldas	Olavo Bilac	1906.0	Male	1900.0	17311.0	125.0	2686.0	PPORTAL
O Cemitério dos Vivos	Afonso Henriques de Lima Barreto	1923.0	Male	1900.0	16825.0	2548.0	56365.0	PPORTAL
O Chapéu	Artur Azevedo	1886.0	Male	1800.0	7478.0	47.0	1009.0	PPORTAL
O Conde d'Abranhos	José Maria Eça de Queirós	1866.0	Male	1800.0	14020.0	2348.0	60462.0	PPORTAL
O Coração e o Beijo	Auta de Sousa	1888.0	Female	1800.0	81945.0	15.0	199.0	PPORTAL
O Cortiço	Aluísio Azevedo	1890.0	Male	1800.0	2018.0	5162.0	95426.0	PPORTAL
O Coruja	Aluísio Azevedo	1886.0	Male	1800.0	7406.0	7154.0	129439.0	PPORTAL
O Crime do Padre Amaro	José Maria Eça de Queirós	1875.0	Male	1800.0	2744.0	9302.0	168524.0	PPORTAL
O Cuco	Artur Azevedo	1892.0	Male	1800.0	7479.0	26.0	603.0	PPORTAL
O Cônego ou Metafísica do Estilo	Machado de Assis	1889.0	Male	1800.0	16959.0	115.0	2267.0	PPORTAL
O D N A de Emanuel	Rilvan Batista de Santana	2007.0	Male	2000.0	121411.0	1786.0	38999.0	PPORTAL
O Defunto	Thomaz Lopes	1862.0	Male	1800.0	17450.0	139.0	2481.0	PPORTAL
O Demônio Familiar	José de Alencar	1857.0	Male	1800.0	7547.0	2182.0	23008.0	PPORTAL
O Devanear do Céptico	Bernardo Guimarães	1889.0	Male	1800.0	2077.0	213.0	1825.0	PPORTAL
O Dicionário	Machado de Assis	1880.0	Male	1800.0	1928.0	49.0	1371.0	PPORTAL
O Diletante	Artur Azevedo	1884.0	Male	1800.0	2151.0	1596.0	16782.0	PPORTAL
O Diplomático	Machado de Assis	1888.0	Male	1800.0	1977.0	225.0	4200.0	PPORTAL
O Dote	Artur Azevedo	1888.0	Male	1800.0	2114.0	1596.0	16782.0	PPORTAL
O Duplo	Coelho Neto	1904.0	Male	1900.0	7526.0	78.0	1634.0	PPORTAL
O Elixir da Longa Vida	Honoré de Balzac	1830.0	Male	1800.0	2256.0	441.0	9198.0	PPORTAL
O Elixir do Pajé	Bernardo Guimarães	1878.0	Male	1800.0	17325.0	38.0	1134.0	PPORTAL
O Elogio da Mentira e outras histórias	Lycio de Faria	1901.0	Male	1900.0	17670.0	2815.0	46187.0	PPORTAL
O Empréstimo	Machado de Assis	1884.0	Male	1800.0	1946.0	188.0	3433.0	PPORTAL
O Enfermeiro	Machado de Assis	1860.0	Male	1800.0	16962.0	209.0	3769.0	PPORTAL
O Ermitão de Muquém	Bernardo Guimarães	1876.0	Male	1800.0	16584.0	1522.0	51725.0	PPORTAL
O Ermitão do Muquém	Bernardo Guimarães	1876.0	Male	1800.0	2084.0	1575.0	51766.0	PPORTAL
O Escravocrata	Artur Azevedo	1888.0	Male	1800.0	2085.0	1314.0	12762.0	PPORTAL
O Espelho	Machado de Assis	1882.0	Male	1800.0	1948.0	203.0	4002.0	PPORTAL
O Espírito	Artur Azevedo	1884.0	Male	1800.0	7481.0	77.0	1288.0	PPORTAL
O Esqueleto	Aluísio Azevedo	1889.0	Male	1800.0	7409.0	1429.0	24048.0	PPORTAL
O Eu profundo e os outros Eus.	Fernando Pessoa	1974.0	Male	1900.0	24206.0	1406.0	9893.0	PPORTAL
O Falso Dom Henrique V	Afonso Henriques de Lima Barreto	1906.0	Male	1900.0	16826.0	125.0	3459.0	PPORTAL
O Filho de Gabriela	Afonso Henriques de Lima Barreto	1910.0	Male	1900.0	16827.0	251.0	4616.0	PPORTAL
O Galo	Artur Azevedo	1886.0	Male	1800.0	7483.0	32.0	595.0	PPORTAL
O Galã	Artur Azevedo	1879.0	Male	1800.0	7482.0	62.0	1430.0	PPORTAL
O Garatuja	José de Alencar	1873.0	Male	1800.0	1841.0	1557.0	37054.0	PPORTAL
O Garimpeiro	Bernardo Guimarães	1872.0	Male	1800.0	1776.0	4035.0	51632.0	PPORTAL
O Gaúcho	José de Alencar	1870.0	Male	1800.0	1842.0	4688.0	82647.0	PPORTAL
O Gramático	Artur Azevedo	1878.0	Male	1800.0	7484.0	76.0	1239.0	PPORTAL
O Guarani	José de Alencar	1857.0	Male	1800.0	1843.0	5803.0	122738.0	PPORTAL
O Guardador de Rebanhos	Fernando Pessoa	1921.0	Male	1900.0	15723.0	353.0	8414.0	PPORTAL
O Homem	Aluísio Azevedo	1887.0	Male	1800.0	7408.0	1056.0	21978.0	PPORTAL
O Homem	Artur Azevedo	1887.0	Male	1800.0	7422.0	2102.0	22583.0	PPORTAL
O Homem dos Quarenta Escudos	François-Marie Arouet (Voltaire)	1759.0	Male	1700.0	2290.0	952.0	24774.0	PPORTAL
O Homem que Sabia Javanês	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0	16828.0	213.0	3753.0	PPORTAL
O Homem que Sabia Javanês e Outros Contos	Afonso Henriques de Lima Barreto	1952.0	Male	1900.0	1861.0	2229.0	36917.0	PPORTAL
O Ingênuo	François-Marie Arouet (Voltaire)	1767.0	Male	1700.0	2280.0	1380.0	27213.0	PPORTAL
O Japão	Aluísio Azevedo	1905.0	Male	1900.0	7416.0	582.0	27370.0	PPORTAL
O Jaó	Artur Azevedo	1879.0	Male	1800.0	7485.0	90.0	1357.0	PPORTAL
O Judas em Sábado de Aleluia	Luís Carlos Martins Pena	1865.0	Male	1800.0	2152.0	968.0	10631.0	PPORTAL
O Juiz de Paz da Roça	Luís Carlos Martins Pena	1875.0	Male	1800.0	2115.0	675.0	6974.0	PPORTAL
O Lapso	Machado de Assis	1887.0	Male	1800.0	1904.0	160.0	3780.0	PPORTAL
O Lencinho	Artur Azevedo	1875.0	Male	1800.0	7486.0	12.0	453.0	PPORTAL
O Liberato	Artur Azevedo	1870.0	Male	1800.0	1760.0	619.0	6419.0	PPORTAL
O Livro Derradeiro	João da Cruz e Sousa	1905.0	Male	1900.0	16616.0	1820.0	42557.0	PPORTAL
O Livro da Lei	Aleister Crowley	1904.0	Male	1900.0	2488.0	722.0	7738.0	PPORTAL
O Livro de Cesario Verde	José Joaquim Cesário Verde	1886.0	Male	1800.0	40113.0	963.0	20627.0	PPORTAL
O Livro de uma Sogra	Aluísio Azevedo	1885.0	Male	1800.0	16536.0	2379.0	61335.0	PPORTAL
O Lobisomem	Raymundo Magalhães	1865.0	Male	1800.0	17448.0	123.0	2316.0	PPORTAL
O Mambembe	Artur Azevedo	1882.0	Male	1800.0	2099.0	3497.0	32566.0	PPORTAL
O Mandarim	José Maria Eça de Queirós	1880.0	Male	1800.0	16621.0	827.0	23549.0	PPORTAL
O Matuto	Franklin Távora	1876.0	Male	1800.0	1812.0	4492.0	88341.0	PPORTAL
O Mercador de Veneza	William Shakespeare	1596.0	Male	1500.0	2354.0	1863.0	27947.0	PPORTAL
O Meu Criado João	Artur Azevedo	1879.0	Male	1800.0	7487.0	48.0	781.0	PPORTAL
O Missionário	Inglês de Sousa	1878.0	Female	1800.0	16663.0	4265.0	117310.0	PPORTAL
O Mistério da Estrada de Sintra	José Maria Eça de Queirós	1870.0	Male	1800.0	14021.0	4209.0	78144.0	PPORTAL
O Monstro e Outros Contos	Humberto de Campos	1921.0	Male	1900.0	16662.0	1641.0	37697.0	PPORTAL
O Monstro e Outros contos	Humberto de Campos	1922.0	Male	1900.0	7539.0	1659.0	37956.0	PPORTAL
O Movimento da Independência	Manuel de Oliveira Lima	1922.0	Male	1900.0	7566.0	4405.0	167453.0	PPORTAL
O Moço Loiro	Joaquim Manuel de Macedo	1845.0	Male	1800.0	2107.0	8895.0	139467.0	PPORTAL
O Mulato	Aluísio Azevedo	1881.0	Male	1800.0	2024.0	7259.0	113498.0	PPORTAL
O Mundo como Está	François-Marie Arouet (Voltaire)	1743.0	Male	1700.0	2276.0	289.0	7762.0	PPORTAL
O Namorador ou a Noite de São João	Luís Carlos Martins Pena	1862.0	Male	1800.0	1992.0	988.0	10162.0	PPORTAL
O Navio Negreiro	Antônio Frederico de Castro Alves	1869.0	Male	1800.0	16591.0	129.0	1651.0	PPORTAL
O Noviço	Luís Carlos Martins Pena	1845.0	Male	1800.0	2044.0	1684.0	17192.0	PPORTAL
O Número da Sepultura	Afonso Henriques de Lima Barreto	1913.0	Male	1900.0	16829.0	198.0	3787.0	PPORTAL
O Oráculo	Machado de Assis	1886.0	Male	1800.0	17472.0	165.0	2397.0	PPORTAL
O Pai	Machado de Assis	1860.0	Male	1800.0	17474.0	799.0	11196.0	PPORTAL
O Palhaço	Artur Azevedo	1882.0	Male	1800.0	7488.0	16.0	668.0	PPORTAL
O Parnaso Obsequioso e Obras Poéticas	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0	16553.0	369.0	8351.0	PPORTAL
O Parocho da aldeia	Alexandre Herculano	1843.0	Male	1800.0	81915.0	1579.0	41157.0	PPORTAL
O Passado, passado	Machado de Assis	1900.0	Male	1900.0	17478.0	332.0	3893.0	PPORTAL
O Paulo	Artur Azevedo	1883.0	Male	1800.0	7489.0	21.0	548.0	PPORTAL
O País das Quimeras	Machado de Assis	1900.0	Male	1900.0	17476.0	298.0	5896.0	PPORTAL
O Pecado	Afonso Henriques de Lima Barreto	1904.0	Male	1900.0	16830.0	36.0	656.0	PPORTAL
O Penúltimo poema	Alberto Caeiro da Silva	1914.0	Male	1900.0	84615.0	10.0	123.0	PPORTAL
O Poeta e a Inquisição	Visconde de Araguaia	1888.0	Male	1800.0	2154.0	1350.0	18064.0	PPORTAL
O Primo Basílio	José Maria Eça de Queirós	1878.0	Male	1800.0	2745.0	10923.0	147269.0	PPORTAL
O Primo da Califórnia	Joaquim Manuel de Macedo	1878.0	Male	1800.0	16670.0	1085.0	18319.0	PPORTAL
O Protocolo	Machado de Assis	1882.0	Male	1800.0	17479.0	696.0	6580.0	PPORTAL
O Príncipe Sapo	Adolfo Coelho	1888.0	Male	1800.0	81608.0	37.0	814.0	PPORTAL
O Príncipe de Nassau	Paulo Setúbal	1908.0	Male	1900.0	17401.0	5560.0	64996.0	PPORTAL
O Relógio de Ouro	Machado de Assis	1882.0	Male	1800.0	1900.0	196.0	3044.0	PPORTAL
O Retrato	Artur Azevedo	1879.0	Male	1800.0	7490.0	22.0	445.0	PPORTAL
O Rio de Janeiro - Verso e Reverso	José de Alencar	1862.0	Male	1800.0	16680.0	1136.0	12932.0	PPORTAL
O Rio de Janeiro 1877	Artur Azevedo	1877.0	Male	1800.0	16573.0	2088.0	21529.0	PPORTAL
O Rio de Janeiro em 1877	Artur Azevedo	1877.0	Male	1800.0	1770.0	2136.0	22679.0	PPORTAL
O Romance do Prata	Paulo Setúbal	1924.0	Male	1900.0	7623.0	1536.0	31929.0	PPORTAL
O Sacrifício	Franklin Távora	1889.0	Male	1800.0	16632.0	2987.0	53005.0	PPORTAL
O Segredo de Augusta	Machado de Assis	1883.0	Male	1800.0	16964.0	665.0	9009.0	PPORTAL
O Segredo do Bonzo	Machado de Assis	1894.0	Male	1800.0	1944.0	66.0	3411.0	PPORTAL
O Seminarista	Bernardo Guimarães	1872.0	Male	1800.0	16585.0	1858.0	44135.0	PPORTAL
O Sertanejo	José de Alencar	1875.0	Male	1800.0	1848.0	5553.0	106668.0	PPORTAL
O Soldado	Alexandre Herculano	1843.0	Male	1800.0	7394.0	81.0	1588.0	PPORTAL
O Sonho das Esmeraldas	Paulo Setúbal	1922.0	Male	1900.0	17404.0	1864.0	30284.0	PPORTAL
O Sonho do Conselheiro	Artur Azevedo	1879.0	Male	1800.0	7492.0	27.0	732.0	PPORTAL
O Subterrâneo do Morro do Castelo	Afonso Henriques de Lima Barreto	1915.0	Male	1900.0	1866.0	958.0	20794.0	PPORTAL
O Sá	Artur Azevedo	1875.0	Male	1800.0	7491.0	33.0	1075.0	PPORTAL
O Tejo é mais belo que o rio que corre pela minha aldeia	Alberto Caeiro da Silva	1914.0	Male	1900.0	84622.0	11.0	215.0	PPORTAL
O Telefone	Artur Azevedo	1890.0	Male	1800.0	7493.0	91.0	1371.0	PPORTAL
O Teles e o Tobias	Machado de Assis	1872.0	Male	1800.0	16965.0	521.0	9600.0	PPORTAL
O Touro Branco	François-Marie Arouet (Voltaire)	1760.0	Male	1700.0	2282.0	660.0	14620.0	PPORTAL
O Touro Negro	Aluísio Azevedo	1887.0	Male	1800.0	7415.0	29.0	910.0	PPORTAL
O Tribofe	Artur Azevedo	1886.0	Male	1800.0	16574.0	2189.0	22154.0	PPORTAL
O Turbilhão	Coelho Neto	1907.0	Male	1900.0	7525.0	2583.0	43069.0	PPORTAL
O Uraguai	José Basílio da Gama	1769.0	Male	1700.0	2106.0	444.0	10795.0	PPORTAL
O Vaqueano	Apolinário José Gomes Porto-Alegre	1849.0	Male	1800.0	16545.0	1768.0	27388.0	PPORTAL
O Velho Senado	Machado de Assis	1882.0	Male	1800.0	1936.0	192.0	5016.0	PPORTAL
O Velho da Horta	Gil Vicente	1520.0	Male	1500.0	16651.0	370.0	4446.0	PPORTAL
O adeus de Teresa	Antônio Frederico de Castro Alves	1872.0	Male	1800.0	86844.0	14.0	214.0	PPORTAL
O almada	Machado de Assis	1865.0	Male	1800.0	17490.0	724.0	20452.0	PPORTAL
O anjo Rafael	Machado de Assis	1866.0	Male	1800.0	17451.0	880.0	14503.0	PPORTAL
O anjo das donzelas	Machado de Assis	1864.0	Male	1800.0	17447.0	277.0	4835.0	PPORTAL
O astrólogo	Machado de Assis	1896.0	Male	1800.0	17452.0	227.0	3836.0	PPORTAL
O baile!	Casimiro de Abreu	1856.0	Male	1800.0	86458.0	20.0	315.0	PPORTAL
O balanceio de Lauro Maia	Miguel Ângelo de Azevedo (Nirez)	1884.0	Male	1800.0	17832.0	738.0	25263.0	PPORTAL
O bandolim da desgraça	Antônio Frederico de Castro Alves	1871.0	Male	1800.0	86644.0	64.0	331.0	PPORTAL
O califa de platina	Machado de Assis	1882.0	Male	1800.0	17457.0	93.0	2435.0	PPORTAL
O caminho da porta	Machado de Assis	1863.0	Male	1800.0	17459.0	805.0	8371.0	PPORTAL
O caminho de Damasco	Machado de Assis	1860.0	Male	1800.0	17462.0	825.0	13302.0	PPORTAL
O cancioneiro portuguez da Vaticana	Teófilo Braga	1910.0	Male	1900.0	17016.0	572.0	17842.0	PPORTAL
O capitão Mendonça	Machado de Assis	1867.0	Male	1800.0	17463.0	557.0	8437.0	PPORTAL
O carro 13	Machado de Assis	1898.0	Male	1800.0	17464.0	363.0	5465.0	PPORTAL
O caso Barreto	Machado de Assis	1883.0	Male	1800.0	17469.0	279.0	4410.0	PPORTAL
O caso Traps: Presságio Funesto	Rolando Júnior	2008.0	Male	2000.0	158990.0	1779.0	29179.0	PPORTAL
O caso da Viúva	Machado de Assis	1879.0	Male	1800.0	17465.0	297.0	5254.0	PPORTAL
O caso do Romualdo	Machado de Assis	1873.0	Male	1800.0	17885.0	366.0	7089.0	PPORTAL
O ciúme	Manuel Maria de Barbosa du Bocage	1799.0	Male	1700.0	82120.0	26.0	765.0	PPORTAL
O contrato	Machado de Assis	1874.0	Male	1800.0	17889.0	85.0	1482.0	PPORTAL
O corpo feminino em debate	Maria Izilda Santos de Matos	2003.0	Female	2000.0	17934.0	2748.0	72958.0	PPORTAL
O crepúsculo sertanejo	Antônio Frederico de Castro Alves	1862.0	Male	1800.0	86645.0	13.0	229.0	PPORTAL
O defeito de família	França Júnior	1879.0	Male	1800.0	1806.0	553.0	7084.0	PPORTAL
O destinado	Machado de Assis	1872.0	Male	1800.0	17894.0	86.0	1580.0	PPORTAL
O dialeto caipira	Amadeu Amaral	1920.0	Male	1900.0	7381.0	7225.0	85905.0	PPORTAL
