title	author	publication_year	author_gender	century
Crônica do viver baiano seiscentista - os homens bons - pessoas beneméritas	Gregório de Matos	1682.0	Male	1600.0
Crônica do viver baiano seiscentista - os homens bons - pessoas muito principais	Gregório de Matos	1682.0	Male	1600.0
Crônica do viver baiano seiscentista - os homens bons - santos unhates	Gregório de Matos	1682.0	Male	1600.0
Crônica do viver baiano seiscentista -os homens bons - a musa praguejadora	Gregório de Matos	1682.0	Male	1600.0
Crônicas	Afonso Henriques de Lima Barreto	1919.0	Male	1900.0
Crônicas de Londres	José Maria Eça de Queirós	1870.0	Male	1800.0
Culto Métrico	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0
Cultura e Opulência do Brasil por suas Drogas e Minas	Pe. André João Antonil	1711.0	Male	1700.0
Curiosidades e Factos Notaveis do Ceará	J. G. Dias Sobreira	1875.0	Male	1800.0
Curta história	Machado de Assis	1884.0	Male	1800.0
Cândido	François-Marie Arouet (Voltaire)	1759.0	Male	1700.0
Céus e terras do Brasil	Visconde de Taunay	1875.0	Male	1800.0
D. Benedita	Machado de Assis	1884.0	Male	1800.0
D. Jucunda	Machado de Assis	1884.0	Male	1800.0
D. Mônica	Machado de Assis	1884.0	Male	1800.0
D. Paula	Machado de Assis	1884.0	Male	1800.0
D. Pedro	Alexandre Herculano	1843.0	Male	1800.0
Da Literatura fantástica (teorias e contos)	Marcio Cícero de Sá	2017.0	Male	2000.0
Da mais alta janela da minha casa	Alberto Caeiro da Silva	1914.0	Male	1900.0
Dadá	Auta de Sousa	1918.0	Female	1900.0
Dalila	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
De Cima para Baixo	Artur Azevedo	1904.0	Male	1900.0
De Jerssey a Granville	Alexandre Herculano	1843.0	Male	1800.0
De joelhos	Auta de Sousa	1918.0	Female	1900.0
De joelhos	Casimiro de Abreu	1855.0	Male	1800.0
De que morredes, filha, a do corpo velido?	Dom Dinis	1300.0	Male	1300.0
Decadência de dois grandes homens	Machado de Assis	1884.0	Male	1800.0
Demônios	Aluísio Azevedo	1893.0	Male	1800.0
Dentro da noite	João do Rio	1906.0	Male	1900.0
Denúncia Involuntária	Artur Azevedo	1904.0	Male	1900.0
Desconexo desejo	Hilário Pio	2017.0	Male	2000.0
Descrição da Ilha de Itaparica	Frei Manuel de Santa Maria Itaparica	1673.0	Male	1600.0
Desencantos	Machado de Assis	1864.0	Male	1800.0
Desespero	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Deste modo ou daquele modo	Alberto Caeiro da Silva	1914.0	Male	1900.0
Diana	Machado de Assis	1884.0	Male	1800.0
Dirceu de Marília	Joaquim Norberto de Souza e Silva	1844.0	Male	1800.0
Discurso de Posse na ABL	Emílio de Meneses	1900.0	Male	1900.0
Discurso sobre a História da Literatura do Brasil	Domingos Gonçalves de Magalhães	1836.0	Male	1800.0
Dispersão	Mário de Sá-Carneiro	1914.0	Male	1900.0
Diva	José de Alencar	1864.0	Male	1800.0
Dizem que em cada coisa uma coisa oculta mora	Alberto Caeiro da Silva	1914.0	Male	1900.0
Dizes-me: tu és mais alguma cousa	Alberto Caeiro da Silva	1914.0	Male	1900.0
Dizia la fremozinha	Afonso Sanches	1250.0	Male	1200.0
Diálogo dos ecos	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Diálogos das Grandezas do Brasil	Izaak Walton	1599.0	Male	1500.0
Diário íntimo	Afonso Henriques de Lima Barreto	1919.0	Male	1900.0
Do Livro do Desassossego	Fernando Pessoa	1982.0	Male	1900.0
Dois proveitos em um saco	França Júnior	1879.0	Male	1800.0
Dom Casmurro	Machado de Assis	1899.0	Male	1800.0
Don Quixote. Vol. 1	Miguel de Cervantes Saavedra	1605.0	Male	1600.0
Don Quixote. Vol. 2	Miguel de Cervantes Saavedra	1605.0	Male	1600.0
Dona Eulália	Artur Azevedo	1904.0	Male	1900.0
Dona Guidinha do Poço	Manuel de Oliveira Paiva	1885.0	Male	1800.0
Dores	Casimiro de Abreu	1855.0	Male	1800.0
Duas Apostas	Artur Azevedo	1904.0	Male	1900.0
Duas Juízas	Machado de Assis	1865.0	Male	1800.0
Dívida Extinta	Machado de Assis	1884.0	Male	1800.0
Eficiência Militar	Afonso Henriques de Lima Barreto	1919.0	Male	1900.0
Elefantes e Ursos	Artur Azevedo	1904.0	Male	1900.0
Elogio da vaidade	Machado de Assis	1884.0	Male	1800.0
Em Sonhos	Artur Azevedo	1904.0	Male	1900.0
Em busca dos contos perdidos	Mariza B. T. Mendes	2017.0	Female	2000.0
En grave día, senhor, que vos oí	Dom Dinis	1300.0	Male	1300.0
Encarnação	José de Alencar	1893.0	Male	1800.0
Encher tempo	Machado de Assis	1876.0	Male	1800.0
Encontros Reveladores	Artur Azevedo	1904.0	Male	1900.0
Ensaio Histórico sobre as Letras no Brasil	Francisco Adolfo de Varnhagen	1857.0	Male	1800.0
Entre 1892 e 1894	Machado de Assis	1894.0	Male	1800.0
Entre Marília e a pátria	Frei Caneca	1825.0	Male	1800.0
Entre Santos	Machado de Assis	1865.0	Male	1800.0
Entre a Missa e o Almoço	Artur Azevedo	1904.0	Male	1900.0
Entre a juntura dos ossos. (Coleção literatura para todos; v. 5)	Vera Lúcia de Oliveira	2007.0	Female	2000.0
Entre duas datas	Machado de Assis	1884.0	Male	1800.0
Entrei para o Clube Jácome	França Júnior	1879.0	Male	1800.0
Epaminondas	Artur Azevedo	1904.0	Male	1900.0
Epicédio	Cláudio Manuel da Costa (Glauceste Satúrnio)	1768.0	Male	1700.0
Ernesto de Tal	Machado de Assis	1865.0	Male	1800.0
Erótica	Rafael Rodrigues Gomes	2017.0	Male	2000.0
Esaú e Jacó	Machado de Assis	1904.0	Male	1900.0
Esparsos e Inéditos	Emílio de Meneses	1900.0	Male	1900.0
Espumas Flutuantes	Antônio Frederico de Castro Alves	1870.0	Male	1800.0
Este mundo da injustiça globalizada	José Saramago	2002.0	Male	2000.0
Estórias de Jenni	François-Marie Arouet (Voltaire)	1759.0	Male	1700.0
Eterno!	Machado de Assis	1884.0	Male	1800.0
Eu	Augusto dos Anjos	1912.0	Male	1900.0
Eu e Outras Poesias	Augusto dos Anjos	1912.0	Male	1900.0
Eu nasci além dos mares	Casimiro de Abreu	1855.0	Male	1800.0
Eu nunca guardei rebanhos	Alberto Caeiro da Silva	1914.0	Male	1900.0
Eu sou a vida; eu não sou a morte	Qorpo Santo	1866.0	Male	1800.0
Eurico, o Presbítero	Alexandre Herculano	1844.0	Male	1800.0
Evolução	Machado de Assis	1884.0	Male	1800.0
Ex Cathedra	Machado de Assis	1884.0	Male	1800.0
Fabulario	Coelho Neto	1900.0	Male	1900.0
Falando ao Coração	Auta de Sousa	1918.0	Female	1900.0
Falas de civilização, e de não dever ser	Alberto Caeiro da Silva	1914.0	Male	1900.0
Falenas	Machado de Assis	1870.0	Male	1800.0
Família composta. (Coleção literatura para todos; v. 7)	Domingos Pellegrini	2007.0	Male	2000.0
Farsa de Inês Pereira	Gil Vicente	1523.0	Male	1500.0
Farsa do Velho da Horta	Gil Vicente	1523.0	Male	1500.0
Farsa ou Auto de Inês Pereira	Gil Vicente	1523.0	Male	1500.0
Faróis	João da Cruz e Sousa	1900.0	Male	1900.0
Fatalidade	Artur Azevedo	1904.0	Male	1900.0
Fefa	Auta de Sousa	1918.0	Female	1900.0
Feira dos anexins	Francisco Manuel de Melo	1661.0	Male	1600.0
Feitos de Mem de Sá	Pe. José de Anchieta	1584.0	Male	1500.0
Felicidade pelo Casamento	Machado de Assis	1865.0	Male	1800.0
Feliz	Auta de Sousa	1918.0	Female	1900.0
Fernando e Fernanda	Machado de Assis	1865.0	Male	1800.0
Ficções do interlúdio: para além do outro oceano de Coelho Pacheco.	Fernando Pessoa	2017.0	Male	2000.0
Filomena Borges	Aluísio Azevedo	1884.0	Male	1800.0
Filosofia de um par de botas	Machado de Assis	1884.0	Male	1800.0
Flor anônima	Machado de Assis	1884.0	Male	1800.0
Flor de Sangue	Valentim Magalhães	1875.0	Male	1800.0
Flor de pitanga	William Henrique Stutz	2007.0	Male	2000.0
Flor do Campo	Auta de Sousa	1918.0	Female	1900.0
Flores da Noite	Lycurgo José Henrique de Paiva	1875.0	Male	1800.0
Foi Buscar Lã...	Afonso Henriques de Lima Barreto	1919.0	Male	1900.0
Folha negra	Casimiro de Abreu	1855.0	Male	1800.0
Folha rota	Machado de Assis	1884.0	Male	1800.0
Folhas Caídas	João Batista da Silva Leitão de Almeida Garrett	1853.0	Male	1800.0
Fragmentos de meu tempo	Geraldo Pereira	2008.0	Male	2000.0
Francisca	Machado de Assis	1865.0	Male	1800.0
Frei Simão	Machado de Assis	1865.0	Male	1800.0
Fritzmac	Artur Azevedo	1904.0	Male	1900.0
Fulano	Machado de Assis	1865.0	Male	1800.0
Galeria Póstuma	Machado de Assis	1884.0	Male	1800.0
Gardenia	Salomão Rovedo	2007.0	Male	2000.0
Girândola de Amores	Aluísio Azevedo	1884.0	Male	1800.0
Goivos	Auta de Sousa	1918.0	Female	1900.0
Goivos e Camélias	Machado de Assis	1865.0	Male	1800.0
Goyaz	Visconde de Taunay	1875.0	Male	1800.0
Grãos de mostarda	Humberto de Campos	1919.0	Male	1900.0
Guerras do Alecrim e da Manjerona	Antônio José da Silva	1737.0	Male	1700.0
Habilidoso	Machado de Assis	1884.0	Male	1800.0
Hanna	Rilvan Batista de Santana	2017.0	Male	2000.0
Hebréia	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Helena	Machado de Assis	1876.0	Male	1800.0
Henriqueta Renan	Machado de Assis	1865.0	Male	1800.0
Herói à Força	Artur Azevedo	1904.0	Male	1900.0
Hino ao sono	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
História Vulgar	Artur Azevedo	1904.0	Male	1900.0
História comum	Machado de Assis	1884.0	Male	1800.0
História da Conjuração Mineira	Joaquim Norberto de Souza e Silva	1844.0	Male	1800.0
História da Literatura Brasileira	José Veríssimo Dias de Matos	1888.0	Male	1800.0
História da Literatura Brasileira: Fatores da Literatura Brasileira	Sílvio Romero	1888.0	Male	1800.0
História da Província de Santa Cruz	Pero de Magalhães Gândavo	1576.0	Male	1500.0
História da Província de Santa Cruz, A que Vulgarmente Chamamos Brasil	Pero de Magalhães Gândavo	1576.0	Male	1500.0
História da literatura portuguesa (recapitulação): Idade média	Teófilo Braga	1906.0	Male	1900.0
História da literatura portuguesa: teatro clássico no século XVI e XVII	Teófilo Braga	1906.0	Male	1900.0
História de Quinze Dias	Machado de Assis	1884.0	Male	1800.0
História de um Dominó	Artur Azevedo	1904.0	Male	1900.0
História de um Soneto	Artur Azevedo	1904.0	Male	1900.0
História de um crime	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
História de uma lágrima	Machado de Assis	1865.0	Male	1800.0
História do Futuro, Vol. I	Pe. Antônio Vieira	1718.0	Male	1700.0
História do Futuro, Vol. II	Pe. Antônio Vieira	1718.0	Male	1700.0
História do compadre rico e do compadre pobre	Adolfo Coelho	1875.0	Male	1800.0
Histórias da Meia-Noite	Machado de Assis	1873.0	Male	1800.0
Histórias e Sonhos	Afonso Henriques de Lima Barreto	1919.0	Male	1900.0
Histórias e Tradições da Província de Minas Gerais	Bernardo Guimarães	1872.0	Male	1800.0
Histórias sem Data	Machado de Assis	1884.0	Male	1800.0
Hoje Avental, amanhã Luva	Machado de Assis	1884.0	Male	1800.0
Hoje sou um; e amanhã outro	Qorpo Santo	1866.0	Male	1800.0
Horas tristes	Casimiro de Abreu	1855.0	Male	1800.0
Hospital das letras	Francisco Manoel de Melo	1661.0	Male	1600.0
Há metafísica bastante em não pensar em nada	Alberto Caeiro da Silva	1914.0	Male	1900.0
Há poetas que são artistas	Alberto Caeiro da Silva	1914.0	Male	1900.0
Hóspede	Pardal Mallet	1875.0	Male	1800.0
Iaiá Garcia	Machado de Assis	1878.0	Male	1800.0
Identidade	Machado de Assis	1884.0	Male	1800.0
Identidades, poderes e saberes em um programa popular da televisão brasileira: uma abordagem discursiva	Carlos Renato Lopes	2017.0	Male	2000.0
Idéias do Canário	Machado de Assis	1884.0	Male	1800.0
Ilha. Retratos encontrados num álbum esquecido...	Salomão Rovedo	2007.0	Male	2000.0
Iluminuras	Arthur Rimbaud	1874.0	Male	1800.0
Ilusão	Casimiro de Abreu	1855.0	Male	1800.0
Immensis orbitus anguis	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
In Extremis	Artur Azevedo	1904.0	Male	1900.0
Infância	Casimiro de Abreu	1855.0	Male	1800.0
Ingenuidade	Artur Azevedo	1904.0	Male	1900.0
Ingleses na Costa	França Júnior	1879.0	Male	1800.0
Inocência	Visconde de Taunay	1875.0	Male	1800.0
Inspirações da Tarde	Bernardo Guimarães	1872.0	Male	1800.0
Inspirações do claustro	Luís José Junqueira Freire	1820.0	Male	1800.0
Inéditos e esparsos	Júlio Dinis	1875.0	Male	1800.0
Iracema	José de Alencar	1865.0	Male	1800.0
Jesus! Maria!	Auta de Sousa	1918.0	Female	1900.0
Jesuítas	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Jogo do Bicho	Machado de Assis	1884.0	Male	1800.0
João Fernandes	Machado de Assis	1865.0	Male	1800.0
João Silva	Artur Azevedo	1904.0	Male	1900.0
Juca-Pirama	Antônio Gonçalves Dias	1851.0	Male	1800.0
Juramento	Casimiro de Abreu	1855.0	Male	1800.0
Juriti	Casimiro de Abreu	1855.0	Male	1800.0
Laranja-da-China	Antônio de Alcântara Machado	1926.0	Male	1900.0
Lendas do Sul	João Simões Lopes Neto	1912.0	Male	1900.0
Lendas e Narrativas (Tomo I)	Alexandre Herculano	1851.0	Male	1800.0
Leonce e Lena	George Büchner	1836.0	Male	1800.0
Leonor de Mendonça	Antônio Gonçalves Dias	1851.0	Male	1800.0
Leram-me hoje S. Francisco de Assis	Alberto Caeiro da Silva	1914.0	Male	1900.0
Letra vencida	Machado de Assis	1884.0	Male	1800.0
Letras livres: disseminando cultura!	Pedro Anízio Gomes	2017.0	Male	2000.0
Linha Reta e Linha Curva	Machado de Assis	1884.0	Male	1800.0
Lira dos Vinte Anos	Manuel Antônio Álvares de Azevedo	1853.0	Male	1800.0
Literatura para todos: conversa com educadores	Ligia Cademartori	2007.0	Female	2000.0
Livro das donas e donzelas	Júlia Lopes de Almeida	1899.0	Female	1800.0
Livro de Mágoas	Florbela Espanca	1919.0	Female	1900.0
Livro de Sóror Saudade	Florbela Espanca	1919.0	Female	1900.0
Livro do Desassossego	Fernando Pessoa	1982.0	Male	1900.0
Livros das Donas e Donzelas	Júlia Lopes de Almeida	1899.0	Female	1800.0
Livrovivo 2000 - 2002	Ricardo de Lima Barreto	2007.0	Male	2000.0
Lição de Botânica	Machado de Assis	1884.0	Male	1800.0
Loli	Auta de Sousa	1895.0	Female	1800.0
Longe dos Olhos	Machado de Assis	1876.0	Male	1800.0
Loucura divina	Antônio Frederico de Castro Alves	1870.0	Male	1800.0
Lucrécias	Bruno Seabra	1871.0	Male	1800.0
Lucíola	José de Alencar	1862.0	Male	1800.0
Luxo e Vaidade	Joaquim Manuel de Macedo	1860.0	Male	1800.0
Luz e Sombra	Auta de Sousa	1875.0	Female	1800.0
Luzia-Homem	Domingos Olímpio Braga Cavalcanti	1903.0	Male	1900.0
Luís Soares	Machado de Assis	1878.0	Male	1800.0
Lágrimas de Xerxes	Machado de Assis	1869.0	Male	1800.0
Léo, o pardo. (Coleção literatura para todos; v. 6)	Rinaldo Santos Teixeira	1960.0	Male	1900.0
Macbeth	William Shakespeare	1623.0	Male	1600.0
Macário	Manuel Antônio Álvares de Azevedo	1855.0	Male	1800.0
Madalena. (Coleção literatura para todos; v.1)	Cristiane Dantas	2010.0	Female	2000.0
Madresilvas	Brasílio Machado	1878.0	Male	1800.0
Mal por Mal...	Artur Azevedo	1886.0	Male	1800.0
Mana Maria	Antônio de Alcântara Machado	1926.0	Male	1900.0
Manel Capineiro	Afonso Henriques de Lima Barreto	1915.0	Male	1900.0
Mano	Coelho Neto	1893.0	Male	1800.0
Manuscrito de um Sacristão	Machado de Assis	1883.0	Male	1800.0
Marcha Fúnebre	Machado de Assis	1863.0	Male	1800.0
Marginalidade, violência e testemunho nos contos de Marcelino Freire	Flávia Heloísa Unbehaum Ferraz	2008.0	Female	2000.0
Marginália	Afonso Henriques de Lima Barreto	1913.0	Male	1900.0
Maria	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Maria Cora	Machado de Assis	1861.0	Male	1800.0
Maria Dusá	Lindolfo Rocha	1907.0	Male	1900.0
Maria Madalena	Rilvan Batista de Santana	2015.0	Male	2000.0
Maria Rosa Mística	Pe. Antônio Vieira	1686.0	Male	1600.0
Maria Rosa Mística Excelências, Poderes e Maravilha do seu Rosário	Pe. Antônio Vieira	1686.0	Male	1600.0
Mariana	Machado de Assis	1871.0	Male	1800.0
Marília de Dirceu	Tomáz Antônio Gonzaga	1792.0	Male	1700.0
Mater	Auta de Sousa	1880.0	Female	1800.0
Mateus e Mateusa	Qorpo Santo	1874.0	Male	1800.0
Mattos, Malta ou Matta?	Aluísio Azevedo	1885.0	Male	1800.0
Maîtres de plaisir [construtores de imagens]	Jeferson Francisco Selbach	1997.0	Male	1900.0
Meia hora de cinismo	França Júnior	1870.0	Male	1800.0
Mel	Salomão Rovedo	1935.0	Male	1900.0
Memorial de Aires	Machado de Assis	1908.0	Male	1900.0
Memorial de um Passageiro de Bonde	Amadeu Amaral	1912.0	Male	1900.0
Memorial de um passageiro de bonde	Amadeu Amaral	1912.0	Male	1900.0
Memórias Póstumas de Brás Cubas	Machado de Assis	1881.0	Male	1800.0
Memórias da Rua do Ouvidor	Joaquim Manuel de Macedo	1877.0	Male	1800.0
Memórias de um Sargento de Milícias	Manuel Antônio de Almeida	1882.0	Male	1800.0
Memórias e Cotidiano do Rio de Janeiro no Tempo do Rei: trechos selecionados das cartas de Luís Joaquim dos Santos Marrocos	Luís Joaquim dos Santos Marrocos	1985.0	Male	1900.0
Menina e Moça	Bernardim Ribeiro	1554.0	Male	1500.0
Mensagem	Fernando Pessoa	1934.0	Male	1900.0
Metafísica das Rosas	Machado de Assis	1888.0	Male	1800.0
Meus oito anos	Casimiro de Abreu	1860.0	Male	1800.0
Micrômegas	François-Marie Arouet (Voltaire)	1752.0	Male	1700.0
Milagre do Natal	Afonso Henriques de Lima Barreto	1920.0	Male	1900.0
Miloca	Machado de Assis	1897.0	Male	1800.0
Mimo de Anos	Auta de Sousa	1882.0	Female	1800.0
Minh'alma é triste	Casimiro de Abreu	1860.0	Male	1800.0
Minha formação	Joaquim Nabuco	1900.0	Male	1900.0
Minha mãe	Casimiro de Abreu	1860.0	Male	1800.0
Minh’Alma e o Verso	Auta de Sousa	1888.0	Female	1800.0
Miss Dollar	Machado de Assis	1891.0	Male	1800.0
Missa do Galo	Machado de Assis	1899.0	Male	1800.0
Missal	João da Cruz e Sousa	1893.0	Male	1800.0
Mocidade	Casimiro de Abreu	1860.0	Male	1800.0
Mocidade e Morte	Alexandre Herculano	1871.0	Male	1800.0
Mocidade e morte	Antônio Frederico de Castro Alves	1857.0	Male	1800.0
Mocidade morta	Luis Gonzaga Duque Estrada	1901.0	Male	1900.0
Momento literário	João do Rio	1907.0	Male	1900.0
Moreninha	Casimiro de Abreu	1860.0	Male	1800.0
Morta que Mata	Artur Azevedo	1888.0	Male	1800.0
Mortalhas	Emílio de Meneses	1894.0	Male	1800.0
Motta Coqueiro ou A pena de morte	José do Patrocínio	1876.0	Male	1800.0
Mudo e quedo	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Muitos anos depois	Machado de Assis	1899.0	Male	1800.0
Mulheres: história e direitos	Jeferson Francisco Selbach	2015.0	Male	2000.0
Munúsciulo Métrico	Cláudio Manuel da Costa (Glauceste Satúrnio)	1751.0	Male	1700.0
Murmúrios da tarde	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Máximas, Pensamentos e Reflexões	Marquês de Maricá	1836.0	Male	1800.0
Mãe	José de Alencar	1875.0	Male	1800.0
Mãe penitente	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Médico é Remédio	Machado de Assis	1897.0	Male	1800.0
Médico é remédio	Machado de Assis	1897.0	Male	1800.0
Na Academia Brasileira de Letras	Machado de Assis	1897.0	Male	1800.0
Na Arca	Machado de Assis	1896.0	Male	1800.0
Na Capelinha	Auta de Sousa	1886.0	Female	1800.0
Na Exposição	Artur Azevedo	1884.0	Male	1800.0
Na Horta	Artur Azevedo	1898.0	Male	1800.0
Na fonte	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Na margem	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Na primeira página	Auta de Sousa	1889.0	Female	1800.0
Na rede	Casimiro de Abreu	1860.0	Male	1800.0
Negra Rosa & Outros Poemas	José Neres	1999.0	Male	1900.0
Nem uma nem outra	Machado de Assis	1880.0	Male	1800.0
Never more	Auta de Sousa	1901.0	Female	1900.0
No País dos Ianques	Adolfo Caminha	1894.0	Male	1800.0
No Templo	Auta de Sousa	1885.0	Female	1800.0
No barco	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
No dia brancamente nublado entristeço	Alberto Caeiro da Silva	1914.0	Male	1900.0
No jardim	Casimiro de Abreu	1860.0	Male	1800.0
No lar	Casimiro de Abreu	1860.0	Male	1800.0
No leito	Casimiro de Abreu	1860.0	Male	1800.0
No monte	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
No país dos ianques	Adolfo Caminha	1894.0	Male	1800.0
No álbum do artista	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Noite de Almirante	Machado de Assis	1884.0	Male	1800.0
Noite na Taverna	Manuel Antônio Álvares de Azevedo	1855.0	Male	1800.0
Noivado	Casimiro de Abreu	1860.0	Male	1800.0
Non chegou, madre, o meu amigo	Dom Dinis	1300.0	Male	1300.0
Nos campos	Antônio Frederico de Castro Alves	1871.0	Male	1800.0
Notas Semanais	Machado de Assis	1876.0	Male	1800.0
Notas do dia: commemorando	Afonso Arinos	1921.0	Male	1900.0
Nova Viagem à Lua	Artur Azevedo	1884.0	Male	1800.0
Novas relíquias	Machado de Assis	1893.0	Male	1800.0
Novela e Conto	Amadeu Amaral	1929.0	Male	1900.0
Novos Cantos	Antônio Gonçalves Dias	1857.0	Male	1800.0
Num meio-dia de fim de primavera	Alberto Caeiro da Silva	1914.0	Male	1900.0
Numa e a Ninfa	Afonso Henriques de Lima Barreto	1891.0	Male	1800.0
Nunca mais	Auta de Sousa	1893.0	Female	1800.0
Não Consultes Médico	Machado de Assis	1899.0	Male	1800.0
Não consultes Médico	Machado de Assis	1899.0	Male	1800.0
Não tenho pressa	Alberto Caeiro da Silva	1914.0	Male	1900.0
Não tenho pressa: não a têm o sol e a lua	Alberto Caeiro da Silva	1914.0	Male	1900.0
Não é mel para a boca do asno	Machado de Assis	1885.0	Male	1800.0
O 15 e o 17	Artur Azevedo	1876.0	Male	1800.0
O Abolicionismo	Joaquim Nabuco	1883.0	Male	1800.0
O Alcaide de Santarém	Alexandre Herculano	1842.0	Male	1800.0
O Alforge da Boa Razão	Bruno Seabra	1871.0	Male	1800.0
O Alienista	Machado de Assis	1882.0	Male	1800.0
O Anel de Polícrates	Machado de Assis	1884.0	Male	1800.0
O Anjo Caído	João Batista da Silva Leitão de Almeida Garrett	1838.0	Male	1800.0
O Arco de Sant'ana	João Batista da Silva Leitão de Almeida Garrett	1838.0	Male	1800.0
O Asa-negra	Artur Azevedo	1888.0	Male	1800.0
O Ateneu	Raul Pompéia	1888.0	Male	1800.0
O BAILE DO JUDEU	Inglês de Sousa	1870.0	Female	1800.0
O Badejo	Artur Azevedo	1886.0	Male	1800.0
O Banqueiro Anarquista	Fernando Pessoa	1922.0	Male	1900.0
O Barão de Pituaçu	Artur Azevedo	1871.0	Male	1800.0
O Bispo Negro	Alexandre Herculano	1843.0	Male	1800.0
O Bobo	Alexandre Herculano	1843.0	Male	1800.0
O Bote de rapé	Machado de Assis	1870.0	Male	1800.0
O Brasil anedótico	Humberto de Campos	1912.0	Male	1900.0
O Cabeleira	Franklin Távora	1876.0	Male	1800.0
O Califa da Rua do Sabão	Artur Azevedo	1896.0	Male	1800.0
O Cancioneiro Português da Vaticana	Teófilo Braga	1904.0	Male	1900.0
O Castelo da Faria	Alexandre Herculano	1836.0	Male	1800.0
O Caçador Doméstico	Afonso Henriques de Lima Barreto	1924.0	Male	1900.0
O Caçador de Esmeraldas	Olavo Bilac	1906.0	Male	1900.0
O Cemitério dos Vivos	Afonso Henriques de Lima Barreto	1923.0	Male	1900.0
O Chapéu	Artur Azevedo	1886.0	Male	1800.0
O Conde d'Abranhos	José Maria Eça de Queirós	1866.0	Male	1800.0
O Coração e o Beijo	Auta de Sousa	1888.0	Female	1800.0
O Cortiço	Aluísio Azevedo	1890.0	Male	1800.0
O Coruja	Aluísio Azevedo	1886.0	Male	1800.0
O Crime do Padre Amaro	José Maria Eça de Queirós	1875.0	Male	1800.0
O Cuco	Artur Azevedo	1892.0	Male	1800.0
O Cônego ou Metafísica do Estilo	Machado de Assis	1889.0	Male	1800.0
O D N A de Emanuel	Rilvan Batista de Santana	2007.0	Male	2000.0
O Defunto	Thomaz Lopes	1862.0	Male	1800.0
O Demônio Familiar	José de Alencar	1857.0	Male	1800.0
O Devanear do Céptico	Bernardo Guimarães	1889.0	Male	1800.0
O Dicionário	Machado de Assis	1880.0	Male	1800.0
O Diletante	Artur Azevedo	1884.0	Male	1800.0
O Diplomático	Machado de Assis	1888.0	Male	1800.0
O Dote	Artur Azevedo	1888.0	Male	1800.0
O Duplo	Coelho Neto	1904.0	Male	1900.0
O Elixir da Longa Vida	Honoré de Balzac	1830.0	Male	1800.0
O Elixir do Pajé	Bernardo Guimarães	1878.0	Male	1800.0
O Elogio da Mentira e outras histórias	Lycio de Faria	1901.0	Male	1900.0
O Empréstimo	Machado de Assis	1884.0	Male	1800.0
O Enfermeiro	Machado de Assis	1860.0	Male	1800.0
O Ermitão de Muquém	Bernardo Guimarães	1876.0	Male	1800.0
O Ermitão do Muquém	Bernardo Guimarães	1876.0	Male	1800.0
O Escravocrata	Artur Azevedo	1888.0	Male	1800.0
O Espelho	Machado de Assis	1882.0	Male	1800.0
O Espírito	Artur Azevedo	1884.0	Male	1800.0
O Esqueleto	Aluísio Azevedo	1889.0	Male	1800.0
O Eu profundo e os outros Eus.	Fernando Pessoa	1974.0	Male	1900.0
O Falso Dom Henrique V	Afonso Henriques de Lima Barreto	1906.0	Male	1900.0
O Filho de Gabriela	Afonso Henriques de Lima Barreto	1910.0	Male	1900.0
O Galo	Artur Azevedo	1886.0	Male	1800.0
O Galã	Artur Azevedo	1879.0	Male	1800.0
O Garatuja	José de Alencar	1873.0	Male	1800.0
O Garimpeiro	Bernardo Guimarães	1872.0	Male	1800.0
O Gaúcho	José de Alencar	1870.0	Male	1800.0
O Gramático	Artur Azevedo	1878.0	Male	1800.0
O Guarani	José de Alencar	1857.0	Male	1800.0
O Guardador de Rebanhos	Fernando Pessoa	1921.0	Male	1900.0
O Homem	Aluísio Azevedo	1887.0	Male	1800.0
O Homem	Artur Azevedo	1887.0	Male	1800.0
O Homem dos Quarenta Escudos	François-Marie Arouet (Voltaire)	1759.0	Male	1700.0
O Homem que Sabia Javanês	Afonso Henriques de Lima Barreto	1911.0	Male	1900.0
O Homem que Sabia Javanês e Outros Contos	Afonso Henriques de Lima Barreto	1952.0	Male	1900.0
O Ingênuo	François-Marie Arouet (Voltaire)	1767.0	Male	1700.0
O Japão	Aluísio Azevedo	1905.0	Male	1900.0
O Jaó	Artur Azevedo	1879.0	Male	1800.0
O Judas em Sábado de Aleluia	Luís Carlos Martins Pena	1865.0	Male	1800.0
