word	female	male	unknown	total	skewness	pct_f	pct_m	chi2	p_value	pmi_f	pmi_m	pmi_u	century
oferecer	24	78	1	103	-0.1599234645297995	0.0005420421437766	0.0007484168105929	22.52502616601252	2.074236175667665e-06	-0.0456149230287473	0.2770013786995787	-2.9312854773478825	20th
andar	55	181	1	237	-0.1660117601638906	0.0012421799128215	0.0017367108040683	57.39013931286163	3.5739458817879145e-14	-0.0496667210497174	0.2854584303703176	-3.7646166302533777	20th
partilhar	2	6	0	8	-0.1206955465279623	4.517017864805656e-05	5.757052389176742e-05	0.5714285714285714	0.4496917979688908	0.0247658737330523	0.267339467787842	0.0	20th
recorrer	4	23	0	27	-0.419084188061879	9.034035729611313e-05	0.0002206870082517	2.43	0.1190328984570081	-0.4984822700314956	0.3946788901644433	0.0	20th
ceder	7	23	0	30	-0.1652435392877554	0.0001580956252681	0.0002206870082517	5.822102425876011	0.0158260169474185	-0.0442269977538989	0.2893183745066171	0.0	20th
refletir	8	15	0	23	0.1132273860666326	0.0001806807145922	0.0001439263097294	7.4144736842105265	0.0064701238737438	0.3550075606036292	0.1275775254126833	0.0	20th
formular	1	3	1	5	-0.1206955465279623	2.258508932402828e-05	2.878526194588371e-05	0.0	1.0	-0.1983776775811573	0.0441959164736322	0.0940055984476532	20th
nomear	2	32	2	36	-0.7435064455634146	4.517017864805656e-05	0.0003070427940894	0.0	1.0	-1.479311523043222	0.4372385045832394	-1.1869282470144111	20th
encaminhar	6	5	0	11	0.4770669831877691	0.0001355105359441	4.797543657647284e-05	5.729166666666667	0.0166853985940567	0.8049244312826275	-0.2334358201246473	0.0	20th
adquirir	7	10	0	17	0.2446195972055173	0.0001580956252681	9.595087315294569e-05	6.476190476190477	0.0109329059529205	0.5237570398520403	0.0243932891774524	0.0	20th
acreditar	15	55	0	70	-0.2180636157992865	0.0003387763398604	0.0005277298023412	14.634666666666666	0.0001304919494409	-0.1293848060942059	0.3138594834227347	0.0	20th
incluir	7	6	0	13	0.4661144169726347	0.0001580956252681	5.757052389176742e-05	7.037593984962406	0.0079816184385645	0.7920210264467193	-0.2181683479938589	0.0	20th
atuar	2	2	0	4	0.4036647204994041	4.517017864805656e-05	1.9190174630589134e-05	0.6666666666666666	0.4142161782425251	0.7179130542929977	-0.1381256403203223	0.0	20th
corresponder	21	13	0	34	0.5835347463173169	0.0004742868758045	0.0001247361350988	27.558257345491388	1.5243320923423758e-07	0.9292221479602046	-0.4063896269150017	0.0	20th
morder	7	14	0	21	0.081266145849544	0.0001580956252681	0.0001343312224141	6.171428571428572	0.0129829729300501	0.3124479461848332	0.1495564321314586	0.0	20th
largar	20	31	0	51	0.2059056050832705	0.0004517017864805	0.0002974477067741	22.452439024390245	2.1541178449544484e-06	0.474966875682608	0.0571831120004435	0.0	20th
comunicar	23	37	0	60	0.1880428487632545	0.0005194570544526	0.0003550182306658	26.03316898251905	3.356017793234491e-07	0.4522098885599919	0.0715948906617466	0.0	20th
desmaiar	3	4	0	7	0.2767677757632185	6.775526797208483e-05	3.838034926117828e-05	1.696969696969697	0.1926847519489955	0.5637623744657392	-0.0045942476957999	0.0	20th
verificar	8	16	0	24	0.081266145849544	0.0001806807145922	0.0001535213970447	7.35	0.0067062756078055	0.3124479461848331	0.1495564321314586	0.0	20th
endireitar	1	6	0	7	-0.4364689279283663	2.258508932402828e-05	5.757052389176742e-05	0.0	1.0	-0.5348499142023705	0.4008708604123644	0.0	20th
afastar	8	21	0	29	-0.0544671426311411	0.0001806807145922	0.0002014968336211	7.105	0.0076869225009709	0.1232059465463047	0.2322481479765718	0.0	20th
convencer	18	21	0	39	0.3372124726947295	0.0004065316078325	0.0002014968336211	20.87222222222222	4.90962997223896e-06	0.6378703466194612	-0.0640176681666005	0.0	20th
qualificar	1	5	0	6	-0.3598378403280047	2.258508932402828e-05	4.797543657647284e-05	0.0	1.0	-0.3806992343751122	0.3726999834456682	0.0	20th
separar	6	25	0	31	-0.278023605205961	0.0001355105359441	0.0002398771828823	4.613095238095238	0.0317287146070671	-0.2311675004041483	0.3399101606226772	0.0	20th
realizar	6	27	0	33	-0.3131367053694558	0.0001355105359441	0.0002590673575129	4.583333333333333	0.0322843539107668	-0.2936878573854823	0.3543508447774716	0.0	20th
atacar	14	77	0	91	-0.4005926782240358	0.0003161912505363	0.0007388217232776	13.077380952380953	0.0002988830636643	-0.4607419420486484	0.3879674555764568	0.0	20th
afligir	1	5	0	6	-0.3598378403280047	2.258508932402828e-05	4.797543657647284e-05	0.0	1.0	-0.3806992343751122	0.3726999834456682	0.0	20th
compartilhar	3	3	0	6	0.403664720499404	6.775526797208483e-05	2.878526194588371e-05	1.7777777777777777	0.1824224394517319	0.7179130542929977	-0.1381256403203223	0.0	20th
dispensar	1	17	0	18	-0.7567593114482063	2.258508932402828e-05	0.00016311648436	0.0	1.0	-1.479311523043222	0.4978631263996743	0.0	20th
recuperar	0	8	0	8	-1.0	0.0	7.676069852235655e-05	0.0	0.0	0.0	0.555021540239623	0.0	20th
provocar	4	14	0	18	-0.1958007558176546	9.034035729611313e-05	0.0001343312224141	2.53125	0.1116117682982916	-0.0930171619233312	0.3037071119587167	0.0	20th
punir	3	20	0	23	-0.4781171757636454	6.775526797208483e-05	0.0001919017463058	1.4263565891472867	0.2323599665792103	-0.6258216924080969	0.4152595978644641	0.0	20th
relacionar	3	2	0	5	0.5585697408365611	6.775526797208483e-05	1.9190174630589134e-05	1.9047619047619049	0.1675462774886132	0.9002346110869522	-0.3612691916345319	0.0	20th
caracterizar	6	7	0	13	0.3372124726947295	0.0001355105359441	6.716561120706198e-05	5.416666666666667	0.019945403395459	0.6378703466194611	-0.0640176681666005	0.0	20th
identificar	5	23	0	28	-0.3230142042298946	0.0001129254466201	0.0002206870082517	3.5137254901960784	0.0608624514972342	-0.3117063628881609	0.3583112459935684	0.0	20th
empunhar	0	7	0	7	-1.0	0.0	6.716561120706198e-05	0.0	0.0	0.0	0.5550215402396229	0.0	20th
cavalgar	0	15	0	15	-1.0	0.0	0.0001439263097294	0.0	0.0	0.0	0.5550215402396229	0.0	20th
atrapalhar	4	3	0	7	0.5167242423746295	9.034035729611313e-05	2.878526194588371e-05	3.1500000000000004	0.0759269629825578	0.8514444469175201	-0.2922763201475808	0.0	20th
confrontar	0	1	0	1	-1.0	0.0	9.595087315294567e-06	0.0	0.0	0.0	0.555021540239623	0.0	20th
fornecer	0	9	0	9	-1.0	0.0	8.635578583765112e-05	0.0	0.0	0.0	0.5550215402396229	0.0	20th
valer	14	40	0	54	-0.0965896426183222	0.0003161912505363	0.0003838034926117	13.869300911854102	0.0001959735833643	0.0611335179039272	0.2549169477892848	0.0	20th
evitar	0	10	0	10	-1.0	0.0	9.595087315294569e-05	0.0	0.0	0.0	0.555021540239623	0.0	20th
exigir	16	25	0	41	0.2020566275417246	0.0003613614291844	0.0002398771828823	17.47159090909091	2.9163318688744697e-05	0.4700768903884162	0.0603252984035156	0.0	20th
fugir	37	49	0	86	0.2798950099349238	0.000835648304989	0.0004701592784494	44.62702702702703	2.3837823426804948e-11	0.5676308512436595	-0.0075054579032582	0.0	20th
impelir	0	1	0	1	-1.0	0.0	9.595087315294567e-06	0.0	0.0	0.0	0.555021540239623	0.0	20th
enfrentar	1	20	0	21	-0.7894034917555771	2.258508932402828e-05	0.0001919017463058	0.0	1.0	-1.6334622028704802	0.5062313760701909	0.0	20th
expulsar	1	29	0	30	-0.8498544573647597	2.258508932402828e-05	0.0002782575321435	0.0	1.0	-1.9901371468092124	0.5211199885639416	0.0	20th
persuadir	2	5	0	7	-0.0301169080439713	4.517017864805656e-05	4.797543657647284e-05	0.5833333333333334	0.4450087187467361	0.1582972663575748	0.2185493036184097	0.0	20th
ofender	7	18	0	25	-0.0441826736000565	0.0001580956252681	0.0001727115716753	5.980066445182724	0.0144684571051176	0.1380945590400555	0.2265174732675869	0.0	20th
constatar	2	6	0	8	-0.1206955465279623	4.517017864805656e-05	5.757052389176742e-05	0.5714285714285714	0.4496917979688908	0.0247658737330523	0.267339467787842	0.0	20th
revezar	1	1	0	2	0.4036647204994041	2.258508932402828e-05	9.595087315294567e-06	0.0	1.0	0.7179130542929977	-0.1381256403203223	0.0	20th
desnudar	1	3	0	4	-0.1206955465279623	2.258508932402828e-05	2.878526194588371e-05	0.0	1.0	0.0247658737330523	0.267339467787842	0.0	20th
suscitar	0	2	0	2	-1.0	0.0	1.9190174630589134e-05	0.0	0.0	0.0	0.555021540239623	0.0	20th
atropelar	7	7	0	14	0.403664720499404	0.0001580956252681	6.716561120706198e-05	6.857142857142857	0.0088287609528186	0.7179130542929975	-0.1381256403203224	0.0	20th
apanhar	9	26	0	35	-0.1020600407240727	0.0002032658039162	0.0002494722701976	8.160291438979963	0.0042817490239904	0.0529367506997487	0.2577700167716914	0.0	20th
conformar	2	4	0	6	0.081266145849544	4.517017864805656e-05	3.838034926117828e-05	0.6000000000000001	0.4385780260809997	0.3124479461848331	0.1495564321314586	0.0	20th
torcer	5	11	0	16	0.0337778121642974	0.0001129254466201	0.0001055459604682	3.7925925925925927	0.0514798524904537	0.247909425047262	0.1803280907982122	0.0	20th
sangrar	0	5	0	5	-1.0	0.0	4.797543657647284e-05	0.0	0.0	0.0	0.555021540239623	0.0	20th
atirar	12	31	1	44	-0.0464873989174401	0.0002710210718883	0.0002974477067741	9.571797257006558	0.0019758925188626	0.1117772507226821	0.204819110806508	-2.080746123036508	20th
