word	female	male	unknown	total	skewness	pct_f	pct_m	chi2	p_value	pmi_f	pmi_m	pmi_u	century
triste	8	11	0	19	0.4081334108614163	0.0004982871379632	0.0002094400335104	7.758333333333333	0.0053465274439187	0.7789547320605538	-0.0877842988983392	0.0	17th
estrangeiro	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
pequeno	4	25	0	29	-0.3128435430666651	0.0002491435689816	0.00047600007616	2.4166666666666665	0.1200501396908577	-0.337049299319425	0.3103394023514574	0.0	17th
cuidadoso	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.1710773350179498	0.0	17th
mau	5	33	0	38	-0.3372075414552888	0.000311429461227	0.0006283201005312	3.425352112676056	0.0642025507289115	-0.3841960777451271	0.317680809209825	0.0	17th
vinda	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
tamanha	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
inimiga	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.0532942993615662	0.0	17th
doente	6	13	0	19	0.2031360660963918	0.0003737153534724	0.0002475200396032	4.947916666666667	0.0261221285241381	0.4912726596087728	0.079269785764827	0.0	17th
conhecido	5	2	0	7	0.7820945659365828	0.000311429461227	3.8080006092800975e-05	4.977777777777778	0.025674942578765	1.3074799329259452	-0.7940035610256373	0.0	17th
singular	4	4	0	8	0.5317603826411572	0.0002491435689816	7.616001218560195e-05	3.0	0.0832645166635504	0.950804988987213	-0.2343877730902145	0.0	17th
diferente	0	12	0	12	-1.0	0.0	0.0002284800365568	0.0	0.0	0.0	0.4587594074697306	0.0	17th
seguro	4	25	0	29	-0.3128435430666651	0.0002491435689816	0.00047600007616	2.4166666666666665	0.1200501396908577	-0.337049299319425	0.3103394023514574	0.0	17th
forte	7	37	0	44	-0.2354083782372966	0.0004360012457178	0.0007044801127168	5.587301587301588	0.0180911448665391	-0.1943273153157895	0.285487686195694	0.0	17th
claro	8	36	0	44	-0.1581048101083206	0.0004982871379632	0.0006854401096704	6.737500000000001	0.0094406833605316	-0.0607959226912669	0.2580887120075795	0.0	17th
grande	92	144	0	236	0.3527525486250274	0.0057303020865773	0.0027417604386816	111.80297482837528	3.946432315316863e-26	0.7019089415705885	-0.0352590979798788	0.0	17th
primeiro	22	85	0	107	-0.0830165185464123	0.0013702896293989	0.001618400258944	22.342329545454547	2.281223827711785e-06	0.0621657884435678	0.2285818294981409	0.0	17th
disposto	3	6	0	9	0.2411764010823457	0.0001868576767362	0.0001142400182784	1.6	0.2059032107320647	0.5453398808790487	0.0532942993615664	0.0	17th
discreto	8	8	0	16	0.5317603826411572	0.0004982871379632	0.0001523200243712	8.166666666666666	0.0042667248221761	0.950804988987213	-0.2343877730902145	0.0	17th
mesmo	7	75	0	82	-0.5321878745772286	0.0004360012457178	0.00142800022848	5.372156505914468	0.0204606662150825	-0.8168569286617814	0.3695282737417878	0.0	17th
famoso	9	28	0	37	0.0251011408229409	0.0005605730302086	0.0005331200852992	8.095726495726495	0.0044369749951807	0.2302588342391532	0.1800460050007102	0.0	17th
excelente	3	5	0	8	0.3249606875268039	0.0001868576767362	9.520001523200244e-05	1.641025641025641	0.2001848041775755	0.6631229165354322	-0.0112442217760048	0.0	17th
caro	2	13	0	15	-0.3304245004892321	0.0001245717844908	0.0002475200396032	0.5357142857142857	0.4642143127710313	-0.3709508509951064	0.3156585638290572	0.0	17th
branco	3	14	0	17	-0.175781321518153	0.0001868576767362	0.0002665600426496	1.4623655913978495	0.2265541051996165	-0.090648885840948	0.2646033930287733	0.0	17th
falso	3	15	0	18	-0.2089972589535829	0.0001868576767362	0.000285600045696	1.4545454545454546	0.2277999939882255	-0.1478072996808965	0.2764378506757761	0.0	17th
altivo	3	6	0	9	0.2411764010823457	0.0001868576767362	0.0001142400182784	1.6	0.2059032107320647	0.5453398808790487	0.0532942993615664	0.0	17th
descontente	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
santo	6	3	0	9	0.7348406649215092	0.0003737153534724	5.712000913920146e-05	6.250000000000001	0.0124193306515522	1.238487061438994	-0.6398528811983789	0.0	17th
verdadeiro	4	41	0	45	-0.5161244629113745	0.0002491435689816	0.0007806401249024	2.354651162790698	0.1249098241592196	-0.7764159591032708	0.3656689844037186	0.0	17th
violento	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
morto	5	14	0	19	0.0776301615798923	0.000311429461227	0.0002665600426496	3.6848484848484846	0.0549089601874392	0.3089511028148182	0.1533777579185489	0.0	17th
alto	10	26	0	36	0.1143384537044895	0.000622858922454	0.0004950400792064	9.406451612903226	0.0021622326608016	0.363018324085094	0.1333370070351027	0.0	17th
choroso	2	3	0	5	0.3712428283302982	0.0001245717844908	5.712000913920146e-05	0.625	0.4291953004403492	0.7276614376730032	-0.0520662162962599	0.0	17th
divinal	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
sepultado	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
vazio	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
gentil	7	1	0	8	0.9163152654924916	0.0004360012457178	1.9040003046400487e-05	9.142857142857142	0.0024969089151415	1.5104207769226357	-1.6206821342101052	0.0	17th
tinhoso	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
namorado	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
mano	6	15	0	21	0.1336466703000804	0.0003737153534724	0.000285600045696	4.861111111111112	0.0274686403856814	0.3911892010517903	0.1222871708485176	0.0	17th
livre	2	21	0	23	-0.5249085814693452	0.0001245717844908	0.0003998400639744	0.5227272727272727	0.4696806180808295	-0.798394865822046	0.3677876292640042	0.0	17th
resplandecente	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
precioso	3	6	0	9	0.2411764010823457	0.0001868576767362	0.0001142400182784	1.6	0.2059032107320647	0.5453398808790487	0.0532942993615664	0.0	17th
leigo	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
certo	31	99	0	130	0.0120294779083514	0.0019308626596075	0.0018849603015936	32.96238906888294	9.39590786934583e-09	0.2104049235767221	0.1863448071487383	0.0	17th
seco	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
inteiro	2	5	0	7	0.1336466703000804	0.0001245717844908	9.520001523200244e-05	0.5833333333333334	0.4450087187467361	0.3911892010517901	0.1222871708485178	0.0	17th
piedoso	1	8	0	9	-0.419532385431115	6.228589224540641e-05	0.0001523200243712	0.0	1.0	-0.5532724077890611	0.3409763718133473	0.0	17th
poderoso	2	27	0	29	-0.6098914260566323	0.0001245717844908	0.0005140800822528	0.5178571428571428	0.4717571979473337	-1.0301964798793704	0.3873004434875858	0.0	17th
pobre	8	40	0	48	-0.2089972589535829	0.0004982871379632	0.000761600121856	6.681818181818182	0.0097401224052718	-0.1478072996808968	0.2764378506757761	0.0	17th
zeloso	5	10	0	15	0.2411764010823457	0.000311429461227	0.000190400030464	3.84	0.0500435212487051	0.5453398808790487	0.0532942993615664	0.0	17th
casado	18	24	0	42	0.4208753601493351	0.0011211460604173	0.0004569600731136	20.434343434343432	6.171234198391674e-06	0.7966543091599545	-0.100856380465692	0.0	17th
bom	62	185	0	247	0.0459532734160906	0.0038617253192151	0.003522400563584	68.62955495818399	1.1881009396866382e-16	0.2616982179642725	0.169726895920078	0.0	17th
solteiro	2	4	0	6	0.2411764010823457	0.0001245717844908	7.616001218560195e-05	0.6000000000000001	0.4385780260809997	0.5453398808790485	0.0532942993615662	0.0	17th
danado	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
desatinado	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
ilustre	2	19	0	21	-0.4877087057136656	0.0001245717844908	0.0003617600578816	0.5249999999999999	0.468716582446207	-0.7074230876163194	0.3586759489127481	0.0	17th
igual	5	11	0	16	0.1958061064183421	0.000311429461227	0.0002094400335104	3.7925925925925927	0.0514798524904537	0.4808013597414774	0.0840659580283201	0.0	17th
singelo	1	4	0	5	-0.1002132926735251	6.228589224540641e-05	7.616001218560195e-05	0.0	1.0	0.0345142571130578	0.2356158561555208	0.0	17th
belo	31	11	0	42	0.8042893332949164	0.0019308626596075	0.0002094400335104	46.01339013998782	1.1744750131410908e-11	1.3402697557489365	-0.8810149380152672	0.0	17th
valoroso	2	20	0	22	-0.5070094006223278	0.0001245717844908	0.000380800060928	0.5238095238095237	0.4692211560417394	-0.7539431032512123	0.3634492276654059	0.0	17th
contente	7	27	0	34	-0.0821812135827803	0.0004360012457178	0.0005140800822528	5.7330210772833725	0.0166488173763074	0.0635017939863101	0.2282357488578983	0.0	17th
confuso	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.0532942993615662	0.0	17th
atento	1	11	0	12	-0.5415535556855181	6.228589224540641e-05	0.0002094400335104	0.0	1.0	-0.8409544802408421	0.3717480304801009	0.0	17th
enganoso	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
presente	9	34	0	43	-0.0718475807488815	0.0005605730302086	0.0006473601035776	7.942279942279942	0.0048292951629532	0.0799766311898151	0.2239198163923296	0.0	17th
cauteloso	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
animoso	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
ledo	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.0532942993615662	0.0	17th
prestante	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
diferentes	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
irado	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
antigo	2	22	0	24	-0.5415535556855181	0.0001245717844908	0.0004188800670208	0.5217391304347827	0.4701007598741286	-0.8409544802408421	0.3717480304801009	0.0	17th
natural	6	20	0	26	-0.0093897451534517	0.0003737153534724	0.000380800060928	4.710144927536232	0.0299851236426149	0.1776151007537313	0.1963951430022396	0.0	17th
real	0	10	0	10	-1.0	0.0	0.000190400030464	0.0	0.0	0.0	0.4587594074697307	0.0	17th
novo	7	15	0	22	0.2084270106101842	0.0004360012457178	0.000285600045696	6.115830115830117	0.013397647857616	0.4988198652441557	0.0757671552136248	0.0	17th
rendido	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.2343877730902145	0.0	17th
cercado	0	10	0	10	-1.0	0.0	0.000190400030464	0.0	0.0	0.0	0.4587594074697307	0.0	17th
mancebo	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
desonesto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
obediente	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
inerme	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
celeste	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
humana	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
fraco	5	8	1	14	0.3430935058624966	0.000311429461227	0.0001523200243712	2.506293706293706	0.1133923330299184	0.6143327523659999	-0.100856380465692	-0.8944740913892719	17th
popular	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.1710773350179498	0.0	17th
companheiro	4	17	0	21	-0.1301211753574911	0.0002491435689816	0.0003236800517888	2.486842105263157	0.1148018645811329	-0.0142759070563741	0.2474503138025236	0.0	17th
ditoso	1	4	0	5	-0.1002132926735251	6.228589224540641e-05	7.616001218560195e-05	0.0	1.0	0.0345142571130578	0.2356158561555208	0.0	17th
cativo	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
leal	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
soberano	0	11	0	11	-1.0	0.0	0.0002094400335104	0.0	0.0	0.0	0.4587594074697307	0.0	17th
pronto	1	16	0	17	-0.6604988348453948	6.228589224540641e-05	0.0003046400487424	0.0	1.0	-1.1892611745090578	0.3981347856532958	0.0	17th
temeroso	5	5	0	10	0.5317603826411573	0.000311429461227	9.520001523200244e-05	4.266666666666667	0.0388671038124173	0.950804988987213	-0.2343877730902145	0.0	17th
digno	7	36	0	43	-0.2224270246090688	0.0004360012457178	0.0006854401096704	5.5985533453887895	0.0179753143687239	-0.1713377970910907	0.2810782302322783	0.0	17th
provado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
sutil	1	7	0	8	-0.3630189319976229	6.228589224540641e-05	0.0001332800213248	0.0	1.0	-0.4354893721326776	0.3252280148452082	0.0	17th
alheio	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.0532942993615662	0.0	17th
esperta	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
fero	2	3	0	5	0.3712428283302982	0.0001245717844908	5.712000913920146e-05	0.625	0.4291953004403492	0.7276614376730032	-0.0520662162962599	0.0	17th
gentis	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
possante	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
benigno	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
formoso	41	10	0	51	0.861230617772248	0.0025537215820616	0.000190400030464	65.25389844062374	6.584380638560856e-16	1.4256986035271402	-1.1704811322605493	0.0	17th
filha	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.1710773350179498	0.0	17th
soberbo	0	9	0	9	-1.0	0.0	0.0001713600274176	0.0	0.0	0.0	0.4587594074697307	0.0	17th
potente	1	12	0	13	-0.5715736537496788	6.228589224540641e-05	0.0002284800365568	0.0	1.0	-0.9209971879143783	0.3787166997961944	0.0	17th
inquieto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
amante	6	15	0	21	0.1336466703000804	0.0003737153534724	0.000285600045696	4.861111111111112	0.0274686403856814	0.3911892010517903	0.1222871708485176	0.0	17th
abundante	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
afastado	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
reposta	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
desejoso	3	4	0	7	0.4208753601493351	0.0001868576767362	7.616001218560195e-05	1.696969696969697	0.1926847519489955	0.7966543091599547	-0.100856380465692	0.0	17th
aprovado	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
perfeito	5	3	0	8	0.6900279949802105	0.000311429461227	5.712000913920146e-05	4.654545454545454	0.0309714316508462	1.1739485403014227	-0.5220698455419955	0.0	17th
pintado	2	1	0	3	0.7348406649215092	0.0001245717844908	1.9040003046400487e-05	0.75	0.3864762307712325	1.2384870614389938	-0.6398528811983791	0.0	17th
triunfante	0	6	0	6	-1.0	0.0	0.0001142400182784	0.0	0.0	0.0	0.4587594074697306	0.0	17th
distinto	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
informado	1	7	0	8	-0.3630189319976229	6.228589224540641e-05	0.0001332800213248	0.0	1.0	-0.4354893721326776	0.3252280148452082	0.0	17th
venturoso	1	5	0	6	-0.2089972589535829	6.228589224540641e-05	9.520001523200244e-05	0.0	1.0	-0.1478072996808968	0.2764378506757761	0.0	17th
firme	3	7	0	10	0.1673581578674411	0.0001868576767362	0.0001332800213248	1.568627450980392	0.2104064530953678	0.4399793652212224	0.1020844635309983	0.0	17th
corrupto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
fiel	0	16	0	16	-1.0	0.0	0.0003046400487424	0.0	0.0	0.0	0.4587594074697307	0.0	17th
odioso	0	7	0	7	-1.0	0.0	0.0001332800213248	0.0	0.0	0.0	0.4587594074697307	0.0	17th
amarelo	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.2343877730902145	0.0	17th
rico	3	24	0	27	-0.4195323854311149	0.0001868576767362	0.0004569600731136	1.411764705882353	0.2347636628276657	-0.5532724077890611	0.3409763718133471	0.0	17th
raio	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
libertador	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
fabuloso	0	8	0	8	-1.0	0.0	0.0001523200243712	0.0	0.0	0.0	0.4587594074697307	0.0	17th
sabido	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
oficial	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
convicto	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
versado	3	7	0	10	0.1673581578674411	0.0001868576767362	0.0001332800213248	1.568627450980392	0.2104064530953678	0.4399793652212224	0.1020844635309983	0.0	17th
prodigioso	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
interessante	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
incapaz	1	7	0	8	-0.3630189319976229	6.228589224540641e-05	0.0001332800213248	0.0	1.0	-0.4354893721326776	0.3252280148452082	0.0	17th
curioso	2	7	0	9	-0.0337722545957953	0.0001245717844908	0.0001332800213248	0.5625	0.4532547047537363	0.1398747727708842	0.2074449791888247	0.0	17th
selvagem	1	6	0	7	-0.2943144486768648	6.228589224540641e-05	0.0001142400182784	0.0	1.0	-0.3019579795081551	0.3046087276424724	0.0	17th
entendido	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
arrojado	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
familiar	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
remisso	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.2343877730902145	0.0	17th
capaz	16	40	0	56	0.1336466703000804	0.0009965742759265	0.000761600121856	16.40625	5.111640584915813e-05	0.3911892010517901	0.1222871708485178	0.0	17th
grave	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
correspondente	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
piores	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
ambicioso	1	4	0	5	-0.1002132926735251	6.228589224540641e-05	7.616001218560195e-05	0.0	1.0	0.0345142571130578	0.2356158561555208	0.0	17th
deitado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
posta	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
justo	22	47	0	69	0.2098780815341193	0.0013702896293989	0.0008948801431808	23.84717868338558	1.0429462650675475e-06	0.5008881183082149	0.07480050458253	0.0	17th
bem-aventurado	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.0532942993615662	0.0	17th
alvo	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
infiel	3	3	0	6	0.5317603826411572	0.0001868576767362	5.712000913920146e-05	1.7777777777777777	0.1824224394517319	0.950804988987213	-0.2343877730902147	0.0	17th
persuadido	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
oitavo	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
sujeito	1	12	0	13	-0.5715736537496788	6.228589224540641e-05	0.0002284800365568	0.0	1.0	-0.9209971879143783	0.3787166997961944	0.0	17th
comum	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
seguinte	2	7	0	9	-0.0337722545957953	0.0001245717844908	0.0001332800213248	0.5625	0.4532547047537363	0.1398747727708842	0.2074449791888247	0.0	17th
liberal	0	20	0	20	-1.0	0.0	0.000380800060928	0.0	0.0	0.0	0.4587594074697307	0.0	17th
pecador	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.1710773350179498	0.0	17th
soldado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
amado	0	4	0	4	-1.0	0.0	7.616001218560195e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
baixo	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
escravo	0	20	0	20	-1.0	0.0	0.000380800060928	0.0	0.0	0.0	0.4587594074697307	0.0	17th
saboroso	1	10	0	11	-0.5070094006223278	6.228589224540641e-05	0.000190400030464	0.0	1.0	-0.7539431032512123	0.3634492276654059	0.0	17th
bravo	0	6	0	6	-1.0	0.0	0.0001142400182784	0.0	0.0	0.0	0.4587594074697306	0.0	17th
comprido	1	3	0	4	0.043263214349562	6.228589224540641e-05	5.712000913920146e-05	0.0	1.0	0.2576578084272677	0.1710773350179498	0.0	17th
preto	3	6	0	9	0.2411764010823457	0.0001868576767362	0.0001142400182784	1.6	0.2059032107320647	0.5453398808790487	0.0532942993615664	0.0	17th
participante	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
desmaiado	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
perdido	2	2	0	4	0.5317603826411572	0.0001245717844908	3.8080006092800975e-05	0.6666666666666666	0.4142161782425251	0.950804988987213	-0.2343877730902145	0.0	17th
sadio	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
cheio	3	12	0	15	-0.1002132926735251	0.0001868576767362	0.0002284800365568	1.4814814814814814	0.2235428745713169	0.034514257113058	0.235615856155521	0.0	17th
sabio	0	3	0	3	-1.0	0.0	5.712000913920146e-05	0.0	0.0	0.0	0.4587594074697306	0.0	17th
vassalo	2	3	0	5	0.3712428283302982	0.0001245717844908	5.712000913920146e-05	0.625	0.4291953004403492	0.7276614376730032	-0.0520662162962599	0.0	17th
tirano	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
vil	0	5	0	5	-1.0	0.0	9.520001523200244e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
estranho	10	8	0	18	0.6070068079247304	0.000622858922454	0.0001523200243712	11.215384615384616	0.0008112199516967	1.056165504645039	-0.352170808746598	0.0	17th
prudente	4	19	0	23	-0.1843441157457646	0.0002491435689816	0.0003617600578816	2.4642857142857144	0.1164606340128457	-0.1052476852621007	0.2677041707070216	0.0	17th
remoto	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
feliz	2	36	0	38	-0.6924198634890238	0.0001245717844908	0.0006854401096704	0.5135135135135136	0.473621825810155	-1.300486809619282	0.4046921861994549	0.0	17th
sabe	12	48	0	60	-0.1002132926735251	0.0007474307069448	0.0009139201462272	11.203703703703704	0.0008163423339659	0.034514257113058	0.235615856155521	0.0	17th
feio	5	9	0	14	0.2901252763448784	0.000311429461227	0.0001713600274176	3.895652173913043	0.0484112398439837	0.6143327523659999	0.0169266551906913	0.0	17th
compassivo	1	2	0	3	0.2411764010823457	6.228589224540641e-05	3.8080006092800975e-05	0.0	1.0	0.5453398808790485	0.0532942993615662	0.0	17th
valente	3	19	0	22	-0.3188055545948189	0.0001868576767362	0.0003617600578816	1.4308943089430894	0.231618542246018	-0.3484779951430477	0.3121559332778553	0.0	17th
patente	3	3	0	6	0.5317603826411572	0.0001868576767362	5.712000913920146e-05	1.7777777777777777	0.1824224394517319	0.950804988987213	-0.2343877730902147	0.0	17th
direito	0	2	0	2	-1.0	0.0	3.8080006092800975e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
coberto	1	10	0	11	-0.5070094006223278	6.228589224540641e-05	0.000190400030464	0.0	1.0	-0.7539431032512123	0.3634492276654059	0.0	17th
servente	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
velho	13	9	0	22	0.6506694323967566	0.0008097165991902	0.0001713600274176	15.722084367245657	7.336261014653707e-05	1.1178590736503793	-0.4350584685523657	0.0	17th
vista	0	1	0	1	-1.0	0.0	1.9040003046400487e-05	0.0	0.0	0.0	0.4587594074697307	0.0	17th
infeliz	3	9	0	12	0.043263214349562	0.0001868576767362	0.0001713600274176	1.5238095238095235	0.2170439077569385	0.2576578084272677	0.1710773350179496	0.0	17th
humilde	1	1	0	2	0.5317603826411572	6.228589224540641e-05	1.9040003046400487e-05	0.0	1.0	0.950804988987213	-0.2343877730902145	0.0	17th
amigo	5	67	0	72	-0.607551427568016	0.000311429461227	0.0012756802041088	3.315107913669065	0.0686458137908542	-1.0232760370347966	0.3867859078446415	0.0	17th
primo	3	4	0	7	0.4208753601493351	0.0001868576767362	7.616001218560195e-05	1.696969696969697	0.1926847519489955	0.7966543091599547	-0.100856380465692	0.0	17th
louco	4	13	0	17	0.0032688712246208	0.0002491435689816	0.0002475200396032	2.55	0.1102942552445544	0.1970331866108327	0.1904954208750512	0.0	17th
