filename	id	title	author	genre
obra_49	Rapsódias Prosa:contos CN 1891 realismo masc 	Rapsódias	Coelho Neto	contos
obra_50	Rei negro Prosa:romance CN 1914 realismo pré-modernismo masc 	Rei negro	Coelho Neto	romance
obra_51	Romanceiro Prosa:contos CN 1898 realismo masc 	Romanceiro	Coelho Neto	contos
obra_52	Treva Prosa:contos CN 1905 realismo masc 	Treva	Coelho Neto	contos
obra_53	Turbilhão Prosa:romance CN 1904 realismo masc 	Turbilhão	Coelho Neto	romance
obra_54	Vesperal Prosa:contos CN 1922 masc 	Vesperal	Coelho Neto	contos
obra_55	Vesperal Prosa:conto CoeNet 1922 masc 	Vesperal	Coelho Neto	conto
obra_56	Miss Kate Prosa:romance CosVel 1909 naturalismo masc 	Miss Kate	Cosme Velho	romance
obra_57	Luzia-Homem Prosa:Romance ou Novela DomOli 1903 naturalismo masc 	Luzia-Homem	Domingos Olímpio	Romance
obra_58	Luzia Homem Prosa:romance novela DomOli 1903 naturalismo masc 	Luzia Homem	Domingos Olímpio	romance
obra_59	Contrastes e Confrontos Prosa:ensaio EdC 1866 masc 	Contrastes e Confrontos	Euclides da Cunha	ensaio
obra_60	Os Sertões I Prosa:romance EdC 1902 historico masc 	Os Sertões I	Euclides da Cunha	romance
obra_61	Os Sertões II Prosa:romance EdC 1902 historico masc 	Os Sertões II	Euclides da Cunha	romance
obra_62	A luta Prosa:romance novela EmiBdM 1911 naturalismo masc 	A luta	Emília Bandeira de Melo	romance
obra_63	Lição Póstuma Prosa:conto EmiBdM 1933 fem 	Lição Póstuma	Emília Moncorvo Bandeira de Melo	conto
obra_64	Lição Póstuma Prosa:conto EmiMel 1933 fem 	Lição Póstuma	Emília Moncorvo Bandeira de Melo	conto
obra_65	O Cabeleira Prosa:romance FT 1876 realismo regionalismo romantismo masc 	O Cabeleira	Franklin Távora	romance
obra_66	O Matuto Prosa:romance FT 1878 realismo regionalismo romantismo masc 	O Matuto	Franklin Távora	romance
obra_67	O Sacrifício Prosa:romance FT 1879 romantismo realismo masc 	O Sacrifício	Franklin Távora	romance
obra_68	A viagem maravilhosa Prosa:novela GraAra 1929 modernismo masc 	A viagem maravilhosa	Graça Aranha	novela
obra_69	Canaã Prosa:romance GraAra 1902 pré-modernismo masc 	Canaã	Graça Aranha	romance
obra_70	Poemas Líricos Poesia:lirica GreMat 1690 barroco masc 	Poemas Líricos	Gregório de Matos	
obra_71	Poemas Religiosos Poesia:religiosa GreMat 1690 barroco masc 	Poemas Religiosos	Gregório de Matos	
obra_72	Poemas Satíricos Poesia:satírica GreMat 1690 barroco masc 	Poemas Satíricos	Gregório de Matos	
obra_73	Os papéis do coronel Prosa:romance novela HarLau 1995 masc 	Os papéis do coronel	Harry Laus	romance
obra_74	A serpente de bronze Prosa:contos HC 1921 masc 	A serpente de bronze	Humberto de Campos	contos
obra_75	Grãos de mostarda Prosa:contos HC 1926 masc 	Grãos de mostarda	Humberto de Campos	contos
obra_76	O monstro e outros contos Prosa:contos HC 1932 masc 	O monstro e outros contos	Humberto de Campos	contos
obra_77	Pombos de Maomé Prosa:contos HC 1925 masc 	Pombos de Maomé	Humberto de Campos	contos
obra_78	Últimas crônicas Prosa:cronica HdC 1936 neoparnasianismo masc 	Últimas crônicas 	Humberto de Campos	cronica
obra_79	A Funda de Davi Prosa:contos HumCam 1944 masc 	A Funda de Davi	Humberto de Campos	contos
obra_80	Vale de Josafá Prosa:contos HumCam 1918 neoparnasianismo masc 	Vale de Josafá	Humberto de Campos	contos
obra_81	O Baile do Judeu Prosa:conto IdS 1893 masc 	O Baile do Judeu	Inglês de Sousa	conto
obra_82	A alma de Lázaro Prosa:novela JdA 1873 romantismo histórico masc 	A alma de Lázaro	José de Alencar	novela
obra_83	Ao correr da pena Prosa:cronica JdA 1854 masc 	Ao correr da pena	José de Alencar	cronica
obra_84	A pata da gazela Prosa:romance JdA 1870 romantismo masc 	A pata da gazela	José de Alencar	romance
obra_85	As minas de prata Prosa:romance JdA 1862 romantismo masc 	As minas de prata	José de Alencar	romance
obra_86	A viuvinha Prosa:romance JdA 1857 romantismo masc 	A viuvinha	José de Alencar	romance
obra_87	Cinco Minutos Prosa:romance JdA 1856 romantismo masc 	Cinco Minutos	José de Alencar	romance
obra_88	Como e porque sou romancista Prosa:memorias JdA 1893 masc 	Como e porque sou romancista	José de Alencar	memorias
obra_89	Diva Prosa:romance JdA 1864 romantismo masc 	Diva	José de Alencar	romance
obra_90	Encarnação Prosa:romance JdA 1877 realismo masc 	Encarnação	José de Alencar	romance
obra_91	O Ermitão da Glória Prosa:novela JdA 1873 romantismo masc 	O Ermitão da Glória	José de Alencar	novela
obra_92	O Garatuja Prosa:romance JdA 1873 romantismo masc 	O Garatuja	José de Alencar	romance
obra_93	O gaúcho Prosa:romance JdA 1870 romantismo regionalismo masc 	O gaúcho	José de Alencar	romance
obra_94	O sertanejo Prosa:romance JdA 1875 romantismo regionalismo masc 	O sertanejo	José de Alencar	romance
obra_95	Sonhos dOuro Prosa:romance JdA 1872 realismo masc 	Sonhos dOuro	José de Alencar	romance
obra_96	Ubijarara Prosa:romance JdA 1874 indianismo romantismo masc 	Ubijarara	José de Alencar	romance
obra_97	A Alma Encantadora das Ruas Prosa:cronica JdR 1807 masc 	A Alma Encantadora das Ruas	João do Rio	cronica
obra_98	As Religiões no Rio Prosa:cronica JdR 1904 masc 	As Religiões no Rio	João do Rio	cronica
obra_99	Dentro da Noite Prosa:contos JdR 1910 masc 	Dentro da Noite	João do Rio	contos
obra_100	A falência Prosa:romance JLdA 1901 naturalismo realismo fem 	A falência	Júlia Lopes de Almeida	romance
obra_101	A viúva Simões Prosa:romance JLdA 1895 naturalismo realismo fem 	A viúva Simões	Júlia Lopes de Almeida	romance
obra_102	A luneta mágica Prosa:romance JMdM 1869 romantismo masc 	A luneta mágica	Joaquim Manuel de Macedo	romance
obra_103	A Moreninha Prosa:romance JMdM 1844 romantismo masc 	A Moreninha	Joaquim Manoel de Macedo	romance
obra_104	As Mulheres de Mantilha Prosa:romance JMdM 1870 romantismo masc 	As Mulheres de Mantilha	Joaquim Manuel de Macedo	romance
obra_105	As Vítimas-Algozes Prosa:romance JMdM 1869 romantismo masc 	As Vítimas-Algozes	Joaquim Manuel de Macedo	romance
obra_106	O moço louro Prosa:romance JMdM 1845 romantismo masc 	O moço louro	Joaquim Manuel de Macedo	romance
obra_107	Os Dois Amores Prosa:romance JMdM 1848 romantismo masc 	Os Dois Amores	Joaquim Manuel de Macedo	romance
obra_108	Os romances da semana Prosa:contos JMdM 1855 romantismo masc 	Os romances da semana	Joaquim Manuel de Macedo	contos
obra_109	Camões Prosa:ensaio JN 1880 masc 	Camões	Joaquim Nabuco	ensaio
obra_110	Mota Coqueiro Prosa:romance novela JosdPat 1877 romantismo realismo naturalismo masc 	Mota Coqueiro	José do Patrocínio	romance
obra_111	Os retirantes Prosa:romance novela JosPat 1879 masc 	Os retirantes	José do Patrocínio	romance
obra_112	A cruz de fogo Prosa:romance novela JosRLea 1862 masc 	A cruz de fogo	José da Rocha Leão	romance
obra_113	A caolha Prosa:conto JulAlm 1894 fem 	A caolha	Júlia de Almeida	conto
obra_114	A caolha Prosa:conto JulLAlm 1894 fem 	A caolha	Júlia Lopes de Almeida	conto
obra_115	A Carne Prosa:romance JulRib 1888 realismo masc 	A Carne	Júlio Ribeiro	romance
obra_116	Clara dos anjos Prosa:romance LB 1948 naturalismo realismo masc 	Clara dos anjos	Lima Barreto	romance
obra_117	Numa e a Ninfa Prosa:romance novela LB 1915 pré-modernismo masc 	Numa e a Ninfa	Lima Barreto	romance
obra_118	O Homem que Sabia Javanês e Outros Contos Prosa:contos LB 1997 masc 	O Homem que Sabia Javanês e Outros Contos	Lima Barreto	contos
obra_119	O subterrâneo do morro do castelo Prosa:romance novela LB 1905 pré-modernismo masc 	O subterrâneo do morro do castelo	Lima Barreto	romance
obra_120	Recordações do escrivão Isaías Caminha Prosa:romance LB 1909 realismo masc 	Recordações do escrivão Isaías Caminha	Lima Barreto	romance
obra_121	Triste Fim de Policarpo Quaresma Prosa:romance LB 1911 realismo masc 	Triste Fim de Policarpo Quaresma	Lima Barreto	romance
obra_122	Simá: Romance Histórico do Alto Amazonas Prosa:romance LouAma 1899 romantismo masc 	Simá: Romance Histórico do Alto Amazonas	Lourenço da Silva Araújo Amazonas	romance
obra_123	Statira, e Zoroastes Prosa:novela LucJAlv 1826 masc 	Statira, e Zoroastes	Lucas José de Alvarenga	novela
obra_124	Mocidade morta Prosa:romance novela LuiGDEst 1899 masc 	Mocidade morta	Luís Gonzaga Duque Estrada	romance
obra_125	Histórias para gente alegre: A família Agulha Prosa:romance novela LuiGuiJ 1870 masc 	Histórias para gente alegre: A família Agulha	Luís Guimarães Júnior	romance
obra_126	Memórias de um sargento de milícias Prosa:romance MAdA 1852 picaresco realismo masc 	Memórias de um sargento de milícias	Manuel Antonio de Almeida	romance
