name,prob_fem
ligia,0.997776417788658
nubia,0.997020874424721
noemia,0.997381983096269
margarete,0.99746318524935
damiana,0.996409706173655
rose,0.992724049798005
salete,0.997511147982993
celina,0.997381926984853
nayara,0.996394706679171
rosiane,0.996747425044827
ivete,0.997238840312931
sirlei,0.934822134387352
lucineia,0.997719690891432
graziele,0.995972955215023
angelina,0.996709612631669
gloria,0.996515157993757
iris,0.92741100581349
norma,0.997001370801919
elenice,0.997119642319763
hilda,0.997586362950671
rosilda,0.997732034473076
iasmin,0.994842134795088
adriane,0.990631864581987
maristela,0.997688904540752
lucineide,0.997202766397956
sirlene,0.997704143579328
silmara,0.996832569162957
ruth,0.995916736940216
mariza,0.997510502567294
victoria,0.993437152391546
silvania,0.997158773126916
valdete,0.889269818356791
nilda,0.997570576987965
ellen,0.994970794524255
andresa,0.995279914675381
melissa,0.996741854636591
creuza,0.997860298177802
jeane,0.989404884760922
lindalva,0.997677874791009
rosineide,0.996884373038201
jacira,0.997042109185765
ivani,0.951903988449738
danieli,0.987559449898086
iasmim,0.993910642214827
joyce,0.993977041900893
edina,0.995256504518179
gabrieli,0.978297981805851
josilene,0.993786296393662
alaide,0.979941407172896
judite,0.996676140469194
marinete,0.996824473371634
divina,0.997110528360528
olivia,0.996065573770492
graziela,0.996987730512086
micheli,0.990951111545893
dilma,0.996234494979327
karla,0.996828385945785
elena,0.99728186329518
maura,0.995292232183102
cristiana,0.993717932674259
carine,0.995493340718548
diva,0.994918339485261
vanusa,0.997425308453146
leda,0.997770374167094
geane,0.989494301994302
rayane,0.995135315052359
estela,0.99702128752279
ivanete,0.996984147441681
taiane,0.995930457179652
virginia,0.997429973261338
carmelita,0.997454611568531
keli,0.9942385549673
samira,0.995503620631062
helen,0.993886668234188
milene,0.996116606753956
emanuele,0.988085574380057
dayane,0.996261731799141
giovanna,0.995699556600246
meire,0.996762368554839
zenaide,0.992773333333333
anita,0.997213514454894
stefani,0.989882584733353
isaura,0.997236976232631
neli,0.979499762545512
adelia,0.996775766771432
domingas,0.994963171577123
laiane,0.996276971574542
marines,0.996952380952381
vanderleia,0.995030038230475
isabella,0.997224969776899
natali,0.990551353122696
quiteria,0.997355736124501
sarah,0.996991277464944
aurea,0.997482223390421
bernadete,0.994808207450775
danielle,0.995054456545899
ivanilda,0.99629020111015
irani,0.901575500088511
leonice,0.993348365276212
ane,0.995449792273125
francieli,0.994453136111506
shirley,0.992518845114493
izabela,0.996939971973575
magda,0.996982151582215
edileuza,0.997179937267992
rosemeire,0.997771087824929
marizete,0.996815747575626
joselia,0.995102017157431
leandra,0.990772980501393
mirela,0.996391586235222
eliza,0.996474909651046
suely,0.99711077353826
cibele,0.996309852394096
fabricia,0.992898876404494
doralice,0.996808766859345
luci,0.989356295033934
soraia,0.997557224283
socorro,0.990492523392605
alda,0.996838233058705
gilmara,0.993899463152757
zenilda,0.997487822064275
marcilene,0.995504999541326
michelle,0.99521266801694
angelita,0.997613291178476
dulce,0.997114847676367
jaine,0.971246104015156
adelaide,0.985425000775266
emilly,0.996105405320519
celma,0.997138184791496
ilma,0.996563898871446
rosalia,0.997883765003159
claudineia,0.996861825213174
manoela,0.991713580871655
emile,0.992584305577753
elvira,0.997461847389558
ione,0.984050681268305
nara,0.996344579950183
talia,0.994668648421597
gislene,0.995970886404991
lucelia,0.997555490368632
laila,0.996247226210677
vanilda,0.997154631083202
jucilene,0.996230126208818
gilda,0.996640316205534
matilde,0.995308886686488
juraci,0.546129085056468
marluce,0.99558945448516
jaciara,0.996760619823671
evelyn,0.993310480247612
gleice,0.990022283566701
neiva,0.995485100832748
estefane,0.989828925867876
laisa,0.996248038747527
romilda,0.996099497040408
samanta,0.996399176954732
rosimere,0.997111118753654
olinda,0.995911776831112
janice,0.996658859189859
marineide,0.997295610567922
ieda,0.997948967531113
beatris,0.995824925196576
edvania,0.99575489752601
lavinia,0.996411274868471
jurema,0.997172577492321
raisa,0.995251562445445
francilene,0.994730229636351
elane,0.994436863650677
ludimila,0.996622215967067
ilza,0.997884194936173
marilza,0.997559595387989
adelina,0.996174824679464
graciele,0.995984363894812
josefina,0.995606515216459
shirlei,0.991712213767728
dalila,0.996347197106691
leia,0.996970913470311
ivanilde,0.989024567524349
naiane,0.995751126875046
noemi,0.991795636770464
noeli,0.979859830320915
carolaine,0.995137763371151
natalina,0.995621484920545
jennifer,0.991941860902963
alcione,0.774912974216768
cleidiane,0.994890761429062
albertina,0.995677344654573
taisa,0.996168582375479
yara,0.996701334989134
mari,0.983341630605446
magali,0.997470718705008
karoline,0.996331420988955
kely,0.994607360755757
larisa,0.995542406311637
wilma,0.99388825361776
edivania,0.994024771477187
nazare,0.967470576885973
creusa,0.997584638299585
jucelia,0.997090438858805
claudiane,0.992272708978951
geisa,0.996596985901799
valdelice,0.987194926140013
lilia,0.996509881904143
crislaine,0.996342504165481
ednalva,0.996978975301082
marly,0.993595757699368
rosenilda,0.996644844517185
cleia,0.997537956503898
anne,0.997125256673511
edinalva,0.996013644022521
berenice,0.995753102708943
ivana,0.997232777135305
kauane,0.980387379705202
edineia,0.996887450199203
vanuza,0.998000583163244
ludmila,0.99673735725938
kamila,0.996223406487348
lindinalva,0.997718631178707
francine,0.974685638649901
susana,0.997866530124595
agata,0.995090505464481
zilma,0.995423830296809
leni,0.974575558917465
kailane,0.994158326532365
alicia,0.996297571895988
francinete,0.988307349665924
carol,0.981415966923831
jesica,0.994935284186832
ariana,0.996096799375488
isabeli,0.995876378157826
leonilda,0.995525629887055
rosimar,0.832885076688231
zuleide,0.99786287508723
nilva,0.996725319827097
rayssa,0.996544635437169
santa,0.996058163980378
valdineia,0.995919083768485
idalina,0.997273526824978
mercia,0.996081884217477
kesia,0.995844569205605
edilaine,0.995705684434213
kenia,0.996140708867498
julieta,0.997412908693519
sophia,0.99696739954511
rubia,0.996375676764061
mercedes,0.992811250393135
suelem,0.995133381398702
ivanir,0.74971930182709
elisabeth,0.99741847826087
jose,0.00382672500216786
stefany,0.99336822160065
irma,0.996632536973834
gabrielle,0.989922832501135
elisete,0.996339510409517
hellen,0.994463509494395
eni,0.95997501227076
clarisse,0.996658157345092
claudiana,0.995894756484419
thaina,0.986442566626428
lenir,0.9674715261959
thalita,0.995344243792325
ivaneide,0.993380903201577
isabelle,0.996547483919788
paulina,0.995549453150892
giseli,0.995868161094225
darci,0.330716993051169
jordana,0.994232052626561
valdeci,0.250601510995621
mayra,0.996404774459518
marlucia,0.997500360524924
analia,0.99758337361044
elis,0.897605572485851
cilene,0.997580098731972
joselita,0.995595779692189
darlene,0.99479647911297
valdenice,0.983729662077597
marileide,0.997019446887521
elisandra,0.996094131432477
santina,0.997067018624432
leonor,0.925693497044111
katiane,0.996665195429356
dolores,0.993495696400626
antonieta,0.995734248590341
doraci,0.914616497829233
gleiciane,0.994491171117997
isis,0.993800127933868
adrieli,0.991421810293828
guiomar,0.931225296442688
aurora,0.997433187377321
esmeralda,0.996120124962209
nicoli,0.987993396368002
mariele,0.995562950637826
emanuela,0.993606846211931
marcele,0.989925070878898
edneia,0.996978851963746
betania,0.997025641025641
genilda,0.995692307692308
franciane,0.995077427956107
gildete,0.962933518831362
vanesa,0.995979174184236
magna,0.995652398944154
jackeline,0.995337753833402
elida,0.997968644200219
efigenia,0.996351696461146
lazara,0.992977162773761
filomena,0.996813456615995
dulcineia,0.997802887633396
nelci,0.860473555293477
dejanira,0.997106938088475
lindaura,0.99704547852696
candida,0.996725986164651
lorrane,0.993367373795862
thamires,0.995537848605578
nanci,0.993472030570003
eloa,0.992033565245101
giulia,0.99663856578807
lana,0.99698859969886
greice,0.991625959525471
joaquina,0.993863709764237
francineide,0.992133673303315
almerinda,0.99575255935526
alexsandra,0.991309575863577
naira,0.995495742927767
fabia,0.991890410958904
eli,0.409382727252104
renilda,0.996738890117179
edileusa,0.997838736492103
rosinete,0.996674794945688
lorraine,0.995208379763762
flaviana,0.995020143240824
josenilda,0.992849561477012
nelma,0.997466216216216
tamiris,0.995226187769948
andriele,0.989705300073534
araci,0.961316238375612
elsa,0.996914990859232
arlene,0.993449159783537
roselaine,0.997420168548988
micaele,0.989243640088783
lia,0.993823630332838
dina,0.995071350793742
geovanna,0.995128381476387
lucivania,0.995399919498591
kelli,0.994464306308384
leiliane,0.997564652673084
nilsa,0.996970579667929
edjane,0.985838968845731
eugenia,0.995442860481421
suellen,0.996603618902618
girlene,0.989508043833061
josineide,0.99169687755818
alesandra,0.99137526402253
jaiane,0.993996468510889
leide,0.991989161807151
mary,0.996499970338732
ketlin,0.991645434615157
nilce,0.994104335397809
arlinda,0.993215900975958
amara,0.994337485843715
morgana,0.996766079770032
elizandra,0.996047194106726
augusta,0.994314781567923
cirlene,0.997591812161349
elenir,0.968735307945463
nilma,0.994445786042019
graca,0.995999757561064
ingride,0.995389188861251
analice,0.99719512195122
natasha,0.996525237746891
jovelina,0.994582750015217
brena,0.991131628500273
inacia,0.996574504526548
elma,0.995884773662551
jeniffer,0.990561990561991
delma,0.994445130230836
valdilene,0.990290061228276
marleide,0.996510033653247
enedina,0.997998248467409
taise,0.995568593184372
jeovana,0.990585447970572
jakeline,0.995334468192422
edilma,0.996886120996441
elenita,0.997958793136442
lea,0.996804295027483
eurides,0.76152529943779
alba,0.997045979964038
natiele,0.993773669683548
alexia,0.99058778332693
cauane,0.970695281124498
flaviane,0.994580295502936
denize,0.995604963805584
otilia,0.996694322011926
gabrielly,0.990543428978561
lenice,0.996739484838605
vicentina,0.996022430881586
estefany,0.993341167254211
mirele,0.995590074376357
lucicleide,0.995653319283456
roseni,0.967657062183148
lucilia,0.997998398718975
lucinete,0.996657083639767
izaura,0.997655098485864
janiele,0.992916805880388
suzane,0.995975585216983
camili,0.995369127516779
nadja,0.997127222982216
taila,0.985062521122001
ivoneide,0.992170479302832
samia,0.995488413425388
rosemary,0.997870294036823
simoni,0.994114023680788
margareth,0.997799477375877
gilvania,0.994577155409116
amalia,0.997098846446087
silene,0.996134465382757
tauane,0.990512855767909
josiele,0.987302676733013
nivea,0.997554670579194
dinalva,0.996786138475512
valentina,0.996158681380081
zumira,0.997126839523476
marciana,0.994130799329234
jamili,0.991699797726163
tayna,0.983261861944944
roselene,0.997680629744166
lisiane,0.997960331973555
ivania,0.997953567144168
pietra,0.99387323943662
jhenifer,0.991208945776778
maiane,0.994702641616047
micaela,0.994772534614298
laurinda,0.996875
luane,0.991656649932829
cassiane,0.992613111726685
rogeria,0.990566711927392
rosimeri,0.997336596602361
cleunice,0.996831797235023
ariele,0.993170381020848
lucila,0.997026615418087
gabriella,0.995147389005577
wanda,0.996152729384437
valmira,0.984555707204942
kaline,0.996722982813865
taynara,0.995414847161572
rosaria,0.997081783030568
cheila,0.997292550856139
clarissa,0.997285997212646
nelza,0.99801455989411
grasiele,0.996029703698257
diane,0.993596349182982
eloiza,0.995941857891242
thayna,0.986389579979511
silva,0.840560665790626
jacinta,0.996660730186999
joselma,0.995761451516954
nataly,0.994646840148699
nivia,0.9981311205801
tailane,0.994480495263668
jaci,0.595800877428597
jacqueline,0.996999249812453
osmarina,0.995490078171978
laiza,0.99713704512921
ananda,0.995935265336846
geisiane,0.995632530120482
joseli,0.839184813662625
laudiceia,0.997797524113314
liane,0.997342848466444
thalia,0.995723558610157
agatha,0.996248373018911
ediane,0.99218989280245
marlete,0.996767490187024
cinthia,0.997295835586804
cacilda,0.997448585124478
danila,0.99274859214688
izadora,0.994955374466434
marieta,0.99704026793364
emanueli,0.988877654196158
clemilda,0.996853861884537
sintia,0.99794952681388
taciana,0.996377952755905
dora,0.995898730183768
alane,0.990838006476582
celi,0.951191567369386
isa,0.992109667649637
juliete,0.996545352293725
monalisa,0.996296296296296
janine,0.994018268531242
jorgina,0.996182586094867
mariangela,0.997557798762618
miria,0.996085467297341
joao,0.00408294709426802
celeste,0.936999383857055
graciela,0.997534111458162
hosana,0.985898271926964
luziane,0.994568348284092
helia,0.995127591047981
raiana,0.996935056328695
elem,0.991141650798907
taissa,0.995570043463724
lucinda,0.997821533305404
nelsa,0.996973772696705
cosma,0.993955674949631
catiane,0.996459580207367
stefane,0.990350729988253
ida,0.996448503297818
pedrina,0.996357784177537
geraldina,0.99576199355823
dayana,0.997706422018349
liliana,0.997705252422234
dione,0.384402764067127
crislane,0.994125159642401
isabelly,0.996326042378674
dandara,0.995813754805639
neila,0.998109640831758
grazieli,0.996647756575554
laise,0.996304254404813
railane,0.992887136858343
yolanda,0.997067701595515
lenilda,0.997324818778046
jacilene,0.996891728544293
keliane,0.996027290785042
sinara,0.997312992979111
izabele,0.995412049861496
ercilia,0.997655028660761
agda,0.997307391644228
etelvina,0.996
marcelina,0.993753253513795
palmira,0.996948295405005
clelia,0.997460150639341
valesca,0.995879722977119
esther,0.994218134034166
ketlen,0.992995972684294
alvina,0.99578318545199
nilzete,0.996307367680675
odila,0.994728981814987
marise,0.998235397917769
rachel,0.993144062582403
jade,0.957291754936022
eulalia,0.99708480565371
roselia,1
juciara,0.996642219669524
wanessa,0.994880847308032
rosemari,0.997244689360946
laurita,0.997865338432803
danubia,0.996712572190138
noelia,0.997243709433627
deisiane,0.996268656716418
joise,0.975469728601253
caren,0.995374077039409
ingridi,0.994392024212213
dara,0.994907986421297
lenita,1
elenilda,0.995960140048478
marilena,0.997661239543042
evilin,0.98936360386128
marceli,0.910571781160016
gesica,0.995217901290264
rosileide,0.997005716359677
gerlane,0.984400215169446
emanuelle,0.993644452514981
eleni,0.988340563991323
maysa,0.994975792454554
aldenora,0.996152084287678
marluci,0.99359033055581
tabata,0.996221546401253
natacha,0.995760759377016
thays,0.996495434842756
andrieli,0.988904172397983
junia,0.995660203139427
marlei,0.837216526871699
jocelia,0.996757758221399
estelita,0.996475607493971
zulmira,0.997215260373155
lucidalva,0.997027955790842
cremilda,0.997391466368549
marileia,0.997666604442785
dayse,0.997386840877275
railda,0.996919342793129
lenira,0.998037199738293
clair,0.711918760021379
veridiana,0.998124355247116
tatiele,0.996153124413586
samila,0.995668549905838
thaisa,0.995566037735849
iria,0.996405259672689
lisandra,0.995648060548723
queila,0.996493223391148
kelen,0.994603805737007
lucas,0.00930711161969645
mirtes,0.993547774931208
almira,0.995338217105889
stephanie,0.995995423340961
rosicleide,0.996277915632754
juliene,0.993432324386065
sandy,0.974588938714499
camilla,0.996843615494978
ondina,0.997309503218987
edineide,0.991685779816514
adria,0.797199569164487
deborah,0.997302764666217
edilane,0.993831919814958
rosemere,0.997098084735926
jocilene,0.992581173523461
ruti,0.993621955933514
liana,0.997183645722055
eline,0.993408936706407
luma,0.994557294197687
elisiane,0.997951019611669
soeli,0.995617879053462
gislane,0.994337596407303
nilceia,0.997746865203762
karem,0.994723986321446
luara,0.995209229565898
elda,0.992586089162033
glenda,0.995385370643103
marinez,0.996655189375307
abigail,0.982432301271474
rosineia,0.996739774748074
anny,0.995833746652118
lucileide,0.996622963845848
claudenice,0.989336492890995
maiza,0.995524614619592
charlene,0.993239212567111
jucimara,0.996087872404454
lina,0.997387197266606
gerusa,1
lucileia,1
jailma,0.996168968646033
mikaele,0.990475235612593
gorete,0.995252045661178
rosicleia,0.996859487387296
aida,0.995843471208435
magnolia,0.996549624517962
leonora,0.99582016515445
rafaele,0.968235060551916
cristine,0.994788473329246
lucimeire,0.997744746283957
gabriel,0.0104080759376652
alexandrina,0.991923116245783
corina,0.996088925483738
linda,0.995778853083496
grasiela,0.995878837832269
eliziane,0.996575342465753
kassia,0.99647193109889
josinete,0.991724423295748
cailane,0.991514900662252
sidneia,0.995721590316185
adalgisa,0.99749085206482
helenice,0.996865531292446
flora,0.99602552034306
guilhermina,0.990631830956594
poliane,0.996231155778894
giselle,1
josina,0.993520744069391
therezinha,1
iva,0.858955765047136
sulamita,0.997263445953058
marivalda,0.993704092339979
rafaella,0.994432773109244
dagmar,0.871277086214846
valda,0.994942044257113
silvane,0.939387897517695
damaris,0.987404219586439
luna,0.994291754756871
silvani,0.867509925214662
eveline,0.995333545444904
kezia,0.995543766578249
raniele,0.888531110900654
iana,0.994694397283531
marilucia,0.997116308875361
justina,0.995732878173672
georgina,0.996792815907633
micaeli,0.986450725097915
ernestina,0.996359743040685
valdira,0.994651262302097
zeli,0.952283222165213
jaciane,0.996228854649283
leilane,0.996545022673289
taiana,0.995568525724168
samantha,0.997075073123172
aila,0.994265930974792
florinda,0.99684336562534
marisete,0.997494826271648
geise,0.982043010752688
leoni,0.613677627597337
joselina,0.996178622120319
evanir,0.793004437483686
clotilde,0.99064098378496
ingred,0.99388579539251
gisela,0.997259673353064
edi,0.620566890319047
priscilla,1
marilei,0.992409240924092
leontina,0.996456649319012
maricelia,0.996455471865308
kellen,0.996105919003115
durvalina,0.992459525393657
liliam,0.997101772377661
lusia,0.996544420911827
arminda,0.994878646181251
vitalina,0.99675506322032
leci,0.898667743237788
daine,0.99175211769951
aurelina,0.99574515731721
gabriely,0.987663925316737
anesia,0.996629592180654
vaneide,0.990502793296089
antonio,0.00343664753364064
cleane,0.994144144144144
sirley,0.85921426472029
luzimar,0.714308996088657
alcilene,0.992702394526796
rosilane,0.996451465201465
evani,0.934479054779807
jucileide,0.994394875314573
raiza,0.99609599265128
andrelina,0.996432681242808
zeni,0.972537985368599
giselda,0.99688113665242
suzete,0.996761133603239
ireni,0.973984843343513
malvina,0.996295438758972
taciane,0.995947667014009
vani,0.91989247311828
martha,0.99569266589057
sibele,0.996364915572233
georgia,0.993329432416618
iracilda,0.9975317348378
gracilene,0.996592244418331
expedita,0.997525918944392
jordania,0.991664710025828
dalvina,0.996456832408173
rosely,0.996218834928512
iane,0.972985453705842
estefania,0.996678529062871
rosania,0.997388414055081
marieli,0.993724097098875
ivanice,0.995490684703928
laide,0.979656260961066
eulina,0.996550493636255
rainara,0.996054991034071
evanilda,0.994616580930733
rosani,0.994139457002751
luciele,0.98880285884455
anelise,0.997473836160231
laine,0.99423838674829
nina,0.996864825756662
thaynara,0.995903614457831
lauane,0.995654797827399
josiene,0.983420801526718
aurilene,0.99457111834962
iraneide,0.995887262610379
stela,1
raila,0.988585846449597
rosemeri,1
nayane,0.996361872422993
rosimari,0.996113675006072
maurina,0.996827333740085
kessia,0.996821127277173
daniella,0.99669886294168
deolinda,1
elita,0.996934771947033
osvaldina,0.990241522322518
elissandra,0.99631087063453
mirella,0.994963763665397
lucy,0.99153685759843
nicoly,0.993224097572995
carliane,0.993199802176063
marciele,0.988917620982638
lizete,0.996892093485828
lizandra,0.996759720837488
zaira,0.997006734846595
josimara,0.98984520123839
zoraide,0.99601246105919
edith,0.995759012099289
graciete,0.995880149812734
thainara,0.99550617900387
liduina,0.997492477432297
karolaine,0.99585843373494
giselia,1
clarinda,0.996855741416174
clea,0.997106190236537
edlene,0.994466800804829
geneci,0.69938921837656
edilza,1
karolina,0.995829120323559
josivania,0.990437845998993
daise,0.995317048474877
enilda,0.996957403651116
zeneide,0.993173198482933
cleci,0.982639325701346
nivalda,0.991862682771774
claudilene,0.992869875222816
gessi,0.803322670519038
licia,0.997435239805078
deyse,0.996008754989056
agnes,0.958757763975155
ketelin,0.992903225806452
cassiana,0.99457153935634
dilza,1
gardenia,0.995950888192268
joanita,0.996211131434544
erondina,0.996208158995816
gilvanete,0.991791530944625
rosemar,0.776278118609407
odilia,0.99592801786418
liziane,1
camilly,0.995381367115334
anisia,0.997355197037821
thereza,1
osana,0.978066190785204
kaylane,0.994956867949569
izilda,0.997337593184239
clecia,0.996275605214153
ilana,0.994554389693186
elba,0.994682265354959
nice,0.996793158738642
djanira,0.997190635451505
saionara,0.997187248861505
abadia,0.983212161269002
chaiane,0.992784607161945
benta,0.9957087300523
dienifer,0.99
dorvalina,0.99277881786574
fabiula,0.994365441373759
edneide,0.992765273311897
damares,0.98262599469496
veronice,0.996495956873315
laiz,0.989549839228296
luzineide,1
martinha,0.996481255920964
tassia,0.996075246988767
espedita,0.995921696574225
camille,0.992139856349099
elivania,0.996864776444929
soraya,1
penha,0.995769073290569
nagila,0.996718173116368
anair,0.957030223390276
melina,0.996846290963938
elia,0.901104355379079
francielle,0.996561683399807
josete,0.956814580031696
cirlei,0.887268717068987
loreni,0.938674964345909
marcella,0.996144843728487
eneida,1
naiana,0.996817489968175
danielly,0.996403375293955
silvaneide,0.990776431718062
balbina,0.995688456189152
zelinda,0.996934652361711
iza,0.990856192851205
jamily,0.995128740431454
lorrana,0.996099191975481
zuleica,1
giane,0.982661345809825
vanilde,0.985781336278299
quesia,0.995811810693843
alcina,0.996644295302013
raine,0.92501624431449
manuele,0.984617516629712
cinara,1
graciane,0.990909090909091
jusara,0.997044334975369
marilsa,0.997170345217883
erivania,0.992393294830258
wiliane,0.983783028100098
